metric_id,strategy_id,window_id,a4e_value,a4f_value,difference,tolerance,status,notes
ulcer_index,M2_TOP7_CASH0_100|DOUBLE,FULL_COMMON_HISTORY,0.0882464849093182,0.08824648490931822,1.3877787807814457e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
annual_turnover_traded_notional,M2_TOP7_CASH0_100|DOUBLE,FULL_COMMON_HISTORY,5.523060844665003,5.523060844665003,0.0,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
net_cagr,M2_TOP7_CASH0_100|DOUBLE,PRE_2020,0.0302472632751666,0.03024726327516669,9.020562075079397e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
maximum_drawdown,M2_TOP7_CASH0_100|DOUBLE,PRE_2020,-0.1403310570282674,-0.14033105702826743,-2.7755575615628914e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
ulcer_index,M2_TOP7_CASH0_100|DOUBLE,PRE_2020,0.0484532170435344,0.04845321704353442,2.0816681711721685e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
annual_turnover_traded_notional,M2_TOP7_CASH0_100|DOUBLE,PRE_2020,3.3897873969622623,3.3897873969622623,0.0,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
net_cagr,M2_TOP7_CASH0_100|DOUBLE,POST_2020,0.1564832881983604,0.15648328819836044,2.7755575615628914e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
maximum_drawdown,M2_TOP7_CASH0_100|DOUBLE,POST_2020,-0.2373178886517247,-0.23731788865172476,-5.551115123125783e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
ulcer_index,M2_TOP7_CASH0_100|DOUBLE,POST_2020,0.0994254598135894,0.09942545981358941,1.3877787807814457e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
annual_turnover_traded_notional,M2_TOP7_CASH0_100|DOUBLE,POST_2020,6.441519639424016,6.4415196394240155,-8.881784197001252e-16,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
net_cagr,M2_TOP7_CASH0_100|DOUBLE,LATEST_FIVE_YEARS,0.1195196445527546,0.11951964455275466,5.551115123125783e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
maximum_drawdown,M2_TOP7_CASH0_100|DOUBLE,LATEST_FIVE_YEARS,-0.2319074746615183,-0.2319074746615183,0.0,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
ulcer_index,M2_TOP7_CASH0_100|DOUBLE,LATEST_FIVE_YEARS,0.1099851584764754,0.10998515847647546,5.551115123125783e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
annual_turnover_traded_notional,M2_TOP7_CASH0_100|DOUBLE,LATEST_FIVE_YEARS,6.925927114696822,6.925927114696822,0.0,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
net_cagr,M2_TOP7_CASH0_100|DOUBLE,LATEST_THREE_YEARS,0.2746325996816605,0.27463259968166054,5.551115123125783e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
maximum_drawdown,M2_TOP7_CASH0_100|DOUBLE,LATEST_THREE_YEARS,-0.1688471640709521,-0.16884716407095213,-2.7755575615628914e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
ulcer_index,M2_TOP7_CASH0_100|DOUBLE,LATEST_THREE_YEARS,0.0512097285099205,0.05120972850992052,2.0816681711721685e-17,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
annual_turnover_traded_notional,M2_TOP7_CASH0_100|DOUBLE,LATEST_THREE_YEARS,7.463225962565238,7.463225962565238,0.0,1e-10,PASS,A4E TOP7 CASH0 base/double and common-window reproduction
net_cagr,GLOBAL_100,FULL_COMMON_HISTORY,0.1160108322932553,0.11601083229325537,6.938893903907228e-17,1e-10,PASS,A4E global-core common-window reproduction
terminal_wealth_per_100k,GLOBAL_100,FULL_COMMON_HISTORY,282859.2536793278,282859.2536793278,0.0,1e-10,PASS,A4E global-core common-window reproduction
maximum_drawdown,GLOBAL_100,FULL_COMMON_HISTORY,-0.2558185599683075,-0.2558185599683075,0.0,1e-10,PASS,A4E global-core common-window reproduction
ulcer_index,GLOBAL_100,FULL_COMMON_HISTORY,0.0489099207247927,0.04890992072479278,7.632783294297951e-17,1e-10,PASS,A4E global-core common-window reproduction
annualised_volatility,GLOBAL_100,FULL_COMMON_HISTORY,0.1457111118362501,0.1457111118362502,1.1102230246251565e-16,1e-10,PASS,A4E global-core common-window reproduction
net_cagr,GLOBAL_100,PRE_2020,0.0807540672530016,0.0807540672530016,0.0,1e-10,PASS,A4E global-core common-window reproduction
terminal_wealth_per_100k,GLOBAL_100,PRE_2020,124615.7668277128,124615.76682771275,-4.3655745685100555e-11,1e-10,PASS,A4E global-core common-window reproduction
maximum_drawdown,GLOBAL_100,PRE_2020,-0.149520045172219,-0.14952004517221906,-5.551115123125783e-17,1e-10,PASS,A4E global-core common-window reproduction
ulcer_index,GLOBAL_100,PRE_2020,0.0408747298033958,0.04087472980339594,1.3877787807814457e-16,1e-10,PASS,A4E global-core common-window reproduction
annualised_volatility,GLOBAL_100,PRE_2020,0.1277868002196927,0.12778680021969274,5.551115123125783e-17,1e-10,PASS,A4E global-core common-window reproduction
net_cagr,GLOBAL_100,POST_2020,0.1296752329414729,0.12967523294147298,8.326672684688674e-17,1e-10,PASS,A4E global-core common-window reproduction
terminal_wealth_per_100k,GLOBAL_100,POST_2020,224538.86010362548,224538.8601036255,2.9103830456733704e-11,1e-10,PASS,A4E global-core common-window reproduction
maximum_drawdown,GLOBAL_100,POST_2020,-0.2558185599683076,-0.2558185599683076,0.0,1e-10,PASS,A4E global-core common-window reproduction
ulcer_index,GLOBAL_100,POST_2020,0.0519602708762524,0.05196027087625241,6.938893903907228e-18,1e-10,PASS,A4E global-core common-window reproduction
annualised_volatility,GLOBAL_100,POST_2020,0.1527341957083934,0.15273419570839353,1.3877787807814457e-16,1e-10,PASS,A4E global-core common-window reproduction
net_cagr,GLOBAL_100,LATEST_FIVE_YEARS,0.1151645482129135,0.11516454821291378,2.7755575615628914e-16,1e-10,PASS,A4E global-core common-window reproduction
terminal_wealth_per_100k,GLOBAL_100,LATEST_FIVE_YEARS,171886.40330001534,171886.4033000154,5.820766091346741e-11,1e-10,PASS,A4E global-core common-window reproduction
maximum_drawdown,GLOBAL_100,LATEST_FIVE_YEARS,-0.1849685465180439,-0.18496854651804406,-1.6653345369377348e-16,1e-10,PASS,A4E global-core common-window reproduction
ulcer_index,GLOBAL_100,LATEST_FIVE_YEARS,0.0464004436922204,0.04640044369222054,1.3877787807814457e-16,1e-10,PASS,A4E global-core common-window reproduction
annualised_volatility,GLOBAL_100,LATEST_FIVE_YEARS,0.1340502851857938,0.1340502851857939,1.1102230246251565e-16,1e-10,PASS,A4E global-core common-window reproduction
net_cagr,GLOBAL_100,LATEST_THREE_YEARS,0.1868234236223751,0.18682342362237536,2.498001805406602e-16,1e-10,PASS,A4E global-core common-window reproduction
terminal_wealth_per_100k,GLOBAL_100,LATEST_THREE_YEARS,167191.3580246911,167191.35802469114,5.820766091346741e-11,1e-10,PASS,A4E global-core common-window reproduction
maximum_drawdown,GLOBAL_100,LATEST_THREE_YEARS,-0.1849685465180439,-0.18496854651804395,-5.551115123125783e-17,1e-10,PASS,A4E global-core common-window reproduction
ulcer_index,GLOBAL_100,LATEST_THREE_YEARS,0.0359626863229748,0.03596268632297483,2.7755575615628914e-17,1e-10,PASS,A4E global-core common-window reproduction
annualised_volatility,GLOBAL_100,LATEST_THREE_YEARS,0.1197937155192731,0.11979371551927318,6.938893903907228e-17,1e-10,PASS,A4E global-core common-window reproduction
net_cagr,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,0.0926320318380296,0.0926320318380296,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
terminal_wealth_per_100k,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,231456.6219732292,231456.6219732292,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
maximum_drawdown,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,-0.1955163137384251,-0.19551631373842515,-5.551115123125783e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
ulcer_index,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,0.0359925415591835,0.0359925415591835,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
annual_turnover_traded_notional,GLOBAL_75_CASH25,FULL_COMMON_HISTORY,0.1412558870559264,0.14125588705592645,5.551115123125783e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
net_cagr,GLOBAL_75_CASH25,PRE_2020,0.0623335747220565,0.062333574722056584,8.326672684688674e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
terminal_wealth_per_100k,GLOBAL_75_CASH25,PRE_2020,118690.62582437434,118690.62582437434,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
maximum_drawdown,GLOBAL_75_CASH25,PRE_2020,-0.1122553017062514,-0.11225530170625142,-1.3877787807814457e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
ulcer_index,GLOBAL_75_CASH25,PRE_2020,0.0304206540225073,0.03042065402250737,6.938893903907228e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
annual_turnover_traded_notional,GLOBAL_75_CASH25,PRE_2020,0.3215670425237054,0.32156704252370544,5.551115123125783e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
net_cagr,GLOBAL_75_CASH25,POST_2020,0.1045588935722336,0.10455889357223369,9.71445146547012e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
terminal_wealth_per_100k,GLOBAL_75_CASH25,POST_2020,193425.0831563596,193425.08315635956,-2.9103830456733704e-11,1e-10,PASS,A4E static 75/25 common-window reproduction
maximum_drawdown,GLOBAL_75_CASH25,POST_2020,-0.195516313738425,-0.19551631373842504,-2.7755575615628914e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
ulcer_index,GLOBAL_75_CASH25,POST_2020,0.038121754624973,0.03812175462497305,5.551115123125783e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
annual_turnover_traded_notional,GLOBAL_75_CASH25,POST_2020,0.0643514156836444,0.06435141568364448,8.326672684688674e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
net_cagr,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,0.0955783813294894,0.09557838132948948,8.326672684688674e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
terminal_wealth_per_100k,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,157398.38200123698,157398.38200123698,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
maximum_drawdown,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,-0.1390074059258219,-0.13900740592582195,-5.551115123125783e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
ulcer_index,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,0.0335582946945231,0.03355829469452311,6.938893903907228e-18,1e-10,PASS,A4E static 75/25 common-window reproduction
annual_turnover_traded_notional,GLOBAL_75_CASH25,LATEST_FIVE_YEARS,0.0575857004675736,0.05758570046757368,7.632783294297951e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
net_cagr,GLOBAL_75_CASH25,LATEST_THREE_YEARS,0.1504183687354954,0.1504183687354954,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
terminal_wealth_per_100k,GLOBAL_75_CASH25,LATEST_THREE_YEARS,152269.46635577624,152269.46635577624,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
maximum_drawdown,GLOBAL_75_CASH25,LATEST_THREE_YEARS,-0.1390074059258218,-0.13900740592582184,-2.7755575615628914e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
ulcer_index,GLOBAL_75_CASH25,LATEST_THREE_YEARS,0.0262201694718424,0.026220169471842435,3.469446951953614e-17,1e-10,PASS,A4E static 75/25 common-window reproduction
annual_turnover_traded_notional,GLOBAL_75_CASH25,LATEST_THREE_YEARS,0.0534048652772138,0.0534048652772138,0.0,1e-10,PASS,A4E static 75/25 common-window reproduction
cash0_cagr,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,0.1313762609148887,0.13137626091488874,5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_cagr,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,0.0952902624030966,0.09529026240309668,8.326672684688674e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_mdd,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,-0.2353083356537516,-0.23530833565375164,-5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_mdd,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,-0.2715740690405678,-0.2715740690405678,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_ulcer,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,0.0819804013157859,0.08198040131578595,4.163336342344337e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_ulcer,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,0.083155153850993,0.08315515385099306,6.938893903907228e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
double_cost_pool_excess,M2_TOP7_CASH1_100,FULL_COMMON_HISTORY,-0.0325895786693337,-0.03258957866933376,-6.245004513516506e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_cagr,M2_TOP7_CASH1_100,PRE_2020,0.0375748744030188,0.037574874403018876,7.632783294297951e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_cagr,M2_TOP7_CASH1_100,PRE_2020,-0.0127914392307149,-0.012791439230714907,-6.938893903907228e-18,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_mdd,M2_TOP7_CASH1_100,PRE_2020,-0.1390776808710639,-0.13907768087106398,-8.326672684688674e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_mdd,M2_TOP7_CASH1_100,PRE_2020,-0.1302103793525213,-0.13021037935252133,-2.7755575615628914e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_ulcer,M2_TOP7_CASH1_100,PRE_2020,0.0471362285370055,0.04713622853700552,2.0816681711721685e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_ulcer,M2_TOP7_CASH1_100,PRE_2020,0.067558178162655,0.06755817816265502,2.7755575615628914e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
double_cost_pool_excess,M2_TOP7_CASH1_100,PRE_2020,-0.0935966176394929,-0.0935966176394929,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_cagr,M2_TOP7_CASH1_100,POST_2020,0.1725326066381125,0.17253260663811254,2.7755575615628914e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_cagr,M2_TOP7_CASH1_100,POST_2020,0.1440310060499594,0.14403100604995944,5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_mdd,M2_TOP7_CASH1_100,POST_2020,-0.2353083356537516,-0.23530833565375164,-5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_mdd,M2_TOP7_CASH1_100,POST_2020,-0.2188791039382196,-0.21887910393821963,-2.7755575615628914e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_ulcer,M2_TOP7_CASH1_100,POST_2020,0.0919561457579704,0.09195614575797048,8.326672684688674e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_ulcer,M2_TOP7_CASH1_100,POST_2020,0.0830289843552178,0.08302898435521786,5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
double_cost_pool_excess,M2_TOP7_CASH1_100,POST_2020,-0.002663302751491,-0.00266330275149107,-7.025630077706069e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_cagr,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,0.1362016350300385,0.13620163503003857,8.326672684688674e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_cagr,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,0.1321222587005424,0.1321222587005424,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_mdd,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,-0.223355533649714,-0.22335553364971406,-5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_mdd,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,-0.189196099518215,-0.18919609951821503,-2.7755575615628914e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_ulcer,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,0.1013085008643458,0.10130850086434587,6.938893903907228e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_ulcer,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,0.0899019336849601,0.08990193368496018,6.938893903907228e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
double_cost_pool_excess,M2_TOP7_CASH1_100,LATEST_FIVE_YEARS,0.0066235330578805,0.0066235330578805485,4.85722573273506e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_cagr,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,0.2951189726727514,0.29511897267275145,5.551115123125783e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_cagr,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,0.2667208953707063,0.2667208953707063,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_mdd,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,-0.1671889313361411,-0.1671889313361411,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_mdd,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,-0.1418904324985617,-0.1418904324985617,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash0_ulcer,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,0.0495545125485439,0.0495545125485439,0.0,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
cash1_ulcer,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,0.0461242066201919,0.04612420662019194,4.163336342344337e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
double_cost_pool_excess,M2_TOP7_CASH1_100,LATEST_THREE_YEARS,0.0393254916775105,0.03932549167751054,3.469446951953614e-17,1e-10,PASS,A4E CASH1 breadth-7 base/double diagnostic reproduction
candidate_cagr,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,0.0952902624030966,0.09529026240309668,8.326672684688674e-17,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
control_cagr,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,0.1127306222265591,0.11273062222655916,6.938893903907228e-17,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
candidate_terminal_wealth,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,236846.30789879,236846.30789879,0.0,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
control_terminal_wealth,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,275080.7434358144,275080.7434358144,0.0,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
candidate_mdd,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,-0.2715740690405678,-0.2715740690405678,0.0,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
control_mdd,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,-0.1963723717351149,-0.1963723717351149,0.0,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
candidate_volatility,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,0.1618588687402821,0.16185886874028216,5.551115123125783e-17,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
control_volatility,M2_TOP7_CASH1_100|ROTATION_STATIC_SAME_AVERAGE_EXPOSURE,FULL_COMMON_HISTORY,0.1522701854172411,0.15227018541724116,5.551115123125783e-17,1e-10,PASS,A4E CASH1 matched-exposure control reproduction
