signal_id,frequency_id,forward_horizon_sessions,dispersion_regime,ic_observation_count,ic_mean,ic_median,ic_standard_deviation,ic_information_ratio,ic_positive_frequency,ic_hac_lag,ic_hac_standard_error,ic_hac_t_statistic,ic_hac_p_value,ic_confidence_interval_low,ic_confidence_interval_high,spread_observation_count,spread_mean,spread_median,spread_standard_deviation,spread_information_ratio,spread_positive_frequency,spread_hac_lag,spread_hac_standard_error,spread_hac_t_statistic,spread_hac_p_value,spread_confidence_interval_low,spread_confidence_interval_high,spearman_dispersion_vs_date_ic,spearman_dispersion_vs_date_spread,diagnostic_only_no_timing_rule,historical_eligibility_warning
ABS_POS_252,WEEKLY_WEDNESDAY,42,LOW,124,0.1298981841709862,0.18323056783307437,0.4197638715150905,0.30945536999678724,0.6209677419354839,8,0.08328356545626697,1.5597096913339645,0.11882850089917081,-0.03333460462738122,0.29313097296935364,125,0.027753497142723446,0.018929477922474233,0.07040664722906453,0.3941885920576337,0.632,8,0.014498761567985043,1.9141977756228783,0.05559488987932131,-0.0006635533509607196,0.05617054763640761,-0.08879335934743046,-0.12475921785240156,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,WEEKLY_WEDNESDAY,63,HIGH,115,0.14195328716392427,0.14762447443232068,0.3933639455492254,0.360870102026573,0.6173913043478261,12,0.076768309004605,1.8491131171771558,0.06444148069452818,-0.008509833639143455,0.292416407966992,115,0.03155490548868506,0.021357198399274552,0.07885688580924415,0.40015409136263375,0.6086956521739131,12,0.016735453543026586,1.8855124187437104,0.0593606893877408,-0.0012459807205902965,0.06435579169796041,-0.06971684392244669,-0.08366253410026188,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,WEEKLY_WEDNESDAY,63,LOW,122,0.10837722331025905,0.1723259534528736,0.44303165206971945,0.24462636654503375,0.6311475409836066,12,0.0945085934397885,1.146744643695351,0.25148717363003303,-0.07685621606126482,0.29361066268178293,122,0.033237164575225846,0.020506413707065844,0.08853978955357393,0.3753924054124231,0.6557377049180327,12,0.02080657493069844,1.597435651275168,0.11016863081753381,-0.007542972930577069,0.07401730208102876,-0.06971684392244669,-0.08366253410026188,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,21,HIGH,26,-0.007704388776307339,-0.09926542903347088,0.419439795845805,-0.018368282772909885,0.34615384615384615,1,0.08226191817818443,-0.09365680921297208,0.9253817806622006,-0.16893478570472958,0.15352600815211492,26,-0.000514227817953087,-0.012058482704602119,0.047041835309551784,-0.010931287322641378,0.38461538461538464,1,0.009435433484915873,-0.0544996495153261,0.9565370878225763,-0.01900733762691145,0.017978881991005276,-0.12231623479640398,-0.23003072196620586,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,21,LOW,29,0.12539550454708717,0.1300270445958552,0.40689325806366095,0.3081778871044068,0.6551724137931034,1,0.07333232479703489,1.7099622150825007,0.08727286039524856,-0.018333210957694746,0.2691242200518691,31,0.015169334652871196,0.00808125857810674,0.04982900220317138,0.3044278227972572,0.6774193548387096,1,0.009173582467980279,1.6535889556581251,0.0982110582288795,-0.002810556593578215,0.03314922589932061,-0.12231623479640398,-0.23003072196620586,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,42,HIGH,26,0.020619967473195937,-0.16487967696993971,0.46296782912694245,0.04453866160005275,0.46153846153846156,1,0.0962709018091354,0.2141869151083329,0.8304012995478307,-0.16806753283190137,0.20930746777829326,26,0.012656822476184519,-0.013929069755980123,0.08044151891342854,0.15734191307110743,0.38461538461538464,1,0.017725504220611036,0.7140458358001063,0.4751988370315231,-0.022084527404025833,0.047398172356394874,-0.17907656341320868,-0.215893303695471,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,42,LOW,28,0.14897518099773266,0.19811023659026972,0.3741264785579674,0.39819470028409215,0.6785714285714286,1,0.07772809460922393,1.9166194893455408,0.05528629019925547,-0.003369085023268187,0.3013194470187335,29,0.024342463124125906,0.021232573153786263,0.0594881452543265,0.40919855578041425,0.7241379310344828,1,0.012630058246708932,1.927343694592139,0.05393681159839362,-0.0004119961620667016,0.049096922410318516,-0.17907656341320868,-0.215893303695471,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,HIGH,26,0.10268553219743064,0.028220464570658743,0.466597835027916,0.22007288608891012,0.5,2,0.11480262401942266,0.8944528321936089,0.3710796557948056,-0.12232347621133073,0.327694540606192,26,0.034300524109915166,0.0033900754287464405,0.09876811482927896,0.3472833734773995,0.5,2,0.02369294178460432,1.4477106482489925,0.1476979906787708,-0.012136788475713457,0.0807378366955438,-0.2026823341228583,-0.16835337906425915,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
ABS_POS_252,MONTH_END,63,LOW,28,0.16844567094616145,0.16339549054686411,0.39074578725449255,0.4310876187040063,0.6785714285714286,2,0.08818619829894163,1.9101137615111712,0.056118567510028125,-0.004396101653271534,0.3412874435455944,28,0.02951432260700763,0.03657778081644905,0.0844912592841005,0.3493180579516065,0.6428571428571429,2,0.019603334549515385,1.5055766422012757,0.13217588837686434,-0.008907507086932245,0.0679361523009475,-0.2026823341228583,-0.16835337906425915,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,21,HIGH,115,0.037776555422071804,0.017331511773198516,0.3425604814121422,0.11027703857241486,0.5043478260869565,4,0.04258527678266249,0.8870801900588225,0.37503572865599666,-0.04568905334361641,0.12124216418776002,115,0.004283940380368759,0.0033251707760500737,0.04232007395172871,0.10122714778937117,0.5304347826086957,4,0.00607210260977813,0.7055118557236125,0.4804917565463258,-0.0076171620452280455,0.016185042805965562,-0.03868024532444915,-0.05779039586265334,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,21,LOW,128,0.030417607653150762,0.07431382653322177,0.3695019335417241,0.08232056422978368,0.5625,4,0.04892642782475042,0.6217009703243326,0.5341385134783339,-0.06547642877555845,0.12631164408185996,136,0.005182904959566534,0.0026781196518006005,0.04526625455422311,0.11449820645881106,0.5367647058823529,4,0.006065417663775858,0.8545009176400328,0.39282750118276455,-0.006705095212627223,0.01707090513176029,-0.03868024532444915,-0.05779039586265334,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,42,HIGH,115,0.039218704347120256,0.02212068561030647,0.37591690630468455,0.10432812062816108,0.5130434782608696,8,0.06479657409519914,0.6052589183110226,0.5450069733140923,-0.08778024720105108,0.16621765589529158,115,0.007363149764600185,-0.0019150886077521322,0.059609824623552195,0.12352241951892877,0.48695652173913045,8,0.010886851387470973,0.6763341853893582,0.4988284929352409,-0.013974686859882839,0.028700986389083208,-0.1496882516560253,-0.11190752474676961,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,42,LOW,123,0.08884368500189824,0.11922117556133661,0.361166715455253,0.245990788187417,0.6178861788617886,8,0.06601305154103838,1.345850296689689,0.17835080089874789,-0.04053951852812332,0.2182268885319198,130,0.014089696354127606,0.013141040683980408,0.06067215836611033,0.23222672035346104,0.5769230769230769,8,0.011225083841161856,1.2551974268968353,0.2094070993983398,-0.007911063697992158,0.03609045640624737,-0.1496882516560253,-0.11190752474676961,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,63,HIGH,114,0.09380987566517529,0.054855969353254055,0.3703433296703429,0.25330515807771975,0.5526315789473685,12,0.06826574006146831,1.3741867528383396,0.1693837122630646,-0.039988516233275734,0.22760826756362632,114,0.020987214031952504,0.005746666790934114,0.07049145809662899,0.2977270523072943,0.5877192982456141,12,0.014215754949910744,1.4763348204791806,0.13985403087071635,-0.006875153682919556,0.048849581746824564,-0.10890256452109132,-0.0699979499794998,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,WEEKLY_WEDNESDAY,63,LOW,119,0.06046825343711059,0.06879127942375132,0.36832790956171135,0.1641696213275401,0.5546218487394958,12,0.0783799110369509,0.7714764234499303,0.4404245917360793,-0.09315354930676664,0.21409005618098784,122,0.010609450369802912,0.00459054566021545,0.07376343794387126,0.14383074685152217,0.5737704918032787,12,0.015627027976931978,0.6789167067125097,0.4971906394185852,-0.02001896165038359,0.04123786238998941,-0.10890256452109132,-0.0699979499794998,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,21,HIGH,24,-0.01164641867805552,-0.041259058295759724,0.3756626485396433,-0.03100233340559671,0.3333333333333333,1,0.08560684009633372,-0.1360454218956074,0.8917853732620935,-0.17943274209714902,0.15613990474103798,24,-0.000451790772274978,-0.0062688290780928135,0.03711507164821058,-0.012172703761889682,0.3333333333333333,1,0.007663025104236523,-0.05895723505136429,0.9529861703118144,-0.015471043989204857,0.0145674624446549,-0.09656593406593406,-0.07713182340048014,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,21,LOW,31,0.06969064537333271,0.11502142935846504,0.36089289446424816,0.19310617205913597,0.5806451612903226,1,0.06610317427331679,1.0542707841106511,0.29175896074522845,-0.05986919546614285,0.19925048621280828,33,0.006544237717565532,0.009718475225866448,0.04368674165315841,0.1497991717835611,0.6363636363636364,1,0.007734835852509612,0.8460732512432331,0.3975118816855293,-0.008615761979682474,0.021704237414813535,-0.09656593406593406,-0.07713182340048014,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,42,HIGH,24,0.05249677776434184,8.908323213143235e-05,0.42899593302446054,0.12237127143428787,0.5,1,0.09292392564951754,0.5649436073368732,0.5721121217208309,-0.1296307698107903,0.23462432533947397,24,0.016446263824676698,-0.001991573802022053,0.0649816495636035,0.25309089466218043,0.5,1,0.014330449569313303,1.1476446530954703,0.25111528810250605,-0.011640901213444906,0.044533428862798305,-0.1391805796882476,-0.11336996336996334,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,42,LOW,30,0.0371660618237871,0.04010893585768326,0.3572315314697231,0.10403914142427007,0.5333333333333333,1,0.06413021854864925,0.5795405452359855,0.5622244969363113,-0.08852685685224798,0.16285898049982217,32,0.008762734125244233,0.0073074757605154994,0.052317075226921216,0.16749281352668435,0.5625,1,0.010265167133867945,0.8536377451014194,0.3933057379924336,-0.011356623752421191,0.028882092002909657,-0.1391805796882476,-0.11336996336996334,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,63,HIGH,24,0.14893012357519964,0.13363224350318237,0.42204470583627474,0.3528776016277636,0.5416666666666666,2,0.10782113945352605,1.3812701695606984,0.16719590662924777,-0.06239542652578209,0.3602556736761814,24,0.034881477281868266,0.015015851498630365,0.07653220685702963,0.4557751398313994,0.5416666666666666,2,0.017406661534121244,2.0039154098269893,0.045079122545874185,0.0007650475839119028,0.06899790697982464,-0.07518755209780496,-0.04188260179799047,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
TREND_MA_252,MONTH_END,63,LOW,29,0.048770555415673184,0.0178344093751605,0.33933948139836506,0.14372201906685697,0.5172413793103449,2,0.07505135288556723,0.64982913086237,0.5158025997577995,-0.09832739323104486,0.19586850406239123,30,0.007081456727178398,0.0020384488546590545,0.07069941631445475,0.10016287398585734,0.5333333333333333,2,0.014855646886914311,0.47668450799110895,0.6335867961476276,-0.022035076138218226,0.036197989592575024,-0.07518755209780496,-0.04188260179799047,True,HISTORICAL ELIGIBILITY REMAINS UNRESOLVED
