signal_date,rank_bucket,family_count,mean_future_return,median_future_return,top_decile_frequency,top_quintile_frequency
2025-03-31,RANKS_2_3,2,-0.004166810812440858,-0.004166810812440858,0.0,0.5
2025-03-31,RANKS_4_5,2,-0.07325585252257205,-0.07325585252257205,0.0,0.0
2025-03-31,RANK_1,1,0.007298424467099274,0.007298424467099274,0.0,0.0
2025-03-31,REMAINING_UNIVERSE,17,-0.017708785712139394,-0.01052150045745659,0.11764705882352941,0.17647058823529413
2025-04-30,RANKS_2_3,2,0.06357690303294583,0.06357690303294583,0.0,0.0
2025-04-30,RANKS_4_5,2,0.07137290604810398,0.07137290604810398,0.5,0.5
2025-04-30,RANK_1,1,0.11063829787234014,0.11063829787234014,1.0,1.0
2025-04-30,REMAINING_UNIVERSE,17,0.03507140352053109,0.03339980059820524,0.0,0.11764705882352941
2025-05-30,RANKS_2_3,2,0.030054351867969897,0.030054351867969897,0.0,0.0
2025-05-30,RANKS_4_5,2,0.02287664642777998,0.02287664642777998,0.0,0.0
2025-05-30,RANK_1,1,-0.0449414932173553,-0.0449414932173553,0.0,0.0
2025-05-30,REMAINING_UNIVERSE,17,0.05657403841348807,0.05523396044380058,0.11764705882352941,0.23529411764705882
2025-06-30,RANKS_2_3,2,0.03331326120025957,0.03331326120025957,0.0,0.0
2025-06-30,RANKS_4_5,2,-0.01149518882942635,-0.01149518882942635,0.0,0.0
2025-06-30,RANK_1,1,0.08651300420495223,0.08651300420495223,1.0,1.0
2025-06-30,REMAINING_UNIVERSE,17,0.04230818698614688,0.027657142857142825,0.058823529411764705,0.17647058823529413
2025-07-31,RANKS_2_3,2,0.12328316124140881,0.12328316124140881,0.5,0.5
2025-07-31,RANKS_4_5,2,0.1225985565315123,0.1225985565315123,0.5,0.5
2025-07-31,RANK_1,1,0.052175159463914156,0.052175159463914156,0.0,0.0
2025-07-31,REMAINING_UNIVERSE,17,0.04452197135305942,0.046290869910197596,0.0,0.11764705882352941
2025-08-29,RANKS_2_3,2,0.1886945473679309,0.1886945473679309,0.5,1.0
2025-08-29,RANKS_4_5,2,0.098019811466032,0.098019811466032,0.0,0.5
2025-08-29,RANK_1,1,0.21798595981602498,0.21798595981602498,1.0,1.0
2025-08-29,REMAINING_UNIVERSE,17,0.055714446912023874,0.044827290648838725,0.0,0.0
2025-09-30,RANKS_2_3,2,0.03495053895565703,0.03495053895565703,0.0,0.5
2025-09-30,RANKS_4_5,2,0.03620539815784263,0.03620539815784263,0.0,0.0
2025-09-30,RANK_1,1,-0.07621981516446419,-0.07621981516446419,0.0,0.0
2025-09-30,REMAINING_UNIVERSE,18,0.047558727680207635,0.03097543366601896,0.1111111111111111,0.16666666666666666
2025-10-31,RANKS_2_3,2,-0.05419318270826823,-0.05419318270826823,0.0,0.0
2025-10-31,RANKS_4_5,2,0.0699847378644945,0.0699847378644945,0.5,0.5
2025-10-31,RANK_1,1,0.20309810671256523,0.20309810671256523,1.0,1.0
2025-10-31,REMAINING_UNIVERSE,18,-0.015386849249593628,-0.019317637074238447,0.0,0.1111111111111111
2025-11-28,RANKS_2_3,2,0.016755857329832702,0.016755857329832702,0.0,0.0
2025-11-28,RANKS_4_5,2,0.048248420814012816,0.048248420814012816,0.0,0.5
2025-11-28,RANK_1,1,0.03433476394849788,0.03433476394849788,0.0,0.0
2025-11-28,REMAINING_UNIVERSE,18,0.00026742217564690925,-0.013549311653283103,0.1111111111111111,0.16666666666666666
2025-12-31,RANKS_2_3,2,0.07234071092622807,0.07234071092622807,0.0,0.0
2025-12-31,RANKS_4_5,2,0.08076246706754486,0.08076246706754486,0.0,0.5
2025-12-31,RANK_1,1,0.13174273858921204,0.13174273858921204,1.0,1.0
2025-12-31,REMAINING_UNIVERSE,18,0.026402121234112383,0.020756646544298873,0.05555555555555555,0.1111111111111111
2026-01-30,RANKS_2_3,2,0.14975060426518105,0.14975060426518105,0.5,0.5
2026-01-30,RANKS_4_5,2,0.007325098456142709,0.007325098456142709,0.0,0.0
2026-01-30,RANK_1,1,0.2563397494653221,0.2563397494653221,1.0,1.0
2026-01-30,REMAINING_UNIVERSE,18,0.005520453044524877,-0.004313705394236089,0.0,0.1111111111111111
2026-02-27,RANKS_2_3,2,-0.1219894392921283,-0.1219894392921283,0.0,0.0
2026-02-27,RANKS_4_5,2,-0.013165858942458586,-0.013165858942458586,0.0,0.0
2026-02-27,RANK_1,1,-0.17144941634241317,-0.17144941634241317,0.0,0.0
2026-02-27,REMAINING_UNIVERSE,18,-0.018083510070624777,-0.02886007024709164,0.1111111111111111,0.2222222222222222
2026-03-31,RANKS_2_3,2,0.09370155197984797,0.09370155197984797,0.5,0.5
2026-03-31,RANKS_4_5,2,-0.030571508172602124,-0.030571508172602124,0.0,0.0
2026-03-31,RANK_1,1,-0.023880597014924843,-0.023880597014924843,0.0,0.0
2026-03-31,REMAINING_UNIVERSE,19,0.03567438043358926,0.026293917642614906,0.05263157894736842,0.15789473684210525
2026-04-30,RANKS_2_3,2,-0.003806639797957867,-0.003806639797957867,0.0,0.0
2026-04-30,RANKS_4_5,2,0.1437296501070594,0.1437296501070594,0.0,0.0
2026-04-30,RANK_1,1,0.2424726614787316,0.2424726614787316,0.0,1.0
2026-04-30,REMAINING_UNIVERSE,19,0.05406690587099789,0.009564949089787333,0.10526315789473684,0.15789473684210525
2026-05-29,RANKS_2_3,2,-0.11176249963150608,-0.11176249963150608,0.0,0.0
2026-05-29,RANKS_4_5,2,-0.11250600128254745,-0.11250600128254745,0.0,0.0
2026-05-29,RANK_1,1,0.07877121683002652,0.07877121683002652,0.0,1.0
2026-05-29,REMAINING_UNIVERSE,20,-0.0019193874309354376,-0.01938807945214166,0.1,0.2
2026-06-30,RANKS_2_3,2,-0.09236516410488754,-0.09236516410488754,0.0,0.0
2026-06-30,RANKS_4_5,2,-0.10158302409701087,-0.10158302409701087,0.0,0.0
2026-06-30,RANK_1,1,-0.16387811634349014,-0.16387811634349014,0.0,0.0
2026-06-30,REMAINING_UNIVERSE,20,0.008012135907450684,0.00860029060283718,0.1,0.25
