episode_id,module_id,family,entry_date,initial_weight,entry_level,exit_date,xlon_observations,position_return_at_exit_or_cutoff,mfe,mae,capture_ratio,giveback_ratio,profitable_episode_ended_negative,mfe_ge_10_retained_lt_25pct,surrendered_more_than_50pct_mfe,warning,retained_mfe_fraction
SCALE_IN_STARTER_A_WEEKLY-EP-021,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
SCALE_IN_STARTER_A_WEEKLY-EP-022,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_GENOMICS,2024-07-22,0.25,52.93590188353911,2024-08-05,11,-0.03784925276153339,0.04304743339831041,-0.03784925276153339,-0.87924528301887,1.87924528301887,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.87924528301887
SCALE_IN_STARTER_A_WEEKLY-EP-026,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,0.08825688073394478,-0.050886850152905505,-0.5336105336105375,1.5336105336105375,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105375
SCALE_IN_STARTER_A_WEEKLY-EP-030,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_URANIUM_NUCLEAR,2025-06-16,0.25,129.23721547974765,2025-07-01,12,-0.007418876201535585,0.014773240436100732,-0.011934713889426574,-0.5021834061135563,1.5021834061135562,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5021834061135563
SCALE_IN_STARTER_A_WEEKLY-EP-035,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
SCALE_IN_STARTER_B_WEEKLY-EP-001,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
SCALE_IN_STARTER_B_WEEKLY-EP-003,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,0.0030034593415630972,-0.1775169615002996,-43.12648809523754,44.12648809523754,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523754
SCALE_IN_STARTER_B_WEEKLY-EP-005,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
SCALE_IN_STARTER_B_WEEKLY-EP-016,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
SCALE_IN_STARTER_B_WEEKLY-EP-018,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,0.08825688073394478,-0.050886850152905505,-0.5336105336105375,1.5336105336105375,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105375
SCALE_IN_STARTER_B_WEEKLY-EP-022,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_URANIUM_NUCLEAR,2025-06-16,0.25,129.23721547974765,2025-07-01,12,-0.007418876201535585,0.014773240436100732,-0.011934713889426574,-0.5021834061135563,1.5021834061135562,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5021834061135563
SCALE_IN_STARTER_B_WEEKLY-EP-025,SCALE_IN_STARTER_B_WEEKLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
SCALE_IN_STARTER_A_MONTHLY-EP-001,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
SCALE_IN_STARTER_A_MONTHLY-EP-003,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,0.0030034593415630972,-0.1775169615002996,-43.12648809523754,44.12648809523754,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523754
SCALE_IN_STARTER_A_MONTHLY-EP-005,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
SCALE_IN_STARTER_A_MONTHLY-EP-007,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_GOLD_MINERS,2022-12-01,0.25,115.47816072101843,2023-03-01,62,-0.03790555734018641,0.1300995823964024,-0.07334832423171656,-0.2913580246913583,1.2913580246913583,True,True,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.2913580246913583
SCALE_IN_STARTER_A_MONTHLY-EP-009,SCALE_IN_STARTER_A_MONTHLY,CHINA_INTERNET,2023-08-01,0.25,53.29285783922507,2023-09-01,23,-0.025757457136146633,0.0028184451577544234,-0.13129257026540353,-9.138888888889614,10.138888888889614,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-9.138888888889614
SCALE_IN_STARTER_A_MONTHLY-EP-015,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
SCALE_IN_STARTER_A_MONTHLY-EP-018,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,0.08825688073394478,-0.050886850152905505,-0.5336105336105375,1.5336105336105375,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105375
SCALE_IN_STARTER_A_MONTHLY-EP-024,SCALE_IN_STARTER_A_MONTHLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
SCALE_IN_STARTER_B_MONTHLY-EP-001,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
SCALE_IN_STARTER_B_MONTHLY-EP-003,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,0.0030034593415630972,-0.1775169615002996,-43.12648809523754,44.12648809523754,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523754
SCALE_IN_STARTER_B_MONTHLY-EP-005,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
SCALE_IN_STARTER_B_MONTHLY-EP-008,SCALE_IN_STARTER_B_MONTHLY,CHINA_INTERNET,2023-08-01,0.25,53.29285783922507,2023-09-01,23,-0.025757457136146633,0.0028184451577544234,-0.13129257026540353,-9.138888888889614,10.138888888889614,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-9.138888888889614
SCALE_IN_STARTER_B_MONTHLY-EP-014,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
SCALE_IN_STARTER_B_MONTHLY-EP-016,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,0.08825688073394478,-0.050886850152905505,-0.5336105336105375,1.5336105336105375,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105375
SCALE_IN_STARTER_B_MONTHLY-EP-022,SCALE_IN_STARTER_B_MONTHLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
EXIT_FAST_TAPER_WEEKLY-EP-001,EXIT_FAST_TAPER_WEEKLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
EXIT_FAST_TAPER_WEEKLY-EP-003,EXIT_FAST_TAPER_WEEKLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-01-31,41,-0.14243637761350147,0.0030034593415630972,-0.1775169615002996,-47.42410714285647,48.42410714285647,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-47.42410714285647
EXIT_FAST_TAPER_WEEKLY-EP-005,EXIT_FAST_TAPER_WEEKLY,GLOBAL_OIL_GAS,2022-08-01,0.75,115.16749201964542,2022-08-08,6,-0.005122816235387129,0.006305004597399133,-0.043872323656902745,-0.8125000000000528,1.8125000000000528,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.8125000000000528
EXIT_FAST_TAPER_WEEKLY-EP-006,EXIT_FAST_TAPER_WEEKLY,GLOBAL_OIL_GAS,2022-08-30,1.0,132.1862006131172,2022-09-01,3,-0.01773861295490964,0.0038910505836575737,-0.01773861295490964,-4.558823529411793,5.558823529411793,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-4.558823529411793
EXIT_FAST_TAPER_WEEKLY-EP-007,EXIT_FAST_TAPER_WEEKLY,GLOBAL_INFRASTRUCTURE,2022-09-01,0.5,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
EXIT_FAST_TAPER_WEEKLY-EP-012,EXIT_FAST_TAPER_WEEKLY,GLOBAL_SEMICONDUCTORS,2023-09-01,0.5,509.1706203441571,2023-09-11,7,-0.03200786541402656,0.009176316364430948,-0.03200786541402656,-3.4880952380951906,4.48809523809519,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.4880952380951906
EXIT_FAST_TAPER_WEEKLY-EP-016,EXIT_FAST_TAPER_WEEKLY,EUROPE_BANKS,2024-05-01,1.0,152.09036515241942,2024-06-17,32,-0.032436569141107485,0.06740448578324587,-0.047153705775003885,-0.48122270742357554,1.4812227074235755,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.48122270742357554
EXIT_FAST_TAPER_WEEKLY-EP-018,EXIT_FAST_TAPER_WEEKLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
EXIT_FAST_TAPER_WEEKLY-EP-020,EXIT_FAST_TAPER_WEEKLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-02-24,58,-0.02256880733944977,0.08825688073394478,-0.02256880733944977,-0.25571725571725884,1.255717255717259,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.25571725571725884
EXIT_FAST_TAPER_WEEKLY-EP-025,EXIT_FAST_TAPER_WEEKLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
EXIT_FAST_TAPER_MONTHLY-EP-001,EXIT_FAST_TAPER_MONTHLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
EXIT_FAST_TAPER_MONTHLY-EP-003,EXIT_FAST_TAPER_MONTHLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,0.0030034593415630972,-0.1775169615002996,-43.12648809523754,44.12648809523754,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523754
EXIT_FAST_TAPER_MONTHLY-EP-005,EXIT_FAST_TAPER_MONTHLY,GLOBAL_INFRASTRUCTURE,2022-09-01,0.5,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
EXIT_FAST_TAPER_MONTHLY-EP-013,EXIT_FAST_TAPER_MONTHLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,0.05915551839464883,-0.11677814938684505,-1.645465253239102,2.6454652532391023,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.645465253239102
EXIT_FAST_TAPER_MONTHLY-EP-015,EXIT_FAST_TAPER_MONTHLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,0.08825688073394478,-0.050886850152905505,-0.5336105336105375,1.5336105336105375,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105375
EXIT_FAST_TAPER_MONTHLY-EP-020,EXIT_FAST_TAPER_MONTHLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,0.03283582089552217,-0.11361940298507467,-0.7272727272727159,1.727272727272716,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727159
EXIT_MFE_GIVEBACK_LOCK_WEEKLY-EP-001,EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.021940314027243835,-0.033066444837266507,-1.5071090047392703,2.50710900473927,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.5071090047392703
EXIT_MFE_GIVEBACK_LOCK_WEEKLY-EP-003,EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-01-31,41,-0.14243637761350147,0.0030034593415630972,-0.1775169615002996,-47.42410714285647,48.42410714285647,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-47.42410714285647
EXIT_MFE_GIVEBACK_LOCK_WEEKLY-EP-005,EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,0.02030008236658576,-0.07802294893013717,-3.7739149204315687,4.773914920431569,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315687
