result_scope,decision_count,probability_rank1_future_top_decile,probability_rank1_future_top_quintile,probability_rank1_beats_pool_median,probability_rank1_beats_global,probability_rank1_beats_equal_weight_family_pool,average_future_rank_of_rank1,average_future_percentile_of_rank1,mean_rank1_future_return,median_rank1_future_return,warning,record_type,signal_date,execution_date,subsequent_endpoint_date,eligible_with_valid_future_count,selected_family,rank1_future_return,rank1_future_rank,rank1_future_percentile,rank1_is_future_top_decile,rank1_is_future_top_quintile,rank1_beats_pool_median,rank1_beats_global,rank1_beats_equal_weight_family_pool,global_return,equal_weight_family_pool_return
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-06-30,2022-07-01,2022-08-01,15.0,GLOBAL_OIL_GAS,0.05956854558107172,5.0,0.7142857142857143,False,False,True,False,True,0.06324177687351629,0.040368851197655396
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-07-29,2022-08-01,2022-09-01,16.0,GLOBAL_OIL_GAS,0.12741363457244126,1.0,1.0,True,True,True,True,True,0.0022324988040187677,0.012551556406600342
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-08-31,2022-09-01,2022-10-03,15.0,GLOBAL_INFRASTRUCTURE,-0.07661078372924779,12.0,0.2142857142857143,False,False,False,False,False,-0.04184566428003178,-0.03854685215815426
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-09-30,2022-10-03,2022-11-01,15.0,GLOBAL_OIL_GAS,0.13851271085768646,1.0,1.0,True,True,True,True,True,0.035868482231816934,0.027788806790675392
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-10-31,2022-11-01,2022-12-01,16.0,GLOBAL_OIL_GAS,-0.06782136894824697,16.0,0.0,False,False,False,False,False,0.007053542802179846,0.03514718935359064
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-11-30,2022-12-01,2023-01-03,17.0,EUROPE_BANKS,0.10234172353233029,2.0,0.9375,False,True,True,True,True,-0.029608404966571245,-0.02193492412586208
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2022-12-30,2023-01-03,2023-02-01,17.0,EUROPE_BANKS,0.13579712653626452,3.0,0.875,False,True,True,True,True,0.04412729658792669,0.07546248859111354
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-01-31,2023-02-01,2023-03-01,17.0,EUROPE_BANKS,0.03086184561456995,2.0,0.9375,False,True,True,True,True,-0.002670856245090225,-0.021504899320679078
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-02-28,2023-03-01,2023-04-03,19.0,EUROPE_BANKS,-0.12337374334713191,18.0,0.05555555555555558,False,False,False,False,False,0.0045683679899175544,-0.021993992981567748
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-03-31,2023-04-03,2023-05-02,19.0,GLOBAL_SEMICONDUCTORS,-0.0645468202303453,13.0,0.33333333333333337,False,False,False,False,False,-0.0061157283989341504,-0.04396872335433609
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-04-28,2023-05-02,2023-06-01,18.0,GLOBAL_SEMICONDUCTORS,0.18007601306139942,2.0,0.9411764705882353,False,True,True,True,True,0.010807825812559013,0.019327513593618523
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-05-31,2023-06-01,2023-07-03,21.0,GLOBAL_SEMICONDUCTORS,0.0277840780222276,11.0,0.5,False,False,False,False,True,0.03941309607429977,0.023877362837719247
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-06-30,2023-07-03,2023-08-01,21.0,GLOBAL_SEMICONDUCTORS,0.03696347787708332,9.0,0.6,False,False,True,True,True,0.0199729689142516,0.02599614581105296
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-07-31,2023-08-01,2023-09-01,21.0,GLOBAL_SEMICONDUCTORS,-0.01751528260773083,10.0,0.55,False,False,True,False,False,-0.004858657243816622,-0.016703505900218636
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-08-31,2023-09-01,2023-10-02,21.0,GLOBAL_SEMICONDUCTORS,-0.021848372296263685,8.0,0.65,False,False,True,False,True,-0.011688119544311482,-0.027615580740693025
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-09-29,2023-10-02,2023-11-01,21.0,GLOBAL_URANIUM_NUCLEAR,0.02372136805773528,4.0,0.85,False,True,True,True,True,-0.0179640718562879,-0.03814104140383697
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-10-31,2023-11-01,2023-12-01,21.0,GLOBAL_URANIUM_NUCLEAR,0.012076258198982615,19.0,0.09999999999999998,False,False,False,False,False,0.043749999999999956,0.07113706161311986
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-11-30,2023-12-01,2024-01-02,22.0,GLOBAL_URANIUM_NUCLEAR,0.004360993337370722,19.0,0.1428571428571429,False,False,False,False,False,0.042062217029355864,0.056471072967530185
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2023-12-29,2024-01-02,2024-02-01,21.0,GLOBAL_AI,-0.06525556890655348,15.0,0.30000000000000004,False,False,False,False,False,0.013454800280307877,-0.0339029933428185
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-01-31,2024-02-01,2024-03-01,22.0,GLOBAL_SEMICONDUCTORS,0.16457993104699686,1.0,1.0,True,True,True,True,True,0.051860047019775646,0.05024278190583202
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-02-29,2024-03-01,2024-04-02,22.0,GLOBAL_SEMICONDUCTORS,0.010361483328139576,14.0,0.38095238095238093,False,False,False,False,False,0.021167499342624296,0.032788263538533154
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-03-28,2024-04-02,2024-05-01,22.0,GLOBAL_SEMICONDUCTORS,-0.07471663196854028,20.0,0.09523809523809523,False,False,False,False,False,-0.023947470065662002,-0.012711376834105316
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-04-30,2024-05-01,2024-06-03,22.0,EUROPE_BANKS,0.06304821333961308,6.0,0.7619047619047619,False,False,True,True,True,0.025854108956602007,0.03277103688190045
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-05-31,2024-06-03,2024-07-01,22.0,EUROPE_BANKS,-0.04884261823014735,16.0,0.2857142857142857,False,False,False,False,False,0.03266040889803268,-0.01563221829441307
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-06-28,2024-07-01,2024-08-01,22.0,GLOBAL_SEMICONDUCTORS,-0.09733835005574121,21.0,0.04761904761904767,False,False,False,False,False,-0.006599427219524112,0.00013399389419938013
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-07-31,2024-08-01,2024-09-02,22.0,GLOBAL_GOLD_MINERS,0.012059369202226167,5.0,0.8095238095238095,False,False,True,True,True,0.009776886437703691,-0.013170043750861187
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-08-30,2024-09-02,2024-10-01,22.0,GLOBAL_GOLD_MINERS,0.031164069660861493,6.0,0.7619047619047619,False,False,True,True,True,-0.0007447864945390181,0.02636198753623559
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-09-30,2024-10-01,2024-11-01,22.0,GLOBAL_GOLD_MINERS,0.03674074074074074,8.0,0.6666666666666667,False,False,True,True,True,0.02285714285714291,0.02545966543262992
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-10-31,2024-11-01,2024-12-02,22.0,GLOBAL_GOLD_MINERS,-0.06116033152329248,21.0,0.04761904761904767,False,False,False,False,False,0.06509594364828764,0.0444093713147094
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-11-29,2024-12-02,2025-01-02,22.0,GLOBAL_SOFTWARE,-0.0007339449541287069,7.0,0.7142857142857143,False,False,True,True,True,-0.00478905359179016,-0.014186632346678411
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2024-12-31,2025-01-02,2025-02-03,22.0,GLOBAL_SOFTWARE,0.05141388174807204,7.0,0.7142857142857143,False,False,True,True,True,0.01970669110907397,0.028168442813948754
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-01-31,2025-02-03,2025-03-03,22.0,GLOBAL_SOFTWARE,-0.09302596344161129,20.0,0.09523809523809523,False,False,False,False,False,-0.018707865168539062,-0.03387311848888992
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-02-28,2025-03-03,2025-04-01,22.0,EUROPE_BANKS,0.03261254874158026,4.0,0.8571428571428572,False,True,True,True,True,-0.05788057479819064,-0.04071294590119075
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-03-31,2025-04-01,2025-05-01,22.0,GLOBAL_GOLD_MINERS,0.007298424467099274,8.0,0.6666666666666667,False,False,True,True,True,-0.01507049100631952,-0.020390739059513465
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-04-30,2025-05-01,2025-06-02,22.0,GLOBAL_GOLD_MINERS,0.11063829787234014,2.0,0.9523809523809523,True,True,True,True,True,0.02850444225074078,0.0443978079947031
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-05-30,2025-06-02,2025-07-01,22.0,GLOBAL_GOLD_MINERS,-0.0449414932173553,22.0,0.0,False,False,False,False,False,0.03023395320935851,0.04648541620015644
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-06-30,2025-07-01,2025-08-01,22.0,EUROPE_BANKS,0.08651300420495223,2.0,0.9523809523809523,True,True,True,True,True,0.03330616047513657,0.03860856035050526
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-07-31,2025-08-01,2025-09-01,22.0,EUROPE_BANKS,0.052175159463914156,8.0,0.6666666666666667,False,False,True,True,False,0.02107517186971708,0.05912782309144394
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-08-29,2025-09-01,2025-10-01,22.0,GLOBAL_SILVER_MINERS,0.21798595981602498,1.0,1.0,True,True,True,True,True,0.03719646799117027,0.07902546704492529
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-09-30,2025-10-01,2025-11-03,23.0,GLOBAL_SILVER_MINERS,-0.07621981516446419,23.0,0.0,False,False,False,False,False,0.04490794934553599,0.04009344162201185
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-10-31,2025-11-03,2025-12-01,23.0,GLOBAL_SILVER_MINERS,0.20309810671256523,1.0,1.0,True,True,True,True,True,-0.006619818718810566,-0.0018383508464203282
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-11-28,2025-12-01,2026-01-02,23.0,GLOBAL_SILVER_MINERS,0.03433476394849788,8.0,0.6818181818181819,False,False,True,True,True,-0.006766454787780041,0.007354648669471013
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2025-12-31,2026-01-02,2026-02-02,23.0,GLOBAL_SILVER_MINERS,0.13174273858921204,2.0,0.9545454545454546,True,True,True,True,True,0.01218001651527656,0.039703794643077425
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-01-30,2026-02-02,2026-03-02,23.0,GLOBAL_SILVER_MINERS,0.2563397494653221,1.0,1.0,True,True,True,True,True,0.014378951662247674,0.02912431781345293
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-02-27,2026-03-02,2026-04-01,23.0,GLOBAL_SILVER_MINERS,-0.17144941634241317,23.0,0.0,False,False,False,False,False,-0.03357796320498663,-0.03335926930794926
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-03-31,2026-04-01,2026-05-01,24.0,GLOBAL_OIL_GAS,-0.023880597014924843,19.0,0.21739130434782605,False,False,False,False,False,0.05908665349006559,0.032508029951573446
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-04-30,2026-05-01,2026-06-01,24.0,GLOBAL_SEMICONDUCTORS,0.2424726614787316,4.0,0.8695652173913043,False,True,True,True,True,0.05048619978391078,0.06456624556857894
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-05-29,2026-06-01,2026-07-01,25.0,GLOBAL_SEMICONDUCTORS,0.07877121683002652,5.0,0.8333333333333334,False,True,True,True,True,0.009443665264141865,-0.01632614134467157
,,,,,,,,,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",MONTHLY_DETAIL,2026-06-30,2026-07-01,2026-08-03,25.0,GLOBAL_SEMICONDUCTORS,-0.16387811634349014,25.0,0.0,False,False,False,False,False,0.0006483882919596784,-0.01566127098393093
