specification_id,pool_id,signal_id,selection_rule,cadence,test_class,warning,selected_vs_unselected_cagr_spread,selected_gross_cagr,unselected_pool_cagr
INDUSTRY|SHORT_RS_1_2_3_EQ|TOP_2|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_EQ,TOP_2,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.09332670918051833,0.10194726279078803,0.19527397197130636
INDUSTRY|SHORT_RS_1_2_3_EQ|TOP_3|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_EQ,TOP_3,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.005210693029576552,0.17493433914159895,0.1801450321711755
INDUSTRY|SHORT_RS_1_2_3_EQ|TOP_5|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_EQ,TOP_5,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.026531242413627698,0.1626225197512572,0.1891537621648849
INDUSTRY|SHORT_RS_1_2_3_EQ|VARIABLE_THRESHOLD|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_EQ,VARIABLE_THRESHOLD,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.053548537732142076,0.11927425016966464,0.17282278790180672
INDUSTRY|SHORT_RS_1_2_3_PERSISTENT|TOP_1|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_PERSISTENT,TOP_1,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.047887538767049875,0.1374063915335011,0.18529393030055097
INDUSTRY|SHORT_RS_1_2_3_PERSISTENT|TOP_2|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_PERSISTENT,TOP_2,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.11694412686686206,0.27023700377301463,0.15329287690615256
INDUSTRY|SHORT_RS_1_2_3_PERSISTENT|TOP_3|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_PERSISTENT,TOP_3,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.13017386704009404,0.2793791031949824,0.14920523615488834
INDUSTRY|SHORT_RS_1_2_3_PERSISTENT|TOP_5|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_PERSISTENT,TOP_5,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.15594265444535482,0.2772200289658757,0.1212773745205209
INDUSTRY|SHORT_RS_1_2_3_PERSISTENT|VARIABLE_THRESHOLD|WEEKLY,INDUSTRY,SHORT_RS_1_2_3_PERSISTENT,VARIABLE_THRESHOLD,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.0076808247851694045,0.15359839342643355,0.16127921821160296
THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_1|WEEKLY,THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.03188000956985548,0.03580774370744533,0.06768775327730081
THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_2|WEEKLY,THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.01093159825876655,0.07736165829993125,0.0664300600411647
THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_3|WEEKLY,THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.050551053528772094,0.11105350737661257,0.060502453847840476
THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_5|WEEKLY,THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.09163842719051973,0.12486117700553834,0.033222749815018604
THEME|MH_LEVEL_3_6_12_REFERENCE|VARIABLE_THRESHOLD|WEEKLY,THEME,MH_LEVEL_3_6_12_REFERENCE,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.011922013475009097,0.05823266477320588,0.07015467824821497
THEME|MH_LEVEL_EQ|TOP_1|WEEKLY,THEME,MH_LEVEL_EQ,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.1374632289826052,0.1820042527999035,0.0445410238172983
THEME|MH_LEVEL_EQ|TOP_2|WEEKLY,THEME,MH_LEVEL_EQ,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.14701375839044717,0.1872189000133484,0.04020514162290123
THEME|MH_LEVEL_EQ|TOP_3|WEEKLY,THEME,MH_LEVEL_EQ,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.06274014813990636,0.11354027239228603,0.050800124252379675
THEME|MH_LEVEL_EQ|TOP_5|WEEKLY,THEME,MH_LEVEL_EQ,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.08046854104959933,0.1192019306239962,0.03873338957439687
THEME|MH_LEVEL_EQ|VARIABLE_THRESHOLD|WEEKLY,THEME,MH_LEVEL_EQ,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.006280901288817864,0.05536623217219283,0.061647133461010695
THEME|MH_LEVEL_60D_CENTERED|TOP_1|WEEKLY,THEME,MH_LEVEL_60D_CENTERED,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.048140995469586834,0.09939520771513943,0.0512542122455526
THEME|MH_LEVEL_60D_CENTERED|TOP_2|WEEKLY,THEME,MH_LEVEL_60D_CENTERED,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.05750725704061144,0.11082089629976166,0.053313639259150225
THEME|MH_LEVEL_60D_CENTERED|TOP_3|WEEKLY,THEME,MH_LEVEL_60D_CENTERED,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.017117067967231225,0.07884414825963937,0.06172708029240814
THEME|MH_LEVEL_60D_CENTERED|TOP_5|WEEKLY,THEME,MH_LEVEL_60D_CENTERED,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.012348330626722692,0.08736137961978052,0.07501304899305783
THEME|MH_LEVEL_60D_CENTERED|VARIABLE_THRESHOLD|WEEKLY,THEME,MH_LEVEL_60D_CENTERED,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.007960388284995679,0.07208178737641924,0.06412139909142356
THEME|MH_LEVEL_RECENCY_TILT|TOP_1|WEEKLY,THEME,MH_LEVEL_RECENCY_TILT,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.14079024276680197,0.18555703978589966,0.04476679701909769
THEME|MH_LEVEL_RECENCY_TILT|TOP_2|WEEKLY,THEME,MH_LEVEL_RECENCY_TILT,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.13253109522379436,0.17254762256640865,0.040016527342614294
THEME|MH_LEVEL_RECENCY_TILT|TOP_3|WEEKLY,THEME,MH_LEVEL_RECENCY_TILT,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.05864628631932933,0.10822974353249126,0.04958345721316193
THEME|MH_LEVEL_RECENCY_TILT|TOP_5|WEEKLY,THEME,MH_LEVEL_RECENCY_TILT,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.05985510345283562,0.10159833022368558,0.04174322677084996
THEME|MH_LEVEL_RECENCY_TILT|VARIABLE_THRESHOLD|WEEKLY,THEME,MH_LEVEL_RECENCY_TILT,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.07453906101280827,0.12370296543220016,0.04916390441939189
THEME|PAIRWISE_MAJORITY_5H|TOP_1|WEEKLY,THEME,PAIRWISE_MAJORITY_5H,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.08728842080254196,0.13652525968764984,0.04923683888510788
THEME|PAIRWISE_MAJORITY_5H|TOP_2|WEEKLY,THEME,PAIRWISE_MAJORITY_5H,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.0696825770007079,0.12272941983963581,0.05304684283892791
THEME|PAIRWISE_MAJORITY_5H|TOP_3|WEEKLY,THEME,PAIRWISE_MAJORITY_5H,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.05645429419348669,0.10997253711692179,0.0535182429234351
THEME|PAIRWISE_MAJORITY_5H|TOP_5|WEEKLY,THEME,PAIRWISE_MAJORITY_5H,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.07346504061182468,0.11399779980324665,0.04053275919142196
THEME|PAIRWISE_MAJORITY_5H|VARIABLE_THRESHOLD|WEEKLY,THEME,PAIRWISE_MAJORITY_5H,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.0818747460406104,0.13268115728927077,0.050806411248660366
THEME|SHORT_RS_1_2_3_EQ|TOP_1|WEEKLY,THEME,SHORT_RS_1_2_3_EQ,TOP_1,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.1224616676151058,0.18800434787469933,0.06554268025959353
THEME|SHORT_RS_1_2_3_EQ|TOP_2|WEEKLY,THEME,SHORT_RS_1_2_3_EQ,TOP_2,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.052192660003334224,0.12075290070567135,0.06856024070233713
THEME|SHORT_RS_1_2_3_EQ|TOP_3|WEEKLY,THEME,SHORT_RS_1_2_3_EQ,TOP_3,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.02424280551765401,0.09425007330971291,0.0700072677920589
THEME|SHORT_RS_1_2_3_EQ|TOP_5|WEEKLY,THEME,SHORT_RS_1_2_3_EQ,TOP_5,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.16500784374082478,-0.120787185980887,0.044220657759937776
THEME|SHORT_RS_1_2_3_EQ|VARIABLE_THRESHOLD|WEEKLY,THEME,SHORT_RS_1_2_3_EQ,VARIABLE_THRESHOLD,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.06135293753036786,0.13515426076889647,0.07380132323852862
THEME|SHORT_RS_1_2_3_PERSISTENT|TOP_1|WEEKLY,THEME,SHORT_RS_1_2_3_PERSISTENT,TOP_1,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.06297891625442475,0.13430223947037834,0.07132332321595358
THEME|SHORT_RS_1_2_3_PERSISTENT|TOP_2|WEEKLY,THEME,SHORT_RS_1_2_3_PERSISTENT,TOP_2,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.04387445226994613,0.11314353507418118,0.06926908280423505
THEME|SHORT_RS_1_2_3_PERSISTENT|TOP_3|WEEKLY,THEME,SHORT_RS_1_2_3_PERSISTENT,TOP_3,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.07612752772158815,-0.006074995591844101,0.07005253212974405
THEME|SHORT_RS_1_2_3_PERSISTENT|TOP_5|WEEKLY,THEME,SHORT_RS_1_2_3_PERSISTENT,TOP_5,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.00957794578951554,0.08500967254471514,0.0754317267551996
THEME|SHORT_RS_1_2_3_PERSISTENT|VARIABLE_THRESHOLD|WEEKLY,THEME,SHORT_RS_1_2_3_PERSISTENT,VARIABLE_THRESHOLD,WEEKLY,A3R2_PREDECLARED_NEW_HYPOTHESIS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.04281054714213939,0.11789364411401504,0.07508309697187565
INDUSTRY_PLUS_THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_1|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.0150554364452824,0.12433723245393602,0.10928179600865362
INDUSTRY_PLUS_THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_2|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.015359845611117251,0.12469526437787115,0.1093354187667539
INDUSTRY_PLUS_THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_3|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_3,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.001939642074517245,0.1149220221163012,0.11686166419081845
INDUSTRY_PLUS_THEME|MH_LEVEL_3_6_12_REFERENCE|TOP_5|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_3_6_12_REFERENCE,TOP_5,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.018814630914301134,0.13631146679776118,0.11749683588346005
INDUSTRY_PLUS_THEME|MH_LEVEL_3_6_12_REFERENCE|VARIABLE_THRESHOLD|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_3_6_12_REFERENCE,VARIABLE_THRESHOLD,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.013687838468412039,0.09969560507741848,0.11338344354583052
INDUSTRY_PLUS_THEME|MH_LEVEL_EQ|TOP_1|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_EQ,TOP_1,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",0.02364138629125856,0.1290388082196321,0.10539742192837354
INDUSTRY_PLUS_THEME|MH_LEVEL_EQ|TOP_2|WEEKLY,INDUSTRY_PLUS_THEME,MH_LEVEL_EQ,TOP_2,WEEKLY,FROZEN_FROM_A3R1R1,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",-0.010609380582183192,0.09854779656389057,0.10915717714607376
