replacement_signal_date,outgoing_family,incoming_family,review_periods_before_replacement,diagnostic_signal_date,frozen_composite_score,RS21,RS42,RS63,short_composite,relative_line_slope_change_rank,rotation_state,portfolio_decision_changed_by_diagnostic,warning
2024-04-30,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,3,2024-01-31,0.9848484848484849,0.05248519802304208,0.07342960313461755,0.15719535498473713,0.9545454545454546,0.9047619047619048,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-06-28,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,1,2024-05-31,0.9242424242424241,0.038497095145609395,0.10163203403231136,0.20870069206350972,0.8484848484848485,0.38095238095238093,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-06-28,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,2,2024-04-30,0.8787878787878787,0.0607945262262386,0.16389414829709836,0.1505774472082393,0.8636363636363636,0.14285714285714285,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-06-28,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,3,2024-03-28,0.8484848484848484,0.09719094463810563,0.08463742860872614,0.06514221494443206,0.9393939393939394,0.8571428571428571,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-07-31,GLOBAL_SEMICONDUCTORS,GLOBAL_GOLD_MINERS,1,2024-06-28,0.9848484848484849,0.03491707508626951,0.12672645126618254,0.105674627420554,0.9848484848484849,0.42857142857142855,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-07-31,GLOBAL_SEMICONDUCTORS,GLOBAL_GOLD_MINERS,2,2024-05-31,0.8939393939393938,0.05698429180166831,0.04204159249227368,0.06964383823819587,0.7424242424242425,0.9523809523809523,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-07-31,GLOBAL_SEMICONDUCTORS,GLOBAL_GOLD_MINERS,3,2024-04-30,0.8787878787878787,-0.014137106317752557,0.01197704311664749,0.05736968599595871,0.5303030303030303,0.3333333333333333,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-11-29,GLOBAL_GOLD_MINERS,GLOBAL_SOFTWARE,1,2024-10-31,0.909090909090909,0.016568264699049262,0.07126528778933738,0.0496187297662356,0.7615283267457181,0.9523809523809523,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-11-29,GLOBAL_GOLD_MINERS,GLOBAL_SOFTWARE,2,2024-09-30,0.9545454545454544,0.0045344409909715555,0.02700372082261171,0.13509587966923298,0.7575757575757575,0.5238095238095238,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-11-29,GLOBAL_GOLD_MINERS,GLOBAL_SOFTWARE,3,2024-08-30,0.9848484848484849,0.022367854117051778,0.1299720879151367,0.05386820330583042,0.9696969696969697,0.6666666666666666,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-02-28,GLOBAL_SOFTWARE,EUROPE_BANKS,1,2025-01-31,0.9393939393939393,0.04190184519683737,0.049873870141529775,0.15924840793672201,0.8695652173913043,0.5,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-02-28,GLOBAL_SOFTWARE,EUROPE_BANKS,2,2024-12-31,0.9855072463768115,0.006464618327269633,0.11165471313214681,0.18946449121491704,0.8985507246376812,0.18181818181818182,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-02-28,GLOBAL_SOFTWARE,EUROPE_BANKS,3,2024-11-29,0.9848484848484849,0.10417874080478651,0.17069022951168633,0.19640373865513783,0.9710144927536232,0.8636363636363636,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-03-31,EUROPE_BANKS,GLOBAL_GOLD_MINERS,1,2025-02-28,0.9696969696969697,0.14211273523424373,0.235380464643425,0.3099519133076889,1.0,0.8636363636363636,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-03-31,EUROPE_BANKS,GLOBAL_GOLD_MINERS,2,2025-01-31,0.7015810276679841,0.08305752340375516,0.12759666454905827,0.012254519295255673,0.8840579710144928,0.45454545454545453,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-03-31,EUROPE_BANKS,GLOBAL_GOLD_MINERS,3,2024-12-31,0.5974967061923584,0.06036314382370289,-0.03398484145226133,-0.03024223181907848,0.681159420289855,1.0,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-06-30,GLOBAL_GOLD_MINERS,EUROPE_BANKS,1,2025-05-30,0.9565217391304346,-0.03517632350789757,0.07535345809806127,0.26180391882872356,0.6938405797101449,0.043478260869565216,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-06-30,GLOBAL_GOLD_MINERS,EUROPE_BANKS,2,2025-04-30,0.9565217391304346,0.0838119096737191,0.34268713991831046,0.39722334646648316,0.9577294685990339,0.18181818181818182,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-06-30,GLOBAL_GOLD_MINERS,EUROPE_BANKS,3,2025-03-31,0.9710144927536231,0.24830148562230758,0.22310540566315384,0.46410124166182287,0.9710144927536232,0.9545454545454546,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-08-29,EUROPE_BANKS,GLOBAL_SILVER_MINERS,1,2025-07-31,0.9021739130434783,0.04481339486074987,0.04031784106312308,0.0792360714459801,0.8366666666666666,0.8,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-08-29,EUROPE_BANKS,GLOBAL_SILVER_MINERS,2,2025-06-30,0.8876262626262625,-0.011417494369161618,0.0021297700604729908,0.058405723739923365,0.4955555555555556,0.125,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-08-29,EUROPE_BANKS,GLOBAL_SILVER_MINERS,3,2025-05-30,0.9558629776021079,0.013703726651514314,0.0706296315293673,0.2077235296639599,0.8043478260869565,0.391304347826087,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-03-31,GLOBAL_SILVER_MINERS,GLOBAL_OIL_GAS,1,2026-02-27,1.0,0.051910566685052784,0.33196865858013536,0.5480560355104,0.96,0.08,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-03-31,GLOBAL_SILVER_MINERS,GLOBAL_OIL_GAS,2,2026-01-30,1.0,0.17785913891143235,0.26851730212261127,0.4700845506821263,0.9733333333333333,0.92,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-03-31,GLOBAL_SILVER_MINERS,GLOBAL_OIL_GAS,3,2025-12-31,0.9855072463768115,0.07696859515388632,0.24809877693929194,0.1435902071569244,0.9866666666666667,0.36,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-04-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,1,2026-03-31,0.8888888888888888,0.22252361361220574,0.3693028181036262,0.4679508634328877,1.0,0.92,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-04-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,2,2026-02-27,0.6005797101449275,0.07583565504994882,0.16486455786211462,0.14250809852268143,0.8533333333333332,0.96,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-04-30,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,3,2026-01-30,0.5002898550724637,0.072042534364956,0.04214006593668018,0.1185793795379213,0.6533333333333334,0.96,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-08-21,GLOBAL_SEMICONDUCTORS,GLOBAL_GENOMICS,1,2026-07-31,0.9358974358974359,-0.10472417723541261,-0.13031528905022427,0.08014106201213389,0.4358974358974359,0.07692307692307693,WEAKENING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-08-21,GLOBAL_SEMICONDUCTORS,GLOBAL_GENOMICS,2,2026-06-30,1.0,0.11658689431531899,0.3366760978030585,0.6162245674234634,0.9743589743589745,0.34615384615384615,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-08-21,GLOBAL_SEMICONDUCTORS,GLOBAL_GENOMICS,3,2026-05-29,1.0,0.21710152241662972,0.41996316263235856,0.3775152409620295,0.9743589743589745,0.15384615384615385,LEADING,NO,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
