correction_id,affected_object_type,affected_id,source_stage,existing_value,corrected_value,correction_status,materiality,A2_history_impacted,remediation_required,evidence_ids,source_urls,notes,warning
A3R0COR-3B81F2861EE4EEAF,ECONOMIC_EXPOSURE_FAMILY_HISTORY,GLOBAL_HEALTHCARE,A0A1_AND_A2,A2_CANONICAL_HISTORY_ACCEPTED_UNDER_A0A1_FAMILY,BLOCK_FROM_A3R0_DYNAMIC_ADMISSION_PENDING_LINEAGE_REPAIR,APPLIED_AS_A3R0_RESEARCH_GUARD_ONLY_NOT_REWRITTEN_UPSTREAM,CRITICAL_FOR_ROTATION_RESEARCH,YES,RECLASSIFY_IMPLEMENTATIONS_AND_REBUILD_A2_CANONICAL_HISTORY,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,A2 history changes from a broad world-healthcare fund to healthcare-innovation implementations,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-02678209062EB7E9,ECONOMIC_EXPOSURE_FAMILY_HISTORY,GLOBAL_INFRASTRUCTURE,A0A1_AND_A2,A2_CANONICAL_HISTORY_ACCEPTED_UNDER_A0A1_FAMILY,BLOCK_FROM_A3R0_DYNAMIC_ADMISSION_PENDING_LINEAGE_REPAIR,APPLIED_AS_A3R0_RESEARCH_GUARD_ONLY_NOT_REWRITTEN_UPSTREAM,CRITICAL_FOR_ROTATION_RESEARCH,YES,RECLASSIFY_IMPLEMENTATIONS_AND_REBUILD_A2_CANONICAL_HISTORY,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,A2 history uses US infrastructure and briefly Europe infrastructure rather than a stable global infrastructure implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-A3CEE8AF5657A43A,ECONOMIC_EXPOSURE_FAMILY_HISTORY,GLOBAL_TECHNOLOGY,A0A1_AND_A2,A2_CANONICAL_HISTORY_ACCEPTED_UNDER_A0A1_FAMILY,BLOCK_FROM_A3R0_DYNAMIC_ADMISSION_PENDING_LINEAGE_REPAIR,APPLIED_AS_A3R0_RESEARCH_GUARD_ONLY_NOT_REWRITTEN_UPSTREAM,CRITICAL_FOR_ROTATION_RESEARCH,YES,RECLASSIFY_IMPLEMENTATIONS_AND_REBUILD_A2_CANONICAL_HISTORY,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,A2 history uses a digitalisation thematic fund rather than a broad global technology sector fund,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-BC08E6A4838C7675,ECONOMIC_EXPOSURE_FAMILY_HISTORY,US_AEROSPACE_DEFENCE,A0A1_AND_A2,A2_CANONICAL_HISTORY_ACCEPTED_UNDER_A0A1_FAMILY,BLOCK_FROM_A3R0_DYNAMIC_ADMISSION_PENDING_LINEAGE_REPAIR,APPLIED_AS_A3R0_RESEARCH_GUARD_ONLY_NOT_REWRITTEN_UPSTREAM,CRITICAL_FOR_ROTATION_RESEARCH,YES,RECLASSIFY_IMPLEMENTATIONS_AND_REBUILD_A2_CANONICAL_HISTORY,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,A2 history uses a global aerospace-and-defence fund rather than the available US-defence implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-FF57428AD7D7FE81,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,FR0011720911,A0A1_DISCOVERY_REGISTRY,CHINA_BROAD,CHINA_A_SHARES,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-4AE0CB96D1C0A4DD,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D22%26size%3D100,MSCI China A implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-2BF0177D1C864821,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE000AFVONT7,A0A1_DISCOVERY_REGISTRY,GLOBAL_INFRASTRUCTURE,EUROPE_INFRASTRUCTURE,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-923FC54891541369,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,Europe infrastructure implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-A1B43CE94E797D24,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE000NFR7C63,A0A1_DISCOVERY_REGISTRY,CHINA_BROAD,PROPOSED_CHINA_TECHNOLOGY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-A4DE90620BC0EBFF,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100,China technology implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-2829C3CA9238E6DC,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE000U9ODG19,A0A1_DISCOVERY_REGISTRY,US_AEROSPACE_DEFENCE,GLOBAL_AEROSPACE_DEFENCE,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-C5043C2C0E99672C,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100,Global aerospace-and-defence implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-3F791AF784DCD221,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00B5MTWD60,A0A1_DISCOVERY_REGISTRY,GLOBAL_BANKS,EUROPE_BANKS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-EB0762A0D9B5DA0F,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,STOXX Europe 600 Optimised Banks implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-D260984963FC9B6C,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKFB6K94,A0A1_DISCOVERY_REGISTRY,CHINA_BROAD,CHINA_A_SHARES,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-0C5BDB318AC79822,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D26%26size%3D100,MSCI China A implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-DA0F1098A78503F9,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0C77,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,PROPOSED_EUROPE_CONSUMER_DISCRETIONARY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe consumer-discretionary sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-5EC71DDA801764AA,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0F09,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,EUROPE_ENERGY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe energy sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-8B3987B490A94842,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0J47,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,EUROPE_INDUSTRIALS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe industrials sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-F34D51976DB28F39,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0K51,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,EUROPE_TECHNOLOGY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe technology sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-C0CB5F70C444D8B7,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0L68,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,EUROPE_MATERIALS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe materials sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-2EFE6773740A55FD,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0N82,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,PROPOSED_EUROPE_COMMUNICATION_SERVICES,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe communication-services sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-5E01C4B4316DB839,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BKWQ0P07,A0A1_DISCOVERY_REGISTRY,EUROPE_BROAD,EUROPE_UTILITIES,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,POTENTIAL,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,Europe utilities sector product,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-F0F2882F2E0F22EB,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BLCHJ641,A0A1_DISCOVERY_REGISTRY,GLOBAL_INFRASTRUCTURE,PROPOSED_US_INFRASTRUCTURE,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-2B2E092D8EB76897,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D6%26size%3D100,US infrastructure-development implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-EE627537D3DA8DCA,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BXDZNQ90,A0A1_DISCOVERY_REGISTRY,AUSTRALIA,PROPOSED_AUSTRALIA_GBP_HEDGED,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-0C5BDB318AC79822,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D26%26size%3D100,GBP-hedged Australia share class,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-96D92217C08A0AA9,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRR863,A0A1_DISCOVERY_REGISTRY,EUROPE_ENERGY,GLOBAL_ENERGY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Energy implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-0CDAF0CB6FB9B2DE,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRR970,A0A1_DISCOVERY_REGISTRY,EUROPE_FINANCIALS,GLOBAL_FINANCIALS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Financials implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-AA58D9A5010ED260,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRRB94,A0A1_DISCOVERY_REGISTRY,EUROPE_HEALTHCARE,GLOBAL_HEALTHCARE,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Health Care implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-4C36B56642F666F9,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRRC02,A0A1_DISCOVERY_REGISTRY,EUROPE_INDUSTRIALS,GLOBAL_INDUSTRIALS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Industrials implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
