module_id,review_date,execution_date,next_execution_or_cutoff,prior_active_family,new_active_family,strategic_active_weight,active_weight_immediately_before_rebalance,active_weight_transferred_to_core,subsequent_global_core_return,subsequent_frozen_active_return,active_profit_protected_from_subsequent_active_drawdown,foregone_active_upside,strategic_rebalance_monetisation_value,warning,record_type,rebalance_observations,active_to_core_transfer_events,aggregate_active_weight_transferred_to_core,aggregate_active_profit_protected,aggregate_foregone_active_upside
CORE_ACTIVE_25,2022-08-31,2022-09-01,2022-10-03,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,0.25,0.2727100454853904,0.022710045485390407,-0.04184566428003178,-0.0803314496560561,0.0008740139364304852,0.0,0.0008740139364304852,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2022-09-30,2022-10-03,2022-11-01,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,0.25,0.2431345829029232,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2022-10-31,2022-11-01,2022-12-01,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,0.25,0.26813024711346334,0.018130247113463338,0.007053542802179846,-0.07157597426038764,0.0014255725747566305,0.0,0.0014255725747566305,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2022-11-30,2022-12-01,2023-01-03,GLOBAL_OIL_GAS,EUROPE_BANKS,0.25,0.23579525304374843,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2022-12-30,2023-01-03,2023-02-01,EUROPE_BANKS,EUROPE_BANKS,0.25,0.2746573288439998,0.024657328843999793,0.04412729658792669,0.13579712653626452,0.0,0.0022603331421097066,-0.0022603331421097066,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-01-31,2023-02-01,2023-03-01,EUROPE_BANKS,EUROPE_BANKS,0.25,0.2661081276578818,0.016108127657881777,-0.002670856245090225,0.030861845614569727,0.0,0.0005401490422690922,-0.0005401490422690922,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-02-28,2023-03-01,2023-04-03,EUROPE_BANKS,EUROPE_BANKS,0.25,0.25625167006362587,0.006251670063625869,0.0045683679899175544,-0.12690185472438387,0.000821908455601224,0.0,0.000821908455601224,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-03-31,2023-04-03,2023-05-02,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,0.25,0.22533459887914795,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-04-28,2023-05-02,2023-06-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.23881232243031575,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-05-31,2023-06-01,2023-07-03,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.28013677288815286,0.030136772888152863,0.03941309607429977,0.027784078022227376,0.0003504610759475355,0.0,0.0003504610759475355,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-06-30,2023-07-03,2023-08-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.24789635446580874,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-07-31,2023-08-01,2023-09-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.2531103850503402,0.0031103850503402253,-0.004858657243816622,-0.017515282607731053,3.936697831967636e-05,0.0,3.936697831967636e-05,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-08-31,2023-09-01,2023-10-02,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.2476076896845684,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-09-29,2023-10-02,2023-11-01,GLOBAL_SEMICONDUCTORS,GLOBAL_URANIUM_NUCLEAR,0.25,0.24806745602012506,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-10-31,2023-11-01,2023-12-01,GLOBAL_URANIUM_NUCLEAR,GLOBAL_URANIUM_NUCLEAR,0.25,0.25787542202311564,0.007875422023115641,0.043749999999999956,0.012076258198982615,0.00024944408373421046,0.0,0.00024944408373421046,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-11-30,2023-12-01,2024-01-02,GLOBAL_URANIUM_NUCLEAR,GLOBAL_URANIUM_NUCLEAR,0.25,0.24426660975496317,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2023-12-29,2024-01-02,2024-02-01,GLOBAL_URANIUM_NUCLEAR,GLOBAL_AI,0.25,0.2431544385386403,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-01-31,2024-02-01,2024-03-01,GLOBAL_AI,GLOBAL_SEMICONDUCTORS,0.25,0.23514939354215886,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-02-29,2024-03-01,2024-04-02,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.26956869921701715,0.01956869921701715,0.021167499342624296,0.010361483328139576,0.00021145967712172192,0.0,0.00021145967712172192,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-03-28,2024-04-02,2024-05-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.24801060809885803,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-04-30,2024-05-01,2024-06-03,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,0.25,0.24011873495823408,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-05-31,2024-06-03,2024-07-01,EUROPE_BANKS,EUROPE_BANKS,0.25,0.25673706884923486,0.006737068849234862,0.03266040889803268,-0.05266700552444825,0.0005748566656914498,0.0,0.0005748566656914498,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-06-28,2024-07-01,2024-08-01,EUROPE_BANKS,GLOBAL_SEMICONDUCTORS,0.25,0.2349036359935024,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-07-31,2024-08-01,2024-09-02,GLOBAL_SEMICONDUCTORS,GLOBAL_GOLD_MINERS,0.25,0.23247319421975712,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-08-30,2024-09-02,2024-10-01,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,0.25,0.25042358249545654,0.0004235824954565426,-0.0007447864945390181,0.031164069660861493,0.0,1.3516032917468407e-05,-1.3516032917468407e-05,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-09-30,2024-10-01,2024-11-01,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,0.25,0.2559399502691988,0.0059399502691988015,0.02285714285714291,0.03674074074074074,0.0,8.246788098612485e-05,-8.246788098612485e-05,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-10-31,2024-11-01,2024-12-02,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,0.25,0.25253639625520685,0.002536396255206852,0.06509594364828764,-0.06493713178875615,0.00032981540559154794,0.0,0.00032981540559154794,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-11-29,2024-12-02,2025-01-02,GLOBAL_GOLD_MINERS,GLOBAL_SOFTWARE,0.25,0.22709499612870335,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2024-12-31,2025-01-02,2025-02-03,GLOBAL_SOFTWARE,GLOBAL_SOFTWARE,0.25,0.2507632142141972,0.0007632142141972276,0.01970669110907397,0.05141388174807182,0.0,2.4199378587944434e-05,-2.4199378587944434e-05,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-01-31,2025-02-03,2025-03-03,GLOBAL_SOFTWARE,GLOBAL_SOFTWARE,0.25,0.2557852320985907,0.00578523209859072,-0.018707865168539062,-0.09667568494534151,0.0004510619336298939,0.0,0.0004510619336298939,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-02-28,2025-03-03,2025-04-01,GLOBAL_SOFTWARE,EUROPE_BANKS,0.25,0.23552564568319978,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-03-31,2025-04-01,2025-05-01,EUROPE_BANKS,GLOBAL_GOLD_MINERS,0.25,0.2675875500863142,0.017587550086314185,-0.01507049100631952,0.007298424467099274,0.0,0.0003934144212652814,-0.0003934144212652814,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-04-30,2025-05-01,2025-06-02,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,0.25,0.2542343055088511,0.004234305508851122,0.02850444225074078,0.11063829787234014,0.0,0.00034777983732172085,-0.00034777983732172085,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-05-30,2025-06-02,2025-07-01,GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,0.25,0.2646802111140851,0.014680211114085073,0.03023395320935851,-0.04878272632756009,0.001159981537135971,0.0,0.001159981537135971,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-06-30,2025-07-01,2025-08-01,GLOBAL_GOLD_MINERS,EUROPE_BANKS,0.25,0.2360640325393134,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-07-31,2025-08-01,2025-09-01,EUROPE_BANKS,EUROPE_BANKS,0.25,0.25953201621341077,0.009532016213410766,0.02107517186971708,0.04794614060529567,0.0,0.0002561345096575889,-0.0002561345096575889,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-08-29,2025-09-01,2025-10-01,EUROPE_BANKS,GLOBAL_SILVER_MINERS,0.25,0.2556677326309749,0.00566773263097492,0.03719646799117027,0.21798595981602498,0.0,0.0010246665021531026,-0.0010246665021531026,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-09-30,2025-10-01,2025-11-03,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.2813176483778681,0.0313176483778681,0.04490794934553599,-0.07621981516446419,0.0037934367377213964,0.0,0.0037934367377213964,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-10-31,2025-11-03,2025-12-01,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.22761593369214667,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-11-28,2025-12-01,2026-01-02,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.2875996822587737,0.03759968225877369,-0.006766454787780041,0.03433476394849788,0.0,0.0015453927649324059,-0.0015453927649324059,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2025-12-31,2026-01-02,2026-02-02,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.257679532187333,0.007679532187333027,0.01218001651527656,0.13174273858921204,0.0,0.0009181857725719405,-0.0009181857725719405,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-01-30,2026-02-02,2026-03-02,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.2715129457652686,0.021512945765268576,0.014378951662247674,0.2563397494653219,0.0,0.005205289520458652,-0.005205289520458652,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-02-27,2026-03-02,2026-04-01,GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,0.25,0.2922076022380014,0.04220760223800141,-0.03357796320498663,-0.17477335777660286,0.005959519051916441,0.0,0.005959519051916441,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-03-31,2026-04-01,2026-05-01,GLOBAL_SILVER_MINERS,GLOBAL_OIL_GAS,0.25,0.22226162165690236,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-04-30,2026-05-01,2026-06-01,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,0.25,0.2350181183962506,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-05-29,2026-06-01,2026-07-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.28277016360149,0.03277016360148999,0.009443665264141865,0.07877121683002652,0.0,0.0022718752069047737,-0.0022718752069047737,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-06-30,2026-07-01,2026-08-03,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.26265993904768525,0.012659939047685254,0.0006483882919596784,-0.16387811634349014,0.0020828955204135,0.0,0.0020828955204135,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_25,2026-07-31,2026-08-03,2026-08-21,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.25,0.21784973349442358,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2021-08-31,2021-09-01,2021-10-01,,GLOBAL_CYBERSECURITY,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2021-09-30,2021-10-01,2021-11-01,GLOBAL_CYBERSECURITY,GLOBAL_OIL_GAS,0.5,0.4991229819568938,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2021-10-29,2021-11-01,2021-12-01,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,0.5,0.5100307480657964,0.010030748065796402,0.0183514774494562,-0.039911093106563045,0.0005844171669131164,0.0,0.0005844171669131164,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2021-11-30,2021-12-01,2022-01-04,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,0.5,0.4862847218838259,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2021-12-31,2022-01-04,2022-02-01,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,0.5,0.48940793721407716,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2022-01-31,2022-02-01,2022-03-01,GLOBAL_SEMICONDUCTORS,GLOBAL_OIL_GAS,0.5,0.4856493652074176,0.0,0.0,0.0,0.0,0.0,0.0,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2022-02-28,2022-03-01,2022-04-01,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,0.5,0.5210486809449039,0.021048680944903864,0.061770987350090234,0.11297321562172713,0.0,0.0010777393665578215,-0.0010777393665578215,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
CORE_ACTIVE_50,2022-03-31,2022-04-01,2022-05-03,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,0.5,0.511772011669618,0.011772011669618054,-0.029862293052761557,0.043022317827372314,0.0,0.0008579984898165069,-0.0008579984898165069,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",REBALANCE_DETAIL,,,,,
