module_id,review_date,monthly_incumbent,prior_realised_vol_63,volatility_floor,target_volatility,target_risky_weight,target_cash_weight,execution_status,execution_date,warning
VOL_TARGET_0_1,2024-01-31,GLOBAL_SEMICONDUCTORS,0.2272286404493634,0.05,0.1,0.4400853686500159,0.5599146313499841,PLANNED,2024-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-02-29,GLOBAL_SEMICONDUCTORS,0.26744867137699885,0.05,0.1,0.3739035213191948,0.6260964786808052,PLANNED,2024-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-03-28,GLOBAL_SEMICONDUCTORS,0.31647146414973737,0.05,0.1,0.3159842555431328,0.6840157444568672,PLANNED,2024-04-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-04-30,EUROPE_BANKS,0.16200702028563474,0.05,0.1,0.6172572017168756,0.3827427982831244,PLANNED,2024-05-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-05-31,EUROPE_BANKS,0.15714271386875533,0.05,0.1,0.6363642165650736,0.3636357834349264,PLANNED,2024-06-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-06-28,GLOBAL_SEMICONDUCTORS,0.24985586354578496,0.05,0.1,0.4002307513654786,0.5997692486345214,PLANNED,2024-07-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-07-31,GLOBAL_GOLD_MINERS,0.5012418623052695,0.05,0.1,0.19950448579870886,0.8004955142012912,PLANNED,2024-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-08-30,GLOBAL_GOLD_MINERS,0.43611137259208127,0.05,0.1,0.22929922557542531,0.7707007744245746,PLANNED,2024-09-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-09-30,GLOBAL_GOLD_MINERS,0.30087028732285664,0.05,0.1,0.33236914449013844,0.6676308555098616,PLANNED,2024-10-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-10-31,GLOBAL_GOLD_MINERS,0.28121817297798246,0.05,0.1,0.355595795751896,0.644404204248104,PLANNED,2024-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-11-29,GLOBAL_SOFTWARE,0.22768605323910598,0.05,0.1,0.4392012535567313,0.5607987464432687,PLANNED,2024-12-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2024-12-31,GLOBAL_SOFTWARE,0.2400605543447907,0.05,0.1,0.4165615641142503,0.5834384358857496,PLANNED,2025-01-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-01-31,GLOBAL_SOFTWARE,0.2672934976213946,0.05,0.1,0.3741205861342878,0.6258794138657122,PLANNED,2025-02-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-02-28,EUROPE_BANKS,0.1774979129757161,0.05,0.1,0.5633869059276276,0.43661309407237237,PLANNED,2025-03-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-03-31,GLOBAL_GOLD_MINERS,0.31326102524429755,0.05,0.1,0.319222603329012,0.680777396670988,PLANNED,2025-04-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-04-30,GLOBAL_GOLD_MINERS,0.39461773613422346,0.05,0.1,0.2534097959702107,0.7465902040297894,PLANNED,2025-05-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-05-30,GLOBAL_GOLD_MINERS,0.40733376175141955,0.05,0.1,0.2454989234627358,0.7545010765372642,PLANNED,2025-06-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-06-30,EUROPE_BANKS,0.3127023858649185,0.05,0.1,0.31979289100530917,0.6802071089946908,PLANNED,2025-07-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-07-31,EUROPE_BANKS,0.20053871468696807,0.05,0.1,0.4986568312063609,0.5013431687936392,PLANNED,2025-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-08-29,GLOBAL_SILVER_MINERS,0.2938956235743442,0.05,0.1,0.3402568530412427,0.6597431469587574,PLANNED,2025-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-09-30,GLOBAL_SILVER_MINERS,0.309346785460555,0.05,0.1,0.32326180422764106,0.6767381957723589,PLANNED,2025-10-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-10-31,GLOBAL_SILVER_MINERS,0.45771759040168575,0.05,0.1,0.21847532648295553,0.7815246735170445,PLANNED,2025-11-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-11-28,GLOBAL_SILVER_MINERS,0.514258859219785,0.05,0.1,0.19445459851040078,0.8055454014895992,PLANNED,2025-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2025-12-31,GLOBAL_SILVER_MINERS,0.5109366412573713,0.05,0.1,0.1957189833829662,0.8042810166170338,PLANNED,2026-01-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-01-30,GLOBAL_SILVER_MINERS,0.49879061778284306,0.05,0.1,0.20048492580816085,0.7995150741918391,PLANNED,2026-02-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-02-27,GLOBAL_SILVER_MINERS,0.5289164697963604,0.05,0.1,0.18906577070383396,0.8109342292961661,PLANNED,2026-03-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-03-31,GLOBAL_OIL_GAS,0.28043181935435957,0.05,0.1,0.3565929152769854,0.6434070847230147,PLANNED,2026-04-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-04-30,GLOBAL_SEMICONDUCTORS,0.3402087910698945,0.05,0.1,0.2939371427925724,0.7060628572074277,PLANNED,2026-05-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-05-29,GLOBAL_SEMICONDUCTORS,0.37343888019777427,0.05,0.1,0.26778143707757407,0.7322185629224259,PLANNED,2026-06-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-06-30,GLOBAL_SEMICONDUCTORS,0.43333161433184797,0.05,0.1,0.2307701462174403,0.7692298537825597,PLANNED,2026-07-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-07-31,GLOBAL_SEMICONDUCTORS,0.5178602412054782,0.05,0.1,0.1931022929414689,0.806897707058531,PLANNED,2026-08-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_1,2026-08-21,GLOBAL_GENOMICS,0.32724308452696427,0.05,0.1,0.30558323377421953,0.6944167662257805,CANCELLED_PANEL_END_NO_EXECUTION_SESSION,,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2021-08-31,GLOBAL_CYBERSECURITY,,0.05,0.125,0.0,1.0,PLANNED,2021-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2021-09-30,GLOBAL_OIL_GAS,0.33309130991595925,0.05,0.125,0.37527247417994236,0.6247275258200576,PLANNED,2021-10-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2021-10-29,GLOBAL_OIL_GAS,0.3125592464560893,0.05,0.125,0.39992417891102433,0.6000758210889756,PLANNED,2021-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2021-11-30,GLOBAL_SEMICONDUCTORS,0.22451660516072725,0.05,0.125,0.5567516928670592,0.44324830713294083,PLANNED,2021-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2021-12-31,GLOBAL_SEMICONDUCTORS,0.28490310051096723,0.05,0.125,0.4387456639672062,0.5612543360327937,PLANNED,2022-01-04,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-01-31,GLOBAL_OIL_GAS,0.3830653588775289,0.05,0.125,0.3263150715749376,0.6736849284250623,PLANNED,2022-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-02-28,GLOBAL_OIL_GAS,0.37936397896482454,0.05,0.125,0.3294988637062726,0.6705011362937274,PLANNED,2022-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-03-31,GLOBAL_OIL_GAS,0.3416874676456683,0.05,0.125,0.3658313863873569,0.6341686136126431,PLANNED,2022-04-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-04-29,GLOBAL_OIL_GAS,0.35323688847885987,0.05,0.125,0.35387017629525086,0.6461298237047491,PLANNED,2022-05-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-05-31,GLOBAL_OIL_GAS,0.40846748838547714,0.05,0.125,0.3060219076286325,0.6939780923713674,PLANNED,2022-06-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-06-30,GLOBAL_OIL_GAS,0.4655371901292655,0.05,0.125,0.2685070122223561,0.7314929877776439,PLANNED,2022-07-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-07-29,GLOBAL_OIL_GAS,0.482511724434011,0.05,0.125,0.25906106249879357,0.7409389375012064,PLANNED,2022-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-08-31,GLOBAL_INFRASTRUCTURE,0.1482937680470863,0.05,0.125,0.8429214635662231,0.1570785364337769,PLANNED,2022-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-09-30,GLOBAL_OIL_GAS,0.38405320941644994,0.05,0.125,0.32547573340145075,0.6745242665985492,PLANNED,2022-10-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-10-31,GLOBAL_OIL_GAS,0.3486466457195701,0.05,0.125,0.3585291914741159,0.6414708085258841,PLANNED,2022-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-11-30,EUROPE_BANKS,0.2538679093469825,0.05,0.125,0.4923820435656247,0.5076179564343752,PLANNED,2022-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2022-12-30,EUROPE_BANKS,0.1915395527555974,0.05,0.125,0.6526067237898314,0.3473932762101686,PLANNED,2023-01-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-01-31,EUROPE_BANKS,0.17034446073180282,0.05,0.125,0.7338072483425513,0.2661927516574487,PLANNED,2023-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-02-28,EUROPE_BANKS,0.18089528509492406,0.05,0.125,0.6910075071022816,0.30899249289771835,PLANNED,2023-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-03-31,GLOBAL_SEMICONDUCTORS,0.29759165847186914,0.05,0.125,0.42003865512183386,0.5799613448781662,PLANNED,2023-04-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-04-28,GLOBAL_SEMICONDUCTORS,0.2671578926929086,0.05,0.125,0.46788810444647577,0.5321118955535242,PLANNED,2023-05-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-05-31,GLOBAL_SEMICONDUCTORS,0.31603952533011453,0.05,0.125,0.39552014853026074,0.6044798514697393,PLANNED,2023-06-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-06-30,GLOBAL_SEMICONDUCTORS,0.2895361893440381,0.05,0.125,0.43172496081818007,0.5682750391818199,PLANNED,2023-07-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-07-31,GLOBAL_SEMICONDUCTORS,0.2972387887795988,0.05,0.125,0.42053730777609555,0.5794626922239045,PLANNED,2023-08-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-08-31,GLOBAL_SEMICONDUCTORS,0.22849090735029803,0.05,0.125,0.547067721204167,0.452932278795833,PLANNED,2023-09-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-09-29,GLOBAL_URANIUM_NUCLEAR,0.28491174868179137,0.05,0.125,0.43873234634352837,0.5612676536564716,PLANNED,2023-10-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-10-31,GLOBAL_URANIUM_NUCLEAR,0.3285941259070191,0.05,0.125,0.38040850442764984,0.6195914955723502,PLANNED,2023-11-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-11-30,GLOBAL_URANIUM_NUCLEAR,0.35504521493793034,0.05,0.125,0.35206783457665447,0.6479321654233455,PLANNED,2023-12-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2023-12-29,GLOBAL_AI,0.20904961648016257,0.05,0.125,0.5979441727981437,0.4020558272018563,PLANNED,2024-01-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2024-01-31,GLOBAL_SEMICONDUCTORS,0.2272286404493634,0.05,0.125,0.5501067108125198,0.44989328918748017,PLANNED,2024-02-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2024-02-29,GLOBAL_SEMICONDUCTORS,0.26744867137699885,0.05,0.125,0.46737940164899344,0.5326205983510066,PLANNED,2024-03-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2024-03-28,GLOBAL_SEMICONDUCTORS,0.31647146414973737,0.05,0.125,0.394980319428916,0.605019680571084,PLANNED,2024-04-02,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2024-04-30,EUROPE_BANKS,0.16200702028563474,0.05,0.125,0.7715715021460945,0.2284284978539055,PLANNED,2024-05-01,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
VOL_TARGET_0_125,2024-05-31,EUROPE_BANKS,0.15714271386875533,0.05,0.125,0.7954552707063419,0.20454472929365808,PLANNED,2024-06-03,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
