analysis_context_id,analysis_context_type,signal_id,top_tail_definition,forward_horizon_sessions,advantage_vs_global_observation_count,advantage_vs_global_mean,advantage_vs_global_median,advantage_vs_global_positive_frequency,advantage_vs_global_hac_p_value,advantage_vs_global_ci_low,advantage_vs_global_ci_high,peak_predictive_horizon,half_life_or_reversal_horizon_sessions,warning
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_3,63,151,-0.013344653018233682,-0.013478038144459803,0.3443708609271523,0.09051924381384711,-0.028796640696458844,0.0021073346599914805,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_3,126,138,-0.03377554338854655,-0.02878430448865721,0.26811594202898553,0.00015392174582638246,-0.051266924437800426,-0.01628416233929267,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,5,170,-0.00037731584675912324,1.720982388309089e-05,0.5,0.6668298338509857,-0.002095133344168565,0.0013405016506503188,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,10,166,-0.00036763396966522336,-0.0008996954604805207,0.4578313253012048,0.7761654611704721,-0.002901927492126908,0.002166659552796461,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,21,158,-0.0013037385196854622,0.0006053544804134336,0.5063291139240507,0.6126964075923897,-0.006351422870937434,0.00374394583156651,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,42,149,-0.005399167939792365,-0.005165446383383898,0.42953020134228187,0.2695472564550887,-0.014983552831478314,0.004185216951893583,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,63,141,-0.009967594433798185,-0.010393335497735467,0.3546099290780142,0.16961985060201457,-0.024191965809633103,0.004256776942036734,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_EQ,TOP_5,126,126,-0.027031409491920594,-0.029052496149104323,0.24603174603174602,0.001213104284873676,-0.04340476401815556,-0.010658054965685625,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,5,172,0.0009870953403624983,0.0001841185760386166,0.5116279069767442,0.5793846531582154,-0.0025033032731589253,0.004477493953883922,YES,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,10,169,-0.0013160816265836805,-0.001482841129389123,0.48520710059171596,0.6796593776739496,-0.007562867238208449,0.0049307039850410884,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,21,165,-0.003910327192125202,-0.0012400137201437067,0.47878787878787876,0.5203676599490434,-0.01583371484870472,0.008013060464454318,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,42,161,-0.009758621715747514,-0.008011355858094982,0.40372670807453415,0.2871561346191951,-0.027728265095795686,0.00821102166430066,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,63,157,-0.020912800635763177,-0.019626068486290116,0.3630573248407643,0.08291506160287875,-0.04455059389834612,0.0027249926268197618,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,RANK_1,126,144,-0.04466772537496473,-0.03518137457260684,0.2986111111111111,0.004719070560742403,-0.0756511724936657,-0.013684278256263768,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,5,172,-0.0006449063308879069,-0.0003262882637618536,0.4883720930232558,0.602815460318239,-0.00307399938128024,0.001784186719504426,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,10,168,-0.001984988693593388,-0.0021506860422428886,0.42857142857142855,0.2877219391143707,-0.0056444638060108195,0.0016744864188240434,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,21,161,-0.00491644356437055,-0.0042934477092435586,0.422360248447205,0.15858192757978307,-0.011751216654071889,0.00191832952533079,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,42,156,-0.011764585584382927,-0.010397131744848409,0.3269230769230769,0.03020104972286159,-0.022403000621040614,-0.0011261705477252377,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,63,150,-0.016165855883195947,-0.013624867027890786,0.35333333333333333,0.03972470481694393,-0.03157210559735536,-0.0007596061690365308,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_3,126,134,-0.03598275140620585,-0.02936230916128202,0.27611940298507465,0.000337283470157047,-0.055655839978476486,-0.016309662833935208,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,5,170,-0.0008727079755509107,-0.00018220014005443375,0.48823529411764705,0.35952414226960083,-0.0027394853270917845,0.0009940693759899629,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,10,166,-0.001646806899321666,-0.0011512417225854055,0.4036144578313253,0.23606182821038468,-0.004370847374777567,0.0010772335761342357,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,21,158,-0.003022380514471418,-0.0011710191000668946,0.47468354430379744,0.24878676253383258,-0.008158728907399748,0.0021139678784569114,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,42,150,-0.007216394294369071,-0.005247978354543936,0.41333333333333333,0.08847031794084792,-0.015519115470510787,0.0010863268817726457,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,63,143,-0.01039772110243189,-0.012151920504671065,0.3776223776223776,0.090116751731864,-0.022422369039179744,0.0016269268343159643,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_RECENCY_TILT,TOP_5,126,123,-0.026908621073258816,-0.027339137737977248,0.25203252032520324,0.0007092036285430242,-0.04248451805938684,-0.01133272408713079,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,5,172,0.0008975801896274421,0.00021529855767998818,0.5174418604651163,0.6080815321317167,-0.0025329527480727958,0.00432811312732768,YES,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,10,170,0.00021738996256526004,0.0006574798718078645,0.5176470588235295,0.9450147383470918,-0.005960457143650033,0.006395237068780553,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,21,166,-0.0032715917326086533,-0.0030402593030837144,0.463855421686747,0.5786384980089305,-0.014817317032473618,0.00827413356725631,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,42,162,-0.009620767860380004,-0.007891284660433318,0.3950617283950617,0.2992282289522292,-0.027785244286309872,0.008543708565549863,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,63,158,-0.021125887536576047,-0.020038807563084182,0.3291139240506329,0.09458208363707585,-0.045894567101377036,0.003642792028224942,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,RANK_1,126,145,-0.05202135752106229,-0.037393199845756175,0.25517241379310346,0.0063659878473806214,-0.08939248168316873,-0.01465023335895585,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,5,171,-0.00019518034888869355,-0.0006795792795037947,0.4678362573099415,0.8484523280320647,-0.0021970612271043463,0.001806700529326959,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,10,167,-0.0020441825716039086,-0.0027597787096317328,0.41916167664670656,0.20592252850372794,-0.005211753007721828,0.0011233878645140112,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,21,160,-0.0031911566470504637,-0.0031697594137764518,0.44375,0.3417731035878222,-0.009770271806250931,0.003387958512150004,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,42,156,-0.007472387537070906,-0.006061943852630924,0.391025641025641,0.23199051332767506,-0.01972559511951661,0.004780820045374799,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,63,149,-0.012898748305741952,-0.010256947169389075,0.38926174496644295,0.173358591030918,-0.031467422663984126,0.00566992605250022,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_3,126,135,-0.03382416461323401,-0.02708984886495147,0.2962962962962963,0.0017649195053107886,-0.05502350348799944,-0.012624825738468577,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,5,170,-0.000740600843170987,-0.0005117984151917776,0.47058823529411764,0.4059054926262643,-0.0024870994211332524,0.0010058977347912781,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,10,166,-0.0019196703324822002,-0.0017424329462202848,0.41566265060240964,0.16043032766638843,-0.004600217305028175,0.0007608766400637743,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,21,158,-0.003413588876827192,-0.001206584142283862,0.46835443037974683,0.19480305806455545,-0.008574026925015066,0.0017468491713606826,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,42,153,-0.008199717700899337,-0.008517440165882406,0.3790849673202614,0.09472455300308295,-0.017817486327844446,0.0014180509260457719,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,63,145,-0.012674864728768265,-0.01354028914511518,0.3103448275862069,0.09144801976522604,-0.02739352519566586,0.002043795738129328,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_60D_CENTERED,TOP_5,126,128,-0.030294599458699428,-0.029635365446088302,0.2734375,0.00018718734476393022,-0.04618885954886386,-0.014400339368534992,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,5,173,0.0008359008153933077,0.00029310705816931737,0.5144508670520231,0.676492037796299,-0.0030905619819730644,0.00476236361275968,YES,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,10,172,0.00031802586687464655,0.0013536046993274375,0.5348837209302325,0.9299093968476607,-0.006768462590046524,0.007404514323795817,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,21,169,-0.0007310271812301599,-0.0037583346238706516,0.44970414201183434,0.9251860781823069,-0.01598915952290025,0.014527105160439929,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,42,165,-0.0055110520544751915,-0.01052303653272002,0.4121212121212121,0.7277046606803567,-0.03653365312838038,0.025511549019429997,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,63,161,-0.013150121299222764,-0.02025453798645971,0.32919254658385094,0.5416820037719421,-0.055383399615653285,0.029083157017207754,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,RANK_1,126,148,-0.06784810121632753,-0.03862677936758985,0.19594594594594594,0.0006271701659599508,-0.10673582656273566,-0.02896037586991941,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,5,172,0.00029954927814618667,0.0004167743088386855,0.5290697674418605,0.775016469635565,-0.0017545654987083797,0.002353664055000753,YES,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,10,170,-0.00016623991935433454,-0.0013259992117815589,0.4647058823529412,0.9266024224592484,-0.0037031811557125464,0.003370701317003877,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,21,165,-0.0011059366021680624,-0.001448075320236275,0.48484848484848486,0.767276220743981,-0.008430390739962738,0.006218517535626612,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,42,160,-0.0068988105996862946,-0.006378947940575641,0.40625,0.3569803440762723,-0.021577909125438083,0.007780287926065495,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,63,154,-0.014203877626569491,-0.013265862058647881,0.33116883116883117,0.1841832844758995,-0.03516729414604727,0.006759538892908291,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_3,126,141,-0.04375386245952939,-0.02938718137521401,0.1773049645390071,3.80410860327488e-05,-0.06457314296942004,-0.022934581949638738,NO,10.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,5,172,-0.0006407923577749387,-0.0006965913703121385,0.47093023255813954,0.428410080840982,-0.0022267321489584796,0.000945147433408602,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,10,168,-0.0011557422923459233,-0.0010073938482763056,0.44642857142857145,0.40176441524100537,-0.0038573319042636,0.0015458473195717538,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,21,161,-0.0014877035367771494,-0.000655759024245639,0.484472049689441,0.6094027001782331,-0.0071946824948303945,0.004219275421276095,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,42,154,-0.00595865707756236,-0.006852763104943482,0.35714285714285715,0.31474421326072244,-0.017575642388058053,0.005658328232933333,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,63,147,-0.011975559462155765,-0.013083766964920196,0.2857142857142857,0.13475135556318962,-0.027669107169577285,0.003717988245265754,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,MH_LEVEL_3_6_12_REFERENCE,TOP_5,126,134,-0.03416769446895727,-0.02731231063162981,0.16417910447761194,5.2267920070098166e-05,-0.050722294397636744,-0.01761309454027779,NO,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,RANK_1,5,286,0.001075361522425384,0.0010651251686824015,0.527972027972028,0.5602256795153502,-0.0025429165088825985,0.004693639553733366,NO,42.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,RANK_1,10,275,0.0016629671855568186,-0.000638461126611034,0.48727272727272725,0.5957092346575733,-0.0044800277748691065,0.007805962145982744,NO,42.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,RANK_1,21,252,0.004992248352458999,-0.00046243891490255207,0.49603174603174605,0.3750247092158079,-0.00603764647574905,0.016022143180667046,YES,42.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,RANK_1,42,224,-0.0007358107150153678,0.0032093234443812957,0.5044642857142857,0.9177001949872076,-0.014692523913234841,0.013220902483204105,NO,42.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,ACCEL_FAST_COMPOSITE,RANK_1,63,196,-0.011119911315018232,-0.007352467507588556,0.44387755102040816,0.16486940157558605,-0.026812148126650816,0.004572325496614354,NO,42.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
