signal_date,selected_family,portfolio_decision_changed_by_diagnostic,RS21,RS42,RS63,short_1_2_3_composite,relative_segment_latest_month,recent_positive_segments,relative_line_slope_change_rank,rotation_state,candidate_net_next_interval_return,selected_minus_unselected_next_interval,warning
2023-10-31,GLOBAL_URANIUM_NUCLEAR,NO,0.02869491681591696,0.26582568743526225,0.48755229554913937,0.9393939393939394,0.02869491681591696,3.0,0.05,LEADING,0.012076258198982615,-0.061107807683316695,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-11-30,GLOBAL_URANIUM_NUCLEAR,NO,-0.06159063856545188,-0.006255231662794292,0.18255643692437196,0.5,-0.06159063856545188,2.0,0.19047619047619047,WEAKENING,0.0003223391923345975,-0.056079277805582306,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-12-29,GLOBAL_AI,NO,0.13158345430089602,0.2311792472980485,0.2295287884222983,0.9841269841269842,0.13158345430089602,2.0,0.7142857142857143,LEADING,-0.06901574996794746,-0.031219233888223896,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-01-31,GLOBAL_SEMICONDUCTORS,NO,0.05248519802304208,0.07342960313461755,0.15719535498473713,0.9545454545454546,0.05248519802304208,3.0,0.9047619047619048,LEADING,0.16457993104699686,0.12116511657558737,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-02-29,GLOBAL_SEMICONDUCTORS,NO,0.0746731418104698,0.13107757446843693,0.15358596411304526,0.9696969696969697,0.0746731418104698,3.0,0.19047619047619047,LEADING,0.010361483328139576,-0.022537055512616977,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-03-28,GLOBAL_SEMICONDUCTORS,NO,0.02648862189838841,0.07253218756071633,0.12301623224372848,0.8484848484848485,0.02648862189838841,3.0,0.09523809523809523,LEADING,-0.07843712144893478,-0.06521587412667895,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-04-30,EUROPE_BANKS,NO,0.0607945262262386,0.16389414829709836,0.1505774472082393,0.8636363636363636,0.0607945262262386,2.0,0.14285714285714285,LEADING,0.06304821333961308,0.037194739252064624,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-05-31,EUROPE_BANKS,NO,0.038497095145609395,0.10163203403231136,0.20870069206350972,0.8484848484848485,0.038497095145609395,3.0,0.38095238095238093,LEADING,-0.05266700552444825,-0.03404161108760506,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-06-28,GLOBAL_SEMICONDUCTORS,NO,0.03491707508626951,0.12672645126618254,0.105674627420554,0.9848484848484849,0.03491707508626951,2.0,0.42857142857142855,LEADING,-0.10096985285638604,-0.10129358150368306,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-07-31,GLOBAL_GOLD_MINERS,NO,0.10525001677699986,0.030811169445447373,0.05770878586720496,0.9090909090909092,0.10525001677699986,2.0,0.47619047619047616,LEADING,0.012059369202226167,0.014791447007579062,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-08-30,GLOBAL_GOLD_MINERS,NO,0.022367854117051778,0.1299720879151367,0.05386820330583042,0.9696969696969697,0.022367854117051778,2.0,0.6666666666666666,LEADING,0.031164069660861493,0.0059123793912125855,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-09-30,GLOBAL_GOLD_MINERS,NO,0.0045344409909715555,0.02700372082261171,0.13509587966923298,0.7575757575757575,0.0045344409909715555,3.0,0.5238095238095238,WEAKENING,0.03674074074074074,0.010407972495935391,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-10-31,GLOBAL_GOLD_MINERS,NO,0.016568264699049262,0.07126528778933738,0.0496187297662356,0.7615283267457181,0.016568264699049262,2.0,0.9523809523809523,WEAKENING,-0.06493713178875615,-0.11186836265648026,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-11-29,GLOBAL_SOFTWARE,NO,0.10417874080478651,0.17069022951168633,0.19640373865513783,0.9710144927536232,0.10417874080478651,3.0,0.8636363636363636,LEADING,-0.0007339449541285958,0.014242805593115304,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2024-12-31,GLOBAL_SOFTWARE,NO,0.006464618327269633,0.11165471313214681,0.18946449121491704,0.8985507246376812,0.006464618327269633,3.0,0.18181818181818182,WEAKENING,0.05141388174807182,0.02256890273228085,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-01-31,GLOBAL_SOFTWARE,NO,0.04190184519683737,0.049873870141529775,0.15924840793672201,0.8695652173913043,0.04190184519683737,3.0,0.5,WEAKENING,-0.09667568494534151,-0.06183533019867837,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-02-28,EUROPE_BANKS,NO,0.14211273523424373,0.235380464643425,0.3099519133076889,1.0,0.14211273523424373,3.0,0.8636363636363636,LEADING,0.02845793739304714,0.07796542397735895,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-03-31,GLOBAL_GOLD_MINERS,NO,0.24830148562230758,0.22310540566315384,0.46410124166182287,0.9710144927536232,0.24830148562230758,2.0,0.9545454545454546,LEADING,0.007298424467099274,0.026495692611446464,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-04-30,GLOBAL_GOLD_MINERS,NO,0.0838119096737191,0.34268713991831046,0.39722334646648316,0.9577294685990339,0.0838119096737191,3.0,0.18181818181818182,WEAKENING,0.11063829787234014,0.078726413424834,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-05-30,GLOBAL_GOLD_MINERS,NO,-0.03517632350789757,0.07535345809806127,0.26180391882872356,0.6938405797101449,-0.03517632350789757,2.0,0.043478260869565216,WEAKENING,-0.04878272632756009,-0.09652896849289361,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-06-30,EUROPE_BANKS,NO,-0.011417494369161618,0.0021297700604729908,0.058405723739923365,0.4955555555555556,-0.011417494369161618,2.0,0.125,WEAKENING,0.08651300420495223,0.04904273118322133,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-07-31,EUROPE_BANKS,NO,0.04481339486074987,0.04031784106312308,0.0792360714459801,0.8366666666666666,0.04481339486074987,2.0,0.8,LEADING,0.04794614060529567,-0.0036172335811961442,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-08-29,GLOBAL_SILVER_MINERS,NO,0.16212019964903734,0.14693871012504034,0.17793914162242763,0.9199999999999999,0.16212019964903734,2.0,0.96,LEADING,0.21798595981602498,0.14591118177379792,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-09-30,GLOBAL_SILVER_MINERS,NO,0.1651747512108972,0.44959547891726714,0.4054825817508467,0.9866666666666667,0.1651747512108972,2.0,0.52,LEADING,-0.07621981516446419,-0.12229391572458748,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-10-31,GLOBAL_SILVER_MINERS,NO,-0.05181387077278077,0.031629535284760646,0.28156859892455377,0.5333333333333333,-0.05181387077278077,2.0,0.08,WEAKENING,0.20309810671256523,0.21522625604535117,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-11-28,GLOBAL_SILVER_MINERS,NO,0.15889988116222953,0.06186031078605292,0.22913309855260433,0.9066666666666666,0.15889988116222953,2.0,0.96,LEADING,0.03433476394849788,0.027882850823288452,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2025-12-31,GLOBAL_SILVER_MINERS,NO,0.07696859515388632,0.24809877693929194,0.1435902071569244,0.9866666666666667,0.07696859515388632,2.0,0.36,LEADING,0.13174273858921204,0.09603815788777759,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-01-30,GLOBAL_SILVER_MINERS,NO,0.17785913891143235,0.26851730212261127,0.4700845506821263,0.9733333333333333,0.17785913891143235,3.0,0.92,WEAKENING,0.2563397494653219,0.2385344221492378,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-02-27,GLOBAL_SILVER_MINERS,NO,0.051910566685052784,0.33196865858013536,0.5480560355104,0.96,0.051910566685052784,3.0,0.08,WEAKENING,-0.17477335777660286,-0.1458805162508502,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-03-31,GLOBAL_OIL_GAS,NO,0.22252361361220574,0.3693028181036262,0.4679508634328877,1.0,0.22252361361220574,3.0,0.92,LEADING,-0.02779687635388306,-0.0565034776600436,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-04-30,GLOBAL_SEMICONDUCTORS,NO,0.25842716544812117,0.21940355336349082,0.19818597393801562,1.0,0.25842716544812117,1.0,0.9615384615384616,LEADING,0.2424726614787316,0.2161358206939945,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-05-29,GLOBAL_SEMICONDUCTORS,NO,0.21710152241662972,0.41996316263235856,0.3775152409620295,0.9743589743589745,0.21710152241662972,2.0,0.15384615384615385,LEADING,0.07877121683002652,0.09999020268562075,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-06-30,GLOBAL_SEMICONDUCTORS,NO,0.11658689431531899,0.3366760978030585,0.6162245674234634,0.9743589743589745,0.11658689431531899,3.0,0.34615384615384615,LEADING,-0.16387811634349014,-0.15438611799403879,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-07-31,GLOBAL_SEMICONDUCTORS,NO,-0.10472417723541261,-0.13031528905022427,0.08014106201213389,0.4358974358974359,-0.10472417723541261,1.0,0.07692307692307693,WEAKENING,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2026-08-21,GLOBAL_GENOMICS,NO,0.1613566149287029,0.18368230356354398,0.3745935616962699,0.9358974358974358,0.1613566149287029,3.0,0.8461538461538461,LEADING,,,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
