episode_id,module_id,family,entry_date,initial_weight,entry_level,exit_date,xlon_observations,underlying_economic_return_at_exit_or_cutoff,initial_family_value,family_market_pnl,position_return_at_exit_or_cutoff,mfe,mae,capture_ratio,giveback_ratio,profitable_episode_ended_negative,mfe_ge_10_retained_lt_25pct,surrendered_more_than_50pct_mfe,warning,retained_mfe_fraction
A4_BASELINE_MONTHLY-EP-011,A4_BASELINE_MONTHLY,GLOBAL_SEMICONDUCTORS,2024-02-01,1.0,613.0739105782501,2024-05-01,63,0.08873162765378328,1.4015254878430814,0.12435963773457925,0.08873162765378327,0.2190165124296859,0.0,0.4051367025683513,0.5948632974316487,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4051367025683513
A4_BASELINE_MONTHLY-EP-012,A4_BASELINE_MONTHLY,EUROPE_BANKS,2024-05-01,1.0,152.09036515241942,2024-07-01,42,0.011126155295225981,1.51974966507535,0.01690897078349618,0.011126155295226089,0.06740448578324587,-0.047153705775003885,0.16506550218341132,0.8349344978165886,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.16506550218341132
A4_BASELINE_MONTHLY-EP-013,A4_BASELINE_MONTHLY,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,1.5304800813154107,-0.14897440590841882,-0.09733835005574128,0.05915551839464883,-0.11677814938684505,-1.6454652532391034,2.645465253239103,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.6454652532391034
A4_BASELINE_MONTHLY-EP-014,A4_BASELINE_MONTHLY,GLOBAL_GOLD_MINERS,2024-08-01,1.0,159.95561485031527,2024-12-02,87,0.015769944341372355,1.375947732705364,0.021698619161401034,0.015769944341372324,0.18274582560296793,-0.05844155844155863,0.08629441624365185,0.9137055837563481,False,True,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.08629441624365185
A4_BASELINE_MONTHLY-EP-015,A4_BASELINE_MONTHLY,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,1.392023846459298,-0.06555708634701296,-0.047094801223241695,0.08825688073394478,-0.050886850152905505,-0.5336105336105359,1.533610533610536,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105359
A4_BASELINE_MONTHLY-EP-016,A4_BASELINE_MONTHLY,EUROPE_BANKS,2025-03-03,1.0,202.05894865248737,2025-04-01,22,0.03261254874158026,1.3211289730718359,0.04308538302821918,0.0326125487415803,0.07718894009216548,-0.038461538461538436,0.42250287026405753,0.5774971297359425,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.42250287026405753
A4_BASELINE_MONTHLY-EP-017,A4_BASELINE_MONTHLY,GLOBAL_GOLD_MINERS,2025-04-01,1.0,213.47199557636372,2025-07-01,62,0.06846617238183494,1.358725578675655,0.09302673968921571,0.06846617238183486,0.1376274328081557,-0.10090361445783125,0.49747474747474624,0.5025252525252538,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.49747474747474624
A4_BASELINE_MONTHLY-EP-018,A4_BASELINE_MONTHLY,EUROPE_BANKS,2025-07-01,1.0,229.95755216193234,2025-09-01,44,0.1432019934589619,1.445913389091411,0.20705767968689393,0.14320199345896206,0.20113689456470896,0.0,0.7119628339140519,0.28803716608594804,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7119628339140519
A4_BASELINE_MONTHLY-EP-019,A4_BASELINE_MONTHLY,GLOBAL_SILVER_MINERS,2025-09-01,1.0,185.01994885730738,2026-04-01,150,0.6494795449043804,1.646327264503192,1.0692558825132064,0.6494795449043803,1.0213023480997343,0.0,0.6359326854704891,0.3640673145295109,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.6359326854704891
A4_BASELINE_MONTHLY-EP-020,A4_BASELINE_MONTHLY,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,2.7046888944283327,-0.06458958553858585,-0.02388059701492493,0.03283582089552217,-0.11361940298507467,-0.7272727272727185,1.7272727272727184,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727185
A4_BASELINE_MONTHLY-EP-021,A4_BASELINE_MONTHLY,GLOBAL_SEMICONDUCTORS,2026-05-01,1.0,1507.4353369623436,2026-08-21,79,0.1440075198865256,2.6295069916541878,0.3786687803923985,0.14400751988652558,0.3988584745957655,0.0,0.3610491667062461,0.6389508332937538,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.3610491667062461
A4_BASELINE_WEEKLY_CONTROL-EP-001,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.99798404,-0.03299978420713234,-0.03306644483726648,0.021940314027243835,-0.033066444837266507,-1.507109004739269,2.5071090047392692,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.507109004739269
A4_BASELINE_WEEKLY_CONTROL-EP-002,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_OIL_GAS,2021-10-01,1.0,77.89273826469918,2021-12-01,44,0.054962128568654345,0.9610923987696961,0.05282368398753656,0.05496212856865446,0.12390755486502303,0.0,0.4435736677115991,0.5564263322884009,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4435736677115991
A4_BASELINE_WEEKLY_CONTROL-EP-003,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,1.0098284984262038,-0.13080172570590176,-0.1295286535384508,0.0030034593415630972,-0.1775169615002996,-43.12648809523751,44.12648809523751,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523751
A4_BASELINE_WEEKLY_CONTROL-EP-004,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_OIL_GAS,2022-02-01,1.0,96.15192161787301,2022-09-01,147,0.350377595972307,0.8754787456294209,0.30674813821848734,0.350377595972307,0.47388294524858243,-0.01982378854625544,0.7393758300132771,0.2606241699867229,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7393758300132771
A4_BASELINE_WEEKLY_CONTROL-EP-005,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,1.1774660563125166,-0.09020659738868853,-0.0766107837292478,0.02030008236658576,-0.07802294893013717,-3.7739149204315696,4.77391492043157,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.7739149204315696
A4_BASELINE_WEEKLY_CONTROL-EP-006,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_OIL_GAS,2022-10-03,1.0,127.34532350208517,2022-12-01,44,0.061297220242338524,1.0828785010881328,0.06637744197689255,0.06129722024233839,0.18460441910192538,0.0,0.3320463320463333,0.6679536679536667,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.3320463320463333
A4_BASELINE_WEEKLY_CONTROL-EP-007,A4_BASELINE_WEEKLY_CONTROL,EUROPE_BANKS,2022-12-01,1.0,93.77808761172199,2023-04-03,85,0.13144110259389885,1.1446269992927651,0.1504510348457868,0.13144110259389874,0.3216842561964146,-0.006667936749857106,0.4086028459958052,0.5913971540041948,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4086028459958052
A4_BASELINE_WEEKLY_CONTROL-EP-008,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SEMICONDUCTORS,2023-04-03,1.0,440.4941532900711,2023-10-02,125,0.1306530798391521,1.2898658020019977,0.1685249396107591,0.1306530798391522,0.17651477215823874,-0.08482724086129156,0.7401821289043543,0.2598178710956457,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7401821289043543
A4_BASELINE_WEEKLY_CONTROL-EP-009,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_URANIUM_NUCLEAR,2023-10-02,1.0,132.85562406746536,2024-01-02,64,0.04060244744273622,1.4525252586463058,0.05897608047343361,0.04060244744273632,0.05723250705993177,-0.07969877627863153,0.7094298245613971,0.29057017543860286,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7094298245613971
A4_BASELINE_WEEKLY_CONTROL-EP-010,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_AI,2024-01-02,1.0,125.27790643816589,2024-02-01,23,-0.06525556890655348,1.5054234137632605,-0.09823726131036747,-0.06525556890655351,0.0,-0.08235511599963019,,,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",
A4_BASELINE_WEEKLY_CONTROL-EP-011,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SEMICONDUCTORS,2024-02-01,1.0,613.0739105782501,2024-05-01,63,0.08873162765378328,1.4015254878430814,0.12435963773457925,0.08873162765378327,0.2190165124296859,0.0,0.4051367025683513,0.5948632974316487,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4051367025683513
A4_BASELINE_WEEKLY_CONTROL-EP-012,A4_BASELINE_WEEKLY_CONTROL,EUROPE_BANKS,2024-05-01,1.0,152.09036515241942,2024-07-01,42,0.011126155295225981,1.51974966507535,0.01690897078349618,0.011126155295226089,0.06740448578324587,-0.047153705775003885,0.16506550218341132,0.8349344978165886,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.16506550218341132
A4_BASELINE_WEEKLY_CONTROL-EP-013,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SEMICONDUCTORS,2024-07-01,1.0,812.7239652923961,2024-08-01,24,-0.09733835005574121,1.5304800813154107,-0.14897440590841882,-0.09733835005574128,0.05915551839464883,-0.11677814938684505,-1.6454652532391034,2.645465253239103,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.6454652532391034
A4_BASELINE_WEEKLY_CONTROL-EP-014,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_GOLD_MINERS,2024-08-01,1.0,159.95561485031527,2024-12-02,87,0.015769944341372355,1.375947732705364,0.021698619161401034,0.015769944341372324,0.18274582560296793,-0.05844155844155863,0.08629441624365185,0.9137055837563481,False,True,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.08629441624365185
A4_BASELINE_WEEKLY_CONTROL-EP-015,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SOFTWARE,2024-12-02,1.0,260.13492012982886,2025-03-03,63,-0.04709480122324183,1.392023846459298,-0.06555708634701296,-0.047094801223241695,0.08825688073394478,-0.050886850152905505,-0.5336105336105359,1.533610533610536,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.5336105336105359
A4_BASELINE_WEEKLY_CONTROL-EP-016,A4_BASELINE_WEEKLY_CONTROL,EUROPE_BANKS,2025-03-03,1.0,202.05894865248737,2025-04-01,22,0.03261254874158026,1.3211289730718359,0.04308538302821918,0.0326125487415803,0.07718894009216548,-0.038461538461538436,0.42250287026405753,0.5774971297359425,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.42250287026405753
A4_BASELINE_WEEKLY_CONTROL-EP-017,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_GOLD_MINERS,2025-04-01,1.0,213.47199557636372,2025-07-01,62,0.06846617238183494,1.358725578675655,0.09302673968921571,0.06846617238183486,0.1376274328081557,-0.10090361445783125,0.49747474747474624,0.5025252525252538,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.49747474747474624
A4_BASELINE_WEEKLY_CONTROL-EP-018,A4_BASELINE_WEEKLY_CONTROL,EUROPE_BANKS,2025-07-01,1.0,229.95755216193234,2025-09-01,44,0.1432019934589619,1.445913389091411,0.20705767968689393,0.14320199345896206,0.20113689456470896,0.0,0.7119628339140519,0.28803716608594804,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7119628339140519
A4_BASELINE_WEEKLY_CONTROL-EP-019,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SILVER_MINERS,2025-09-01,1.0,185.01994885730738,2026-04-01,150,0.6494795449043804,1.646327264503192,1.0692558825132064,0.6494795449043803,1.0213023480997343,0.0,0.6359326854704891,0.3640673145295109,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.6359326854704891
A4_BASELINE_WEEKLY_CONTROL-EP-020,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_OIL_GAS,2026-04-01,1.0,162.16938321957173,2026-05-01,21,-0.023880597014924843,2.7046888944283327,-0.06458958553858585,-0.02388059701492493,0.03283582089552217,-0.11361940298507467,-0.7272727272727185,1.7272727272727184,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-0.7272727272727185
A4_BASELINE_WEEKLY_CONTROL-EP-021,A4_BASELINE_WEEKLY_CONTROL,GLOBAL_SEMICONDUCTORS,2026-05-01,1.0,1507.4353369623436,2026-08-21,79,0.1440075198865256,2.6295069916541878,0.3786687803923985,0.14400751988652558,0.3988584745957655,0.0,0.3610491667062461,0.6389508332937538,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.3610491667062461
SCALE_IN_STARTER_A_WEEKLY-EP-001,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_CYBERSECURITY,2021-09-01,1.0,142.588339554278,2021-10-01,23,-0.033066444837266507,0.99798404,-0.03299978420713234,-0.03306644483726648,0.021940314027243835,-0.033066444837266507,-1.507109004739269,2.5071090047392692,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-1.507109004739269
SCALE_IN_STARTER_A_WEEKLY-EP-002,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,2021-10-01,1.0,77.89273826469918,2021-12-01,44,0.054962128568654345,0.9610923987696961,0.05282368398753656,0.05496212856865446,0.12390755486502303,0.0,0.4435736677115991,0.5564263322884009,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4435736677115991
SCALE_IN_STARTER_A_WEEKLY-EP-003,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SEMICONDUCTORS,2021-12-01,1.0,493.5255024808578,2022-02-01,42,-0.1295286535384509,1.0098284984262038,-0.13080172570590176,-0.1295286535384508,0.0030034593415630972,-0.1775169615002996,-43.12648809523751,44.12648809523751,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-43.12648809523751
SCALE_IN_STARTER_A_WEEKLY-EP-004,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,2022-02-01,1.0,96.15192161787301,2022-07-18,115,0.12712397734424008,0.8754787456294209,0.17076399710331935,0.19505213342506617,0.47388294524858243,-0.01982378854625544,0.41160403720110383,0.5883959627988962,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.41160403720110383
SCALE_IN_STARTER_A_WEEKLY-EP-005,SCALE_IN_STARTER_A_WEEKLY,CHINA_INTERNET,2022-06-13,0.25,52.575221297430126,2022-07-18,26,0.05380525355130539,0.29859005164534685,0.01174238759508861,0.03932611796804182,0.1473692564082214,0.0,0.26685428783806975,0.7331457121619303,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.26685428783806975
SCALE_IN_STARTER_A_WEEKLY-EP-006,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,2022-07-25,1.0,113.29165213912053,2022-09-01,28,0.14608091868073103,1.0518117891643555,0.15364963244035246,0.14608091868073106,0.18760849245560096,-0.02804112698624661,0.778647686832739,0.22135231316726098,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.778647686832739
SCALE_IN_STARTER_A_WEEKLY-EP-007,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_INFRASTRUCTURE,2022-09-01,1.0,201.85540207525662,2022-10-03,22,-0.07661078372924779,1.200607655918289,-0.09197949347123524,-0.07661078372924784,0.02030008236658576,-0.07802294893013717,-3.773914920431572,4.773914920431571,True,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-3.773914920431572
SCALE_IN_STARTER_A_WEEKLY-EP-008,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_GOLD_MINERS,2022-11-14,0.25,112.65890591382365,2022-11-28,11,-0.036549226210075836,0.3176877997314776,-0.011611243256567039,-0.03654922621007582,0.0,-0.05323235649215241,,,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",
SCALE_IN_STARTER_A_WEEKLY-EP-009,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,2022-10-03,1.0,127.34532350208517,2022-12-01,44,0.061297220242338524,1.1041617297972655,0.09359870467391129,0.08476901720828244,0.18460441910192538,0.0,0.4591927843367554,0.5408072156632445,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4591927843367554
SCALE_IN_STARTER_A_WEEKLY-EP-010,SCALE_IN_STARTER_A_WEEKLY,EUROPE_BANKS,2022-12-01,0.75,93.77808761172199,2023-01-16,30,0.16865014467262562,0.8841050653915138,0.08158358979209829,0.09227816125673945,0.16865014467262562,-0.006667936749857106,0.547157320474671,0.452842679525329,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.547157320474671
SCALE_IN_STARTER_A_WEEKLY-EP-011,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_GOLD_MINERS,2022-12-01,0.25,115.47816072101843,2023-02-13,50,0.0333012099796548,0.29470168846383793,0.016805533347533652,0.05702557537126502,0.1300995823964024,-0.04293821608309245,0.4383225089648092,0.5616774910351909,False,False,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.4383225089648092
SCALE_IN_STARTER_A_WEEKLY-EP-012,SCALE_IN_STARTER_A_WEEKLY,EUROPE_BANKS,2023-01-23,0.25,108.99431586446752,2023-04-03,51,-0.02651452963388612,0.33228271052143254,-0.1026677820354418,-0.30897720159538555,0.13716959448366461,-0.08857330487604664,-2.252519610912616,3.252519610912616,True,True,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",-2.252519610912616
SCALE_IN_STARTER_A_WEEKLY-EP-013,SCALE_IN_STARTER_A_WEEKLY,CHINA_INTERNET,2023-07-31,0.25,54.13149123981101,2023-08-07,6,-0.04840450131031304,0.3383682310442093,-0.016378545482947704,-0.048404501310312945,0.0,-0.0566517650685987,,,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",
SCALE_IN_STARTER_A_WEEKLY-EP-014,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SEMICONDUCTORS,2023-04-03,1.0,440.4941532900711,2023-10-02,125,0.1306530798391521,1.1607270822178426,0.16073847502936744,0.13848085177976438,0.17651477215823874,-0.08482724086129156,0.7845284000118788,0.21547159998812115,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.7845284000118788
SCALE_IN_STARTER_A_WEEKLY-EP-015,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SILVER_MINERS,2023-12-04,0.25,89.56739136403851,2023-12-11,6,-0.04675467546754686,0.3396676450888982,-0.01588105051295735,-0.04675467546754695,0.0,-0.04675467546754686,,,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",
SCALE_IN_STARTER_A_WEEKLY-EP-016,SCALE_IN_STARTER_A_WEEKLY,GLOBAL_URANIUM_NUCLEAR,2023-10-02,1.0,132.85562406746536,2024-01-02,64,0.04060244744273622,1.297138911904864,0.05989464731816285,0.046174428018820934,0.05723250705993177,-0.07969877627863153,0.8067867439472602,0.1932132560527398,False,False,False,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED",0.8067867439472602
