record_type,economic_exposure_family_id,listing_id,isin,ticker,geography,sector_or_industry,index_or_exposure_objective,hedged_or_unhedged,breadth_level,fingerprint,semantic_match,mismatch_reasons,semantic_valid_from,historical_objective_lineage,semantic_tolerance_basis,source_url,warning
INTENDED_ECONOMIC_FAMILY,GLOBAL_HEALTHCARE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,HEALTHCARE,MSCI_WORLD_HEALTH_CARE_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × HEALTHCARE × MSCI_WORLD_HEALTH_CARE_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,GLOBAL_INFRASTRUCTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,INFRASTRUCTURE,FTSE_GLOBAL_CORE_INFRASTRUCTURE,UNHEDGED,LISTED_INFRASTRUCTURE,GLOBAL × INFRASTRUCTURE × FTSE_GLOBAL_CORE_INFRASTRUCTURE × UNHEDGED × LISTED_INFRASTRUCTURE,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,TECHNOLOGY,MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × TECHNOLOGY × MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,US_AEROSPACE_DEFENCE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,UNITED_STATES,AEROSPACE_AND_DEFENCE,VETTAFI_AMERICAN_FUTURE_OF_DEFENCE,UNHEDGED,INDUSTRY,UNITED_STATES × AEROSPACE_AND_DEFENCE × VETTAFI_AMERICAN_FUTURE_OF_DEFENCE × UNHEDGED × INDUSTRY,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,EUROPE_CONSUMER_DISCRETIONARY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EUROPE,CONSUMER_DISCRETIONARY,MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × CONSUMER_DISCRETIONARY × MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,EUROPE_COMMUNICATION_SERVICES,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EUROPE,COMMUNICATION_SERVICES,MSCI_EUROPE_COMMUNICATION_SERVICES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × COMMUNICATION_SERVICES × MSCI_EUROPE_COMMUNICATION_SERVICES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,EUROPE_REAL_ESTATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,EUROPE,REAL_ESTATE,FTSE_EPRA_NAREIT_DEVELOPED_EUROPE,UNHEDGED,BROAD_SECTOR,EUROPE × REAL_ESTATE × FTSE_EPRA_NAREIT_DEVELOPED_EUROPE × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,GLOBAL_CONSUMER_DISCRETIONARY,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,CONSUMER_DISCRETIONARY,MSCI_WORLD_CONSUMER_DISCRETIONARY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × CONSUMER_DISCRETIONARY × MSCI_WORLD_CONSUMER_DISCRETIONARY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,GLOBAL_CONSUMER_STAPLES,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,CONSUMER_STAPLES,MSCI_WORLD_CONSUMER_STAPLES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × CONSUMER_STAPLES × MSCI_WORLD_CONSUMER_STAPLES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INTENDED_ECONOMIC_FAMILY,GLOBAL_COMMUNICATION_SERVICES,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GLOBAL,COMMUNICATION_SERVICES,MSCI_WORLD_COMMUNICATION_SERVICES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × COMMUNICATION_SERVICES × MSCI_WORLD_COMMUNICATION_SERVICES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,REFERENCE,NOT_APPLICABLE,NOT_APPLICABLE,DEFINED_BY_INTENDED_FINGERPRINT_AND_ALLOWED_EQUIVALENTS,EXPLICIT_ALLOWED_OBJECTIVES_ONLY,FROZEN_A2R_DEFINITION,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,AUSTRALIA,LIST-14C43F80AEE9AAF6,IE00BD4TY345,AUAD,AUSTRALIA,BROAD_MARKET,MSCI_AUSTRALIA,UNHEDGED,BROAD_COUNTRY,AUSTRALIA × BROAD_MARKET × MSCI_AUSTRALIA × UNHEDGED × BROAD_COUNTRY,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_AUSTRALIA,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,CHINA_BROAD,LIST-8B13884E3BB95C07,IE0007P4PBU1,HCHS,CHINA,BROAD_MARKET,MSCI_CHINA,UNHEDGED,BROAD_COUNTRY,CHINA × BROAD_MARKET × MSCI_CHINA × UNHEDGED × BROAD_COUNTRY,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_CHINA,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_FINANCIALS,LIST-38A9A7E263239093,IE00BKWQ0G16,FNCE,EUROPE,FINANCIALS,MSCI_EUROPE_FINANCIALS_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × FINANCIALS × MSCI_EUROPE_FINANCIALS_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_FINANCIALS_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_FINANCIALS,LIST-5AC6510FC6DAAA39,IE00BKWQ0G16,FNCL,EUROPE,FINANCIALS,MSCI_EUROPE_FINANCIALS_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × FINANCIALS × MSCI_EUROPE_FINANCIALS_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_FINANCIALS_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_HEALTHCARE,LIST-62AB7E6A4CF2519D,IE00BKWQ0H23,HLTH,EUROPE,HEALTHCARE,MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × HEALTHCARE × MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_HEALTHCARE,LIST-F5185DE9554ADCDC,IE00BKWQ0H23,HEAE,EUROPE,HEALTHCARE,MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × HEALTHCARE × MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_HEALTH_CARE_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_HEALTHCARE,LIST-12D97A6B27C89061,IE00BYTRRB94,HEAW,GLOBAL,HEALTHCARE,MSCI_WORLD_HEALTH_CARE_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × HEALTHCARE × MSCI_WORLD_HEALTH_CARE_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_HEALTH_CARE_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_HEALTHCARE,LIST-A36F0D56082B7FAD,LU0533033311,HLTW,GLOBAL,HEALTHCARE,MSCI_WORLD_HEALTH_CARE,UNHEDGED,BROAD_SECTOR,GLOBAL × HEALTHCARE × MSCI_WORLD_HEALTH_CARE × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_HEALTH_CARE,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_HEALTHCARE,LIST-BBB2BEBB76465320,IE00BYTRRB94,WHEA,GLOBAL,HEALTHCARE,MSCI_WORLD_HEALTH_CARE_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × HEALTHCARE × MSCI_WORLD_HEALTH_CARE_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_HEALTH_CARE_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_HEALTHCARE,A2HISTLIST-BBDF7C9F22F9BE2E,LU0533033311,HLTG,GLOBAL,HEALTHCARE,MSCI_WORLD_HEALTH_CARE,UNHEDGED,BROAD_SECTOR,GLOBAL × HEALTHCARE × MSCI_WORLD_HEALTH_CARE × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_HEALTH_CARE,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_TECHNOLOGY,LIST-2AD6F3AF3E653C09,IE00BYTRRD19,TECW,GLOBAL,TECHNOLOGY,MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × TECHNOLOGY × MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_TECHNOLOGY,LIST-47685F3F662B1CA1,IE00BYTRRD19,WTEC,GLOBAL,TECHNOLOGY,MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × TECHNOLOGY × MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_INFORMATION_TECHNOLOGY_35_20_CAPPED,EXACT_INTENDED_OR_EXPLICITLY_ALLOWED_INDEX_FAMILY,A0A1_A2_EXISTING_EVIDENCE_LINEAGE,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,CHINA_BROAD,A2RLIST-8A1690D7AF24CEA9,IE00B44T3H88,HMCH,CHINA,BROAD_MARKET,MSCI_CHINA,UNHEDGED,BROAD_COUNTRY,CHINA × BROAD_MARKET × MSCI_CHINA × UNHEDGED × BROAD_COUNTRY,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_CHINA,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.assetmanagement.hsbc.co.uk/api/v1/download/document/ie00b44t3h88/gb/en/factsheet,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,CHINA_BROAD,A2RLIST-1737B6BFC604CE2E,IE00B44T3H88,HMCD,CHINA,BROAD_MARKET,MSCI_CHINA,UNHEDGED,BROAD_COUNTRY,CHINA × BROAD_MARKET × MSCI_CHINA × UNHEDGED × BROAD_COUNTRY,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_CHINA,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.assetmanagement.hsbc.co.uk/api/v1/download/document/ie00b44t3h88/gb/en/factsheet,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_ENERGY,A2RLIST-A97CE6229B729CA9,IE00BKWQ0F09,ENGE,EUROPE,ENERGY,MSCI_EUROPE_ENERGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × ENERGY × MSCI_EUROPE_ENERGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_ENERGY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-energy-ucits-etf-stn-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_ENERGY,A2RLIST-7CF3CA53200F3EF3,IE00BKWQ0F09,ENGY,EUROPE,ENERGY,MSCI_EUROPE_ENERGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × ENERGY × MSCI_EUROPE_ENERGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_ENERGY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-energy-ucits-etf-stn-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_INDUSTRIALS,A2RLIST-C28D8860C40F046E,IE00BKWQ0J47,NDUS,EUROPE,INDUSTRIALS,MSCI_EUROPE_INDUSTRIALS_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × INDUSTRIALS × MSCI_EUROPE_INDUSTRIALS_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_INDUSTRIALS_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/dk/en_gb/institutional/etfs/state-street-spdr-msci-europe-industrials-ucits-etf-stq-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
