signal_date,execution_date,rank,economic_exposure_family_id,economic_exposure_name,RS63,RS126,RS252,rank_RS63,rank_RS126,rank_RS252,composite_score,research_maturity,parent_sector,geography,industry,theme,warning
2021-10-29,2021-11-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.25805607512775364,0.1948383075193736,0.7532841092036062,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-10-29,2021-11-01,2,US_BANKS,Us banking industry,0.113959539705762,0.019357152605011807,0.3286236162250966,0.9375,0.6875,0.8666666666666667,0.8305555555555555,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-10-29,2021-11-01,3,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.05659608400682625,0.14348660751966036,0.13982973941022614,0.8125,0.9375,0.7333333333333333,0.8277777777777777,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-10-29,2021-11-01,4,EUROPE_BANKS,Europe banking industry,0.07554694883485658,0.017499231409406013,0.3854164020326305,0.875,0.625,0.9333333333333333,0.8111111111111111,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-10-29,2021-11-01,5,GLOBAL_SOFTWARE,Software and cloud businesses,0.032665648068705755,0.07102890640482373,0.057951455094317206,0.75,0.875,0.6666666666666666,0.7638888888888888,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,2021-12-01,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.13198657507867595,0.15803848902262674,0.21339246510311605,0.9375,1.0,0.9375,0.9583333333333333,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,2021-12-01,2,GLOBAL_OIL_GAS,Global oil and gas equities,0.1947391090242525,0.04007364165623706,0.4395871757185257,1.0,0.6875,1.0,0.8958333333333333,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,2021-12-01,3,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.010950739844365565,0.13130871997386673,0.1216795581140151,0.6875,0.9375,0.8125,0.8125,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,2021-12-01,4,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.019062073744191554,0.0612620121868217,0.02505892435544177,0.75,0.875,0.75,0.7916666666666666,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-11-30,2021-12-01,5,US_BANKS,Us banking industry,0.04729681763864657,-0.04911570899912843,0.16226918428968196,0.875,0.625,0.875,0.7916666666666665,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-12-31,2022-01-04,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.12426751574897144,0.11869874574241912,0.14844625817751345,1.0,1.0,0.9333333333333333,0.9777777777777777,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-12-31,2022-01-04,2,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.008004600775212367,0.06190017761459288,-5.957014182267351e-06,0.8,0.9333333333333333,0.6666666666666666,0.7999999999999999,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-12-31,2022-01-04,3,GLOBAL_OIL_GAS,Global oil and gas equities,-0.0392133269158772,0.015709061427397142,0.3672685023240141,0.5333333333333333,0.7333333333333333,1.0,0.7555555555555555,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-12-31,2022-01-04,4,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.02187072285380376,0.03262392250015167,-0.015935261833537884,0.8666666666666667,0.8666666666666667,0.5333333333333333,0.7555555555555555,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2021-12-31,2022-01-04,5,GLOBAL_WATER,Water infrastructure and services,0.005239552373927481,0.023554194290009045,0.020111681219798783,0.6666666666666666,0.8,0.7333333333333333,0.7333333333333333,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,2022-02-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.147742033468359,0.44392383788435064,0.6270111108153316,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,2022-02-01,2,EUROPE_BANKS,Europe banking industry,0.051970640729277706,0.13144381290022356,0.25453784721231454,0.875,0.9375,0.9375,0.9166666666666666,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,2022-02-01,3,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.06473773704419927,0.08294796562307383,0.03704824669266005,0.9375,0.8125,0.8125,0.8541666666666665,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,2022-02-01,4,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.036161024875829284,0.021555599965214833,0.020128578879877734,0.8125,0.75,0.75,0.7708333333333333,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-01-31,2022-02-01,5,US_BANKS,Us banking industry,-0.026979737100661705,0.08390520418372627,0.1577441881622419,0.5625,0.875,0.875,0.7708333333333333,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-02-28,2022-03-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.3015372022656313,0.5733531726730607,0.4427440735595556,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-02-28,2022-03-01,2,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.1563762250228382,0.17416045017680326,0.05172434987891661,0.9444444444444444,0.9375,0.875,0.9189814814814814,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-02-28,2022-03-01,3,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.11998035405805751,0.13599766449714457,-0.0027225860659587653,0.8888888888888888,0.875,0.625,0.7962962962962963,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-02-28,2022-03-01,4,US_BANKS,Us banking industry,0.027658330901578987,0.05265573683944824,0.01736567786190113,0.7222222222222222,0.8125,0.75,0.7615740740740741,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-02-28,2022-03-01,5,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.00529474017147602,0.02040150759634418,0.073438685784037,0.6666666666666666,0.625,0.9375,0.7430555555555556,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-03-31,2022-04-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.41039842471771815,0.3550920102076238,0.554316381236704,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-03-31,2022-04-01,2,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.24069089228492868,0.21962176786627063,0.14036885428248635,0.9444444444444444,0.875,0.875,0.898148148148148,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-03-31,2022-04-01,3,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.23498804558288566,0.29330096908387815,0.02927885205045011,0.8888888888888888,0.9375,0.8125,0.8796296296296295,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-03-31,2022-04-01,4,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.05303082290635208,0.06145991424771058,0.1453523175373903,0.7777777777777778,0.75,0.9375,0.8217592592592593,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-03-31,2022-04-01,5,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.08741744468904344,0.09323508645130474,0.028531982616688323,0.8333333333333334,0.8125,0.75,0.7986111111111112,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-04-29,2022-05-03,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.1930718546870276,0.4090180749087724,0.71627159410907,0.8823529411764706,1.0,1.0,0.9607843137254901,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-04-29,2022-05-03,2,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.20938681087020505,0.3089226976497137,0.21975349130716548,0.9411764705882353,0.9333333333333333,0.9333333333333333,0.9359477124183007,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-04-29,2022-05-03,3,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.2280976994764845,0.17900977647088379,0.021442759208281315,1.0,0.8666666666666667,0.7333333333333333,0.8666666666666667,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-04-29,2022-05-03,4,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.11231531038630793,0.007057229947388555,0.1153611440653084,0.8235294117647058,0.7333333333333333,0.8666666666666667,0.8078431372549019,NEW,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-04-29,2022-05-03,5,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.09266948729238456,0.12936831804670068,0.07453352024837212,0.7058823529411765,0.8,0.8,0.7686274509803921,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-05-31,2022-06-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.35266269640156933,0.7605408214835836,0.793539770654289,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-05-31,2022-06-01,2,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.14481271450407163,0.3238342051563665,0.2133860385901427,0.9473684210526315,0.9444444444444444,0.9375,0.9431042884990253,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-05-31,2022-06-01,3,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.10359976083747924,0.15580575870126445,0.09261963678246166,0.8947368421052632,0.8888888888888888,0.875,0.8862085769980507,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-05-31,2022-06-01,4,EUROPE_BANKS,Europe banking industry,0.025326013596611352,0.0683797945145248,-0.09321572961089919,0.7894736842105263,0.8333333333333334,0.5625,0.7284356725146199,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-05-31,2022-06-01,5,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.024829403982962184,0.011829985409965271,-0.04749269705772474,0.7368421052631579,0.7222222222222222,0.6875,0.7155214424951266,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-06-30,2022-07-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.09334246780970057,0.570416374748884,0.6116190378496604,0.9473684210526315,1.0,1.0,0.9824561403508771,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-06-30,2022-07-01,2,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.08645825432180065,0.18955477038717028,0.16124875542366168,0.8947368421052632,0.8333333333333334,0.875,0.8676900584795321,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-06-30,2022-07-01,3,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,-0.014882841439879613,0.24822916575362886,0.23340494316377192,0.5789473684210527,0.9444444444444444,0.9375,0.8202972709551657,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-06-30,2022-07-01,4,EUROPE_BANKS,Europe banking industry,0.042220984761313085,-0.03069473706193837,-0.06386125286322852,0.8421052631578947,0.6666666666666666,0.6875,0.7320906432748537,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-06-30,2022-07-01,5,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,-0.009025962817283184,-0.015639199459474673,-0.08140430485561567,0.631578947368421,0.7222222222222222,0.625,0.6596003898635476,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-07-29,2022-08-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.06825291169635328,0.2575215600511189,0.7807538558402478,0.7894736842105263,1.0,1.0,0.9298245614035088,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-07-29,2022-08-01,2,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.02391565179573507,0.12755565301261407,0.15493492642016937,0.6842105263157895,0.8333333333333334,0.875,0.7975146198830408,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-07-29,2022-08-01,3,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.026582143133620395,-0.014724440876987432,-0.05685876841298787,0.7368421052631579,0.6666666666666666,0.75,0.7178362573099415,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-07-29,2022-08-01,4,GLOBAL_CLEAN_ENERGY,Clean-energy value chain,0.09340155885659751,0.1535054896002519,-0.15650631952052574,0.8421052631578947,0.9444444444444444,0.3125,0.6996832358674463,NEW,GLOBAL_UTILITIES,GLOBAL,RENEWABLE_ENERGY,CLEAN_ENERGY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-07-29,2022-08-01,5,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,-0.05439432566583524,0.1333297925076129,0.24227817158668818,0.2631578947368421,0.8888888888888888,0.9375,0.6965155945419104,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,2022-09-01,1,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,0.03204046043344855,0.13895960530895568,0.17967453898155372,0.7,0.8888888888888888,0.8666666666666667,0.8185185185185184,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,2022-09-01,2,GLOBAL_OIL_GAS,Global oil and gas equities,-0.03121360128802597,0.3104412223189046,1.061786854737012,0.3,1.0,1.0,0.7666666666666666,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,2022-09-01,3,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,-0.010886439583710827,0.13234978005295894,0.3295603275045864,0.45,0.8333333333333334,0.9333333333333333,0.7388888888888889,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,2022-09-01,4,GLOBAL_CLEAN_ENERGY,Clean-energy value chain,0.08247089883647796,0.08450965002297606,-0.09614577594033824,0.85,0.7777777777777778,0.5333333333333333,0.7203703703703703,NEW,GLOBAL_UTILITIES,GLOBAL,RENEWABLE_ENERGY,CLEAN_ENERGY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-08-31,2022-09-01,5,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.007973157962417377,0.033000530705448394,0.009113256154070548,0.55,0.7222222222222222,0.8,0.6907407407407407,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,2022-10-03,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.094502435629783,0.20633167678998499,0.620904836193445,0.95,1.0,1.0,0.9833333333333332,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,2022-10-03,2,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.07678734657989295,0.05958928172207889,-0.0068001784208444604,0.85,0.8333333333333334,0.7333333333333333,0.8055555555555556,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,2022-10-03,3,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.030509010452809848,0.05159255023508447,0.25161743418982385,0.7,0.7222222222222222,0.9333333333333333,0.7851851851851852,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-09-30,2022-10-03,4,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,-0.047963989756745984,0.06549526514373816,0.14631309573558293,0.2,0.8888888888888888,0.8666666666666667,0.6518518518518518,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
