cash_architecture,defensive_date,cash_fraction,subsequent_global_return_approx_3m,false_defensive,warning
CASH_4_PARSIMONIOUS_COMBINED,2018-12-31,0.732176146431675,0.10091506637453174,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2019-01-31,1.0,0.08108108108108092,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2019-02-28,1.0,0.042758787293151856,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2019-03-29,1.0,0.08440646218684189,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2019-06-28,1.0,0.03462299406462921,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2019-09-30,0.718240048313847,0.013188436378982926,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-03-31,1.0,0.1893084845512496,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-04-30,1.0,0.0852130325814533,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-05-29,1.0,0.0739391341620228,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-08-28,0.5676799016738533,0.062462341835709756,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-09-30,0.5681062776851221,0.07961145603845377,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2020-11-30,0.6195862815297889,0.0364364746280037,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2022-05-31,1.0,0.02870115128911932,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2022-06-30,1.0,0.0435414884516685,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2022-10-31,1.0,0.017834190231362124,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2022-11-30,1.0,0.015455704270235682,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2022-12-30,1.0,0.03853754940711429,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-01-31,1.0,0.0006314127861080099,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-02-28,0.658145067066279,0.03397061147100544,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-03-31,0.79507802359926,0.04202077431539131,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-04-28,1.0,0.06277463904582548,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-05-31,1.0,0.04816262705238472,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-06-30,0.5627875239037433,0.007543753771876771,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-08-31,0.5054698500336432,0.011598513011151557,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-09-29,0.7184920849001469,0.0663082437275977,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-10-31,0.5079067224581698,0.11582833410244531,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2023-11-30,1.0,0.11672294817207396,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-01-31,0.5681464093548924,0.04507857733664178,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-02-29,0.5642022295064072,0.03088547189819768,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-03-28,0.5696892922912207,0.02777066803173822,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-04-30,0.5765095560634341,0.035588119848227295,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-05-31,0.6355451525416225,0.038541127780651774,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2024-09-30,0.5042607365729116,0.07572355289421173,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2025-03-31,0.5020069510649143,0.0670521653543319,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2025-04-30,1.0,0.14132492113564732,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2025-05-30,1.0,0.08695132161224772,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2025-06-30,1.0,0.08758443978569774,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2025-07-31,0.6326230942642265,0.08507824553669896,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
CASH_4_PARSIMONIOUS_COMBINED,2026-04-30,1.0,0.04809976247030767,True,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
