signal_date,execution_date,execution_lag_xlon_sessions,execution_status,complete_eligible_industry_theme_universe,family_count,rank_1_family,rank_2_family,rank_3_family,rank_4_family,rank_5_family,selected_family,previous_holding,switch_occurred,RS63,RS126,RS252,rank_RS63,rank_RS126,rank_RS252,composite_score,entry_implementation_ticker,entry_implementation_ISIN,parent_sector,geography,industry,theme,deepvue_label,research_maturity,transaction_cost_estimate_normalised,warning,global_trend_regime,global_realised_volatility_63,global_vol_q33_prior,global_vol_q67_prior,cross_sectional_dispersion_rs63,leadership_breadth_positive_rs63,rotation_intensity_rank_change_21,eligible_family_count,mature_family_count,theme_family_count,industry_family_count,recent_launch_count_252,us_technology_dominance,volatility_regime,dispersion_q33_prior,dispersion_q67_prior,rotation_q33_prior,rotation_q67_prior,dispersion_regime,rotation_intensity_regime,breadth_regime,selected_family_holding_period_return_gbp,candidate_net_holding_period_return,global_benchmark_holding_period_return,equal_weight_pool_holding_period_return,unselected_pool_holding_period_return,subsequent_endpoint_date,selected_minus_unselected
2022-06-30,2022-07-01,1.0,NO_SWITCH_REVIEW,GLOBAL_OIL_GAS;GLOBAL_INFRASTRUCTURE;GLOBAL_AGRIBUSINESS;EUROPE_BANKS;GLOBAL_BATTERY_EV;CHINA_INTERNET;GLOBAL_WATER;GLOBAL_CYBERSECURITY;GLOBAL_TRANSPORTATION;GLOBAL_GOLD_MINERS;GLOBAL_BIOTECHNOLOGY;US_BANKS;GLOBAL_SEMICONDUCTORS;GLOBAL_CLEAN_ENERGY;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SOFTWARE,16,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,GLOBAL_AGRIBUSINESS,EUROPE_BANKS,GLOBAL_BATTERY_EV,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,NO,0.09334246780970057,0.570416374748884,0.6116190378496604,0.9473684210526315,1.0,1.0,0.9824561403508771,SPOG,IE00B6R51Z18,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,Oil & Gas,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",BELOW_OR_EQUAL_200,0.1961187119409569,0.1124861078137191,0.14694606951926248,0.08780343079363238,0.3157894736842105,0.1578947368421052,19,9,11,8,5,NOT_DOMINANT,HIGH,0.05955047378030931,0.09216754628095736,0.1111111111111111,0.16666666666666666,NORMAL,NORMAL,NARROW,0.05956854558107172,0.0595685455810715,0.06324177687351629,0.04159866438635773,0.0401468992106957,2022-08-01,0.019421646370376022
2022-07-29,2022-08-01,1.0,NO_SWITCH_REVIEW,GLOBAL_OIL_GAS;GLOBAL_INFRASTRUCTURE;GLOBAL_BATTERY_EV;GLOBAL_CLEAN_ENERGY;GLOBAL_AGRIBUSINESS;GLOBAL_SEMICONDUCTORS;GLOBAL_TRANSPORTATION;GLOBAL_CYBERSECURITY;GLOBAL_WATER;GLOBAL_BIOTECHNOLOGY;CHINA_INTERNET;GLOBAL_ROBOTICS_AUTOMATION;US_BANKS;EUROPE_BANKS;GLOBAL_GOLD_MINERS;GLOBAL_SOFTWARE,16,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,GLOBAL_BATTERY_EV,GLOBAL_CLEAN_ENERGY,GLOBAL_AGRIBUSINESS,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,NO,0.06825291169635328,0.2575215600511189,0.7807538558402478,0.7894736842105263,1.0,1.0,0.9298245614035088,SPOG,IE00B6R51Z18,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,Oil & Gas,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.2000827608105713,0.11270471623010905,0.14845359372474623,0.10594648689582196,0.5263157894736842,0.15789473684210525,19,9,11,8,5,NOT_DOMINANT,HIGH,0.05961881400045162,0.09279769528980877,0.1111111111111111,0.16666666666666669,HIGH,NORMAL,MEDIUM,0.12741363457244126,0.12287353998604633,0.0022324988040187677,0.032265360442313096,0.024904515206251476,2022-09-01,0.10250911936618978
2022-08-31,2022-09-01,1.0,EXECUTED,GLOBAL_INFRASTRUCTURE;GLOBAL_OIL_GAS;GLOBAL_AGRIBUSINESS;GLOBAL_CLEAN_ENERGY;GLOBAL_BATTERY_EV;GLOBAL_CYBERSECURITY;CHINA_INTERNET;GLOBAL_TRANSPORTATION;GLOBAL_WATER;US_BANKS;GLOBAL_SOFTWARE;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SEMICONDUCTORS;EUROPE_BANKS;GLOBAL_GOLD_MINERS,15,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,GLOBAL_AGRIBUSINESS,GLOBAL_CLEAN_ENERGY,GLOBAL_BATTERY_EV,GLOBAL_INFRASTRUCTURE,GLOBAL_OIL_GAS,YES,0.03204046043344855,0.13895960530895568,0.17967453898155372,0.7,0.8888888888888888,0.8666666666666667,0.8185185185185184,INFR,IE00B1FZS467,GLOBAL_INDUSTRIALS,GLOBAL,INFRASTRUCTURE,INFRASTRUCTURE,NOT_APPLICABLE,MATURE,0.004760827535391633,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.1735996340019579,0.1129555293059891,0.14977589726502413,0.10931063033457167,0.5238095238095238,0.18295739348370926,21,9,12,9,5,NOT_DOMINANT,HIGH,0.05972723438091424,0.09316728585658327,0.1111111111111111,0.16666666666666669,HIGH,HIGH,MEDIUM,-0.07661078372924779,-0.0803314496560561,-0.04184566428003178,-0.03678613213451476,-0.03422421502957951,2022-10-03,-0.04238656869966828
2022-09-30,2022-10-03,1.0,EXECUTED,GLOBAL_OIL_GAS;GLOBAL_BATTERY_EV;GLOBAL_AGRIBUSINESS;GLOBAL_INFRASTRUCTURE;GLOBAL_CYBERSECURITY;GLOBAL_CLEAN_ENERGY;US_BANKS;EUROPE_BANKS;GLOBAL_SEMICONDUCTORS;GLOBAL_WATER;GLOBAL_ROBOTICS_AUTOMATION;CHINA_INTERNET;GLOBAL_GOLD_MINERS;GLOBAL_TRANSPORTATION;GLOBAL_SOFTWARE,15,GLOBAL_OIL_GAS,GLOBAL_BATTERY_EV,GLOBAL_AGRIBUSINESS,GLOBAL_INFRASTRUCTURE,GLOBAL_CYBERSECURITY,GLOBAL_OIL_GAS,GLOBAL_INFRASTRUCTURE,YES,0.094502435629783,0.20633167678998499,0.620904836193445,0.95,1.0,1.0,0.9833333333333332,SPOG,IE00B6R51Z18,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,Oil & Gas,MATURE,0.004380957835695313,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",BELOW_OR_EQUAL_200,0.1640157240939533,0.11308618392292101,0.15041826169244338,0.07516647539061197,0.45,0.22499999999999998,20,8,12,8,6,NOT_DOMINANT,HIGH,0.06009887149740734,0.09359909494328705,0.1111111111111111,0.16666666666666669,NORMAL,HIGH,MEDIUM,0.13851271085768646,0.13851271085768646,0.035868482231816934,0.02654183379633701,0.018619917623213356,2022-11-01,0.1198927932344731
2022-10-31,2022-11-01,1.0,NO_SWITCH_REVIEW,GLOBAL_OIL_GAS;EUROPE_BANKS;GLOBAL_AGRIBUSINESS;US_BANKS;GLOBAL_BATTERY_EV;GLOBAL_BIOTECHNOLOGY;GLOBAL_CYBERSECURITY;GLOBAL_INFRASTRUCTURE;GLOBAL_WATER;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_CLEAN_ENERGY;GLOBAL_GOLD_MINERS;GLOBAL_TRANSPORTATION;GLOBAL_SOFTWARE;GLOBAL_SEMICONDUCTORS;CHINA_INTERNET,16,GLOBAL_OIL_GAS,EUROPE_BANKS,GLOBAL_AGRIBUSINESS,US_BANKS,GLOBAL_BATTERY_EV,GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,NO,0.24193648599321094,0.24622476803462856,0.7559532235597837,1.0,1.0,1.0,1.0,SPOG,IE00B6R51Z18,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,Oil & Gas,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",BELOW_OR_EQUAL_200,0.16948125469127157,0.1133437012389501,0.15126184673658544,0.10254413496284015,0.42857142857142855,0.19047619047619047,21,9,12,9,5,NOT_DOMINANT,HIGH,0.06041481944191829,0.0939553403475983,0.11111111111111116,0.1666666666666667,HIGH,HIGH,MEDIUM,-0.06782136894824697,-0.07157597426038764,0.007053542802179846,0.03501048148764818,0.04200879985115047,2022-12-01,-0.10983016879939744
2022-11-30,2022-12-01,1.0,EXECUTED,EUROPE_BANKS;GLOBAL_BIOTECHNOLOGY;GLOBAL_OIL_GAS;GLOBAL_BATTERY_EV;US_BANKS;GLOBAL_AGRIBUSINESS;GLOBAL_WATER;GLOBAL_GOLD_MINERS;GLOBAL_TRANSPORTATION;GLOBAL_INFRASTRUCTURE;CHINA_INTERNET;GLOBAL_GENOMICS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SEMICONDUCTORS;GLOBAL_CYBERSECURITY;GLOBAL_CLEAN_ENERGY;GLOBAL_RETAIL;GLOBAL_SOFTWARE,18,EUROPE_BANKS,GLOBAL_BIOTECHNOLOGY,GLOBAL_OIL_GAS,GLOBAL_BATTERY_EV,US_BANKS,EUROPE_BANKS,GLOBAL_OIL_GAS,YES,0.2427462171635275,0.05219619320488733,0.1276506193488387,1.0,0.8095238095238095,0.8888888888888888,0.8994708994708994,S7XP,IE00B3Q19T94,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,Banks,MATURE,0.004628943772260102,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.16539826326993723,0.11342617413381127,0.15296308003339823,0.11333541315639185,0.38095238095238093,0.19523809523809524,21,9,12,9,3,NOT_DOMINANT,HIGH,0.06051605266843613,0.09405558844518445,0.11111111111111116,0.16717171717171717,HIGH,HIGH,MEDIUM,0.10234172353233029,0.10234172353233029,-0.029608404966571245,-0.025266832254031257,-0.04768508344970046,2023-01-03,0.15002680698203075
2022-12-30,2023-01-03,1.0,NO_SWITCH_REVIEW,EUROPE_BANKS;GLOBAL_OIL_GAS;GLOBAL_GOLD_MINERS;GLOBAL_BIOTECHNOLOGY;GLOBAL_WATER;GLOBAL_BATTERY_EV;GLOBAL_AGRIBUSINESS;GLOBAL_TRANSPORTATION;CHINA_INTERNET;US_BANKS;GLOBAL_INFRASTRUCTURE;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SEMICONDUCTORS;GLOBAL_GENOMICS;GLOBAL_CYBERSECURITY;GLOBAL_CLEAN_ENERGY;GLOBAL_RETAIL;GLOBAL_SOFTWARE,18,EUROPE_BANKS,GLOBAL_OIL_GAS,GLOBAL_GOLD_MINERS,GLOBAL_BIOTECHNOLOGY,GLOBAL_WATER,EUROPE_BANKS,EUROPE_BANKS,NO,0.25617640901316086,0.21731947298445564,0.16368835296550754,1.0,1.0,0.8888888888888888,0.9629629629629629,S7XP,IE00B3Q19T94,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,Banks,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",BELOW_OR_EQUAL_200,0.13710556497525903,0.11361001295645547,0.15402622837361088,0.1024127201933206,0.5,0.08181818181818179,22,9,13,9,3,NOT_DOMINANT,NORMAL,0.0606878623541168,0.09466025049759284,0.11111111111111116,0.17202380952380947,HIGH,LOW,MEDIUM,0.13579712653626452,0.13579712653626452,0.04412729658792669,0.06837052071531202,0.0642428369396768,2023-02-01,0.07155428959658772
2023-01-31,2023-02-01,1.0,NO_SWITCH_REVIEW,EUROPE_BANKS;GLOBAL_GOLD_MINERS;CHINA_INTERNET;GLOBAL_BATTERY_EV;GLOBAL_TRANSPORTATION;GLOBAL_OIL_GAS;GLOBAL_RETAIL;GLOBAL_WATER;GLOBAL_AGRIBUSINESS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SEMICONDUCTORS;GLOBAL_CLEAN_ENERGY;US_BANKS;GLOBAL_INFRASTRUCTURE;GLOBAL_GENOMICS;GLOBAL_CYBERSECURITY;GLOBAL_SOFTWARE,17,EUROPE_BANKS,GLOBAL_GOLD_MINERS,CHINA_INTERNET,GLOBAL_BATTERY_EV,GLOBAL_TRANSPORTATION,EUROPE_BANKS,EUROPE_BANKS,NO,0.2914200853963642,0.4853394282991397,0.12676242374009927,0.9523809523809523,1.0,0.8823529411764706,0.9449112978524742,S7XP,IE00B3Q19T94,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,Banks,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.12689714032258204,0.11385088716541072,0.1536645855613483,0.15728023085205783,0.5,0.18181818181818188,22,10,13,9,3,NOT_DOMINANT,NORMAL,0.060768239967946135,0.09495927639888191,0.11111111111111116,0.1714285714285714,HIGH,HIGH,MEDIUM,0.03086184561456995,0.030861845614569727,-0.002670856245090225,-0.0238107059340672,-0.027397868287118543,2023-03-01,0.05825971390168849
2023-02-28,2023-03-01,1.0,NO_SWITCH_REVIEW,EUROPE_BANKS;GLOBAL_WATER;GLOBAL_BATTERY_EV;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SEMICONDUCTORS;GLOBAL_TRANSPORTATION;CHINA_INTERNET;GLOBAL_RETAIL;GLOBAL_AGRIBUSINESS;GLOBAL_GOLD_MINERS;US_BANKS;GLOBAL_OIL_GAS;GLOBAL_CYBERSECURITY;GLOBAL_CLEAN_ENERGY;GLOBAL_SOLAR;GLOBAL_INFRASTRUCTURE;GLOBAL_BIOTECHNOLOGY;GLOBAL_SOFTWARE;GLOBAL_GENOMICS,19,EUROPE_BANKS,GLOBAL_WATER,GLOBAL_BATTERY_EV,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,EUROPE_BANKS,NO,0.2609286339587371,0.55905654612321,0.2577370180517544,1.0,1.0,1.0,1.0,S7XP,IE00B3Q19T94,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,Banks,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.14432245890881515,0.11411658303751829,0.1528042015552057,0.08769059660114735,0.45454545454545453,0.15909090909090914,22,11,13,9,3,NOT_DOMINANT,NORMAL,0.06093712231342606,0.09543318325866289,0.11111111111111116,0.17083333333333334,NORMAL,NORMAL,MEDIUM,-0.12337374334713191,-0.12690185472438387,0.0045683679899175544,-0.023635583831896234,-0.0180724402900746,2023-04-03,-0.10530130305705732
2023-03-31,2023-04-03,1.0,EXECUTED,GLOBAL_SEMICONDUCTORS;GLOBAL_BATTERY_EV;EUROPE_BANKS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_WATER;GLOBAL_TRANSPORTATION;GLOBAL_GOLD_MINERS;CHINA_INTERNET;GLOBAL_CYBERSECURITY;GLOBAL_RETAIL;GLOBAL_SOFTWARE;GLOBAL_SOLAR;GLOBAL_AGRIBUSINESS;GLOBAL_CLEAN_ENERGY;GLOBAL_BIOTECHNOLOGY;GLOBAL_OIL_GAS;GLOBAL_INFRASTRUCTURE;GLOBAL_GENOMICS;US_BANKS,19,GLOBAL_SEMICONDUCTORS,GLOBAL_BATTERY_EV,EUROPE_BANKS,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_WATER,GLOBAL_SEMICONDUCTORS,EUROPE_BANKS,YES,0.20652272359495294,0.20920172199023668,0.0144146044797413,1.0,0.9545454545454546,0.6842105263157895,0.8795853269537479,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.005212232136554208,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.16002244698012236,0.11439433233790897,0.15348657939272167,0.09551372673114965,0.5454545454545454,0.20346320346320346,22,11,13,9,3,DOMINANT,HIGH,0.06123892206889534,0.0953818463063967,0.11111111111111116,0.1714285714285714,HIGH,HIGH,MEDIUM,-0.0645468202303453,-0.06454682023034519,-0.0061157283989341504,-0.04452610239934496,-0.04337231668255659,2023-05-02,-0.021174503547788714
2023-04-28,2023-05-02,1.0,NO_SWITCH_REVIEW,GLOBAL_SEMICONDUCTORS;GLOBAL_WATER;GLOBAL_GOLD_MINERS;EUROPE_BANKS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_TRANSPORTATION;GLOBAL_BATTERY_EV;CHINA_INTERNET;GLOBAL_INFRASTRUCTURE;GLOBAL_SOFTWARE;GLOBAL_RETAIL;GLOBAL_SOLAR;GLOBAL_OIL_GAS;GLOBAL_CYBERSECURITY;GLOBAL_CLEAN_ENERGY;GLOBAL_GENOMICS;GLOBAL_AGRIBUSINESS;US_BANKS,18,GLOBAL_SEMICONDUCTORS,GLOBAL_WATER,GLOBAL_GOLD_MINERS,EUROPE_BANKS,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,NO,0.005192982945477764,0.16472796313318105,0.03832273791261276,0.9047619047619048,0.8571428571428571,0.8333333333333334,0.865079365079365,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.14590559134689082,0.11452156525258166,0.1539268073895533,0.07354062427088212,0.14285714285714285,0.11038961038961037,21,10,13,8,3,NOT_DOMINANT,NORMAL,0.06174356875598542,0.09524098967055843,0.11217948717948717,0.17083333333333334,NORMAL,LOW,NARROW,0.18007601306139942,0.18007601306139942,0.010807825812559013,0.006714605588179712,0.00012120818036875924,2023-06-01,0.17995480488103066
2023-05-31,2023-06-01,1.0,NO_SWITCH_REVIEW,GLOBAL_SEMICONDUCTORS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_SOFTWARE;GLOBAL_GOLD_MINERS;GLOBAL_WATER;GLOBAL_CYBERSECURITY;GLOBAL_BATTERY_EV;EUROPE_BANKS;GLOBAL_TRANSPORTATION;GLOBAL_GENOMICS;GLOBAL_SILVER_MINERS;GLOBAL_RETAIL;GLOBAL_BIOTECHNOLOGY;GLOBAL_INFRASTRUCTURE;CHINA_INTERNET;GLOBAL_CLEAN_ENERGY;GLOBAL_URANIUM_NUCLEAR;GLOBAL_SOLAR;GLOBAL_OIL_GAS;GLOBAL_AGRIBUSINESS;US_BANKS,21,GLOBAL_SEMICONDUCTORS,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_SOFTWARE,GLOBAL_GOLD_MINERS,GLOBAL_WATER,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,NO,0.1736716028555676,0.24184749340855638,0.18567248855888785,1.0,1.0,1.0,1.0,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.13281568348159184,0.11467432699276454,0.15348657939272167,0.09204580993610822,0.2727272727272727,0.09090909090909094,22,11,13,9,1,DOMINANT,NORMAL,0.06188625104468884,0.09490734220522026,0.11266511266511263,0.16994949494949485,NORMAL,LOW,NARROW,0.0277840780222276,0.027784078022227376,0.03941309607429977,0.02543717378976562,0.02528794427425196,2023-07-03,0.0024961337479756374
2023-06-30,2023-07-03,1.0,NO_SWITCH_REVIEW,GLOBAL_SEMICONDUCTORS;GLOBAL_SOFTWARE;GLOBAL_BATTERY_EV;EUROPE_BANKS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_WATER;GLOBAL_CYBERSECURITY;GLOBAL_TRANSPORTATION;GLOBAL_URANIUM_NUCLEAR;GLOBAL_RETAIL;GLOBAL_GOLD_MINERS;GLOBAL_OIL_GAS;GLOBAL_GENOMICS;GLOBAL_CLEAN_ENERGY;GLOBAL_INFRASTRUCTURE;US_BANKS;GLOBAL_AGRIBUSINESS;GLOBAL_SOLAR;GLOBAL_SILVER_MINERS;GLOBAL_BIOTECHNOLOGY;CHINA_INTERNET,21,GLOBAL_SEMICONDUCTORS,GLOBAL_SOFTWARE,GLOBAL_BATTERY_EV,EUROPE_BANKS,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,NO,0.1027474108043116,0.314281184987643,0.25004250265838257,1.0,1.0,1.0,1.0,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.10227323314842704,0.11461550794857284,0.15274959352160436,0.09229281097391553,0.4090909090909091,0.11363636363636362,22,11,13,9,1,DOMINANT,LOW,0.06235069048056746,0.09481722968837634,0.11217948717948717,0.16818181818181815,NORMAL,NORMAL,MEDIUM,0.03696347787708332,0.03696347787708332,0.0199729689142516,0.027395261471183874,0.026745645866562695,2023-08-01,0.010217832010520622
2023-07-31,2023-08-01,1.0,NO_SWITCH_REVIEW,GLOBAL_SEMICONDUCTORS;GLOBAL_SOFTWARE;EUROPE_BANKS;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_CYBERSECURITY;GLOBAL_RETAIL;GLOBAL_BATTERY_EV;GLOBAL_WATER;GLOBAL_TRANSPORTATION;GLOBAL_OIL_GAS;GLOBAL_GOLD_MINERS;CHINA_INTERNET;GLOBAL_URANIUM_NUCLEAR;US_BANKS;GLOBAL_CLEAN_ENERGY;GLOBAL_AGRIBUSINESS;GLOBAL_INFRASTRUCTURE;GLOBAL_SILVER_MINERS;GLOBAL_GENOMICS;GLOBAL_SOLAR;GLOBAL_BIOTECHNOLOGY,21,GLOBAL_SEMICONDUCTORS,GLOBAL_SOFTWARE,EUROPE_BANKS,GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_CYBERSECURITY,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,NO,0.18846676587404865,0.1946384535204997,0.1798335635151247,0.9545454545454546,1.0,0.9523809523809523,0.9689754689754689,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.10966980554116659,0.11435319570926411,0.15188336561659235,0.104153043837936,0.5909090909090909,0.13636363636363635,22,11,13,9,1,NOT_DOMINANT,LOW,0.06276039469023342,0.09475308426836328,0.11146723646723648,0.1666666666666667,HIGH,NORMAL,MEDIUM,-0.01751528260773083,-0.017515282607731053,-0.004858657243816622,-0.020687095054022664,-0.011848469825060715,2023-09-01,-0.0056668127826701165
2023-08-31,2023-09-01,1.0,NO_SWITCH_REVIEW,GLOBAL_SEMICONDUCTORS;GLOBAL_SOFTWARE;EUROPE_BANKS;GLOBAL_OIL_GAS;GLOBAL_URANIUM_NUCLEAR;GLOBAL_CYBERSECURITY;GLOBAL_TRANSPORTATION;GLOBAL_RETAIL;GLOBAL_WATER;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_GOLD_MINERS;GLOBAL_BATTERY_EV;CHINA_INTERNET;GLOBAL_SILVER_MINERS;GLOBAL_AGRIBUSINESS;GLOBAL_INFRASTRUCTURE;US_BANKS;GLOBAL_BIOTECHNOLOGY;GLOBAL_CLEAN_ENERGY;GLOBAL_GENOMICS;GLOBAL_SOLAR,21,GLOBAL_SEMICONDUCTORS,GLOBAL_SOFTWARE,EUROPE_BANKS,GLOBAL_OIL_GAS,GLOBAL_URANIUM_NUCLEAR,GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,NO,0.012000905995275035,0.16561192464493835,0.2624006053608041,0.6363636363636364,1.0,0.9523809523809523,0.8629148629148629,SMGB,IE00BMC38736,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,Semiconductors,MATURE,0.0,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.10547847467605113,0.11383354495377508,0.15127940003004126,0.0915643637953201,0.38095238095238093,0.23809523809523814,21,10,13,8,1,NOT_DOMINANT,LOW,0.06284653630042042,0.09495927639888191,0.11182336182336182,0.16666666666666669,NORMAL,HIGH,MEDIUM,-0.021848372296263685,-0.025782387747128266,-0.011688119544311482,-0.028433880145626422,-0.02875787099985827,2023-10-02,0.006909498703594585
2023-09-29,2023-10-02,1.0,EXECUTED,GLOBAL_URANIUM_NUCLEAR;EUROPE_BANKS;GLOBAL_SOFTWARE;GLOBAL_OIL_GAS;GLOBAL_SEMICONDUCTORS;GLOBAL_CYBERSECURITY;GLOBAL_RETAIL;GLOBAL_TRANSPORTATION;GLOBAL_ROBOTICS_AUTOMATION;GLOBAL_WATER;GLOBAL_AI;CHINA_INTERNET;US_BANKS;GLOBAL_AGRIBUSINESS;GLOBAL_BATTERY_EV;GLOBAL_INFRASTRUCTURE;GLOBAL_BIOTECHNOLOGY;GLOBAL_GOLD_MINERS;GLOBAL_SILVER_MINERS;GLOBAL_GENOMICS;GLOBAL_CLEAN_ENERGY;GLOBAL_SOLAR,22,GLOBAL_URANIUM_NUCLEAR,EUROPE_BANKS,GLOBAL_SOFTWARE,GLOBAL_OIL_GAS,GLOBAL_SEMICONDUCTORS,GLOBAL_URANIUM_NUCLEAR,GLOBAL_SEMICONDUCTORS,YES,0.4924383441591138,0.5196902677347239,0.20045012607066193,1.0,1.0,0.9090909090909091,0.9696969696969696,NUCG,IE000M7V94E1,GLOBAL_ENERGY,GLOBAL,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,NOT_APPLICABLE,NEW,0.005865482966451028,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED",ABOVE_200,0.10192265616980062,0.1133809948089787,0.15102761037952533,0.13716132308291748,0.4090909090909091,0.09090909090909088,22,12,13,9,0,NOT_DOMINANT,LOW,0.06315132481800112,0.09510013303472016,0.11266511266511263,0.16666666666666669,HIGH,LOW,MEDIUM,0.02372136805773528,0.02372136805773528,-0.0179640718562879,-0.039916167293267746,-0.0432778694694651,2023-11-01,0.06699923752720038
