module_id,family,module_market_pnl_contribution,baseline_net_pnl_contribution,same_method_baseline_market_pnl_contribution,contribution_retention_ratio,warning
SCALE_IN_STARTER_A_WEEKLY,EUROPE_BANKS,0.21023106532804253,0.3955619477559167,0.4175030683443961,0.5035437611553648,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_WEEKLY,GLOBAL_SEMICONDUCTORS,0.419805707425961,0.3600458732670272,0.39177722612341626,1.0715418851164038,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_WEEKLY,GLOBAL_OIL_GAS,0.41342092830868205,0.338644584106517,0.3613596786443306,1.1440704448810208,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_WEEKLY,GLOBAL_GOLD_MINERS,0.1623346882422012,0.1036786387245885,0.11472535885061674,1.4149852296698964,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_WEEKLY,GLOBAL_SILVER_MINERS,1.1544622098106512,1.062612078238093,1.0692558825132064,1.0796874992141017,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_WEEKLY,EUROPE_BANKS,0.43644155451789235,0.3955619477559167,0.4175030683443961,1.0453613101541903,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_WEEKLY,GLOBAL_SEMICONDUCTORS,0.45074937311309626,0.3600458732670272,0.39177722612341626,1.150524693773555,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_WEEKLY,GLOBAL_OIL_GAS,0.3816297740544755,0.338644584106517,0.3613596786443306,1.0560939601401844,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_WEEKLY,GLOBAL_GOLD_MINERS,0.15662396657113925,0.1036786387245885,0.11472535885061674,1.3652079029456639,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_MONTHLY,GLOBAL_SILVER_MINERS,0.9197221276308145,1.062612078238093,1.0692558825132064,0.8601515714546046,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_MONTHLY,EUROPE_BANKS,0.21662985427622322,0.3955619477559167,0.4175030683443961,0.5188700891115999,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_MONTHLY,GLOBAL_SEMICONDUCTORS,0.32019716722852465,0.3600458732670272,0.39177722612341626,0.8172939769798087,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_MONTHLY,GLOBAL_OIL_GAS,0.37039253728437405,0.338644584106517,0.3613596786443306,1.0249968637174212,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_A_MONTHLY,GLOBAL_GOLD_MINERS,0.05253685097665861,0.1036786387245885,0.11472535885061674,0.45793581735548594,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_MONTHLY,GLOBAL_SILVER_MINERS,1.1206106789899124,1.062612078238093,1.0692558825132064,1.0480285377116658,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_MONTHLY,EUROPE_BANKS,0.4271998479911241,0.3955619477559167,0.4175030683443961,1.0232256488202123,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_MONTHLY,GLOBAL_SEMICONDUCTORS,0.4168661090750905,0.3600458732670272,0.39177722612341626,1.0640386456352386,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_MONTHLY,GLOBAL_OIL_GAS,0.35825749868886125,0.338644584106517,0.3613596786443306,0.9914152570449823,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
SCALE_IN_STARTER_B_MONTHLY,GLOBAL_GOLD_MINERS,0.13131175864321554,0.1036786387245885,0.11472535885061674,1.1445748347076068,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,GLOBAL_SILVER_MINERS,0.38232264036783725,1.062612078238093,1.0692558825132064,0.3575595389470445,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,EUROPE_BANKS,0.19987071305860882,0.3955619477559167,0.4175030683443961,0.4787287285125687,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,GLOBAL_SEMICONDUCTORS,0.04929699096833495,0.3600458732670272,0.39177722612341626,0.1258291388096295,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,GLOBAL_OIL_GAS,0.18853665345837334,0.338644584106517,0.3613596786443306,0.5217423652956619,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_WEEKLY,GLOBAL_GOLD_MINERS,-0.0018728380501257247,0.1036786387245885,0.11472535885061674,-0.016324534251963743,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_MONTHLY,GLOBAL_SILVER_MINERS,0.8777233138147778,1.062612078238093,1.0692558825132064,0.8208730278404028,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_MONTHLY,EUROPE_BANKS,0.37527361334484866,0.3955619477559167,0.4175030683443961,0.8988523481587622,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_MONTHLY,GLOBAL_SEMICONDUCTORS,0.30644261246393345,0.3600458732670272,0.39177722612341626,0.782185875111074,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_MONTHLY,GLOBAL_OIL_GAS,0.2829574398722017,0.338644584106517,0.3613596786443306,0.7830354535783818,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_FAST_TAPER_MONTHLY,GLOBAL_GOLD_MINERS,0.1156344283305708,0.1036786387245885,0.11472535885061674,1.0079238756719668,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_SILVER_MINERS,0.12092437029622483,1.062612078238093,1.0692558825132064,0.11309207858833668,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_WEEKLY,EUROPE_BANKS,0.19919485254339386,0.3955619477559167,0.4175030683443961,0.4771099128284228,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_SEMICONDUCTORS,-0.04854146166998574,0.3600458732670272,0.39177722612341626,-0.12390067220164142,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_OIL_GAS,0.21343046047471487,0.338644584106517,0.3613596786443306,0.590631642344315,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_WEEKLY,GLOBAL_GOLD_MINERS,0.014344910690796242,0.1036786387245885,0.11472535885061674,0.12503696510093004,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_MONTHLY,GLOBAL_SILVER_MINERS,0.18161262770983844,1.062612078238093,1.0692558825132064,0.1698495474095232,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_MONTHLY,EUROPE_BANKS,0.35909555378086633,0.3955619477559167,0.4175030683443961,0.8601027896749498,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_MONTHLY,GLOBAL_SEMICONDUCTORS,0.18369358292439708,0.3600458732670272,0.39177722612341626,0.46887253948377944,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_MONTHLY,GLOBAL_OIL_GAS,0.18327843956826495,0.338644584106517,0.3613596786443306,0.507191173779677,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_MFE_GIVEBACK_LOCK_MONTHLY,GLOBAL_GOLD_MINERS,0.15358403598107184,0.1036786387245885,0.11472535885061674,1.3387104430943884,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_WEEKLY,GLOBAL_SILVER_MINERS,0.8850633285617633,1.062612078238093,1.0692558825132064,0.8277376286034431,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_WEEKLY,EUROPE_BANKS,0.43201123376089556,0.3955619477559167,0.4175030683443961,1.0347498414180079,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_WEEKLY,GLOBAL_SEMICONDUCTORS,0.4251307312717947,0.3600458732670272,0.39177722612341626,1.0851338539465576,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_WEEKLY,GLOBAL_OIL_GAS,0.33431357395747296,0.338644584106517,0.3613596786443306,0.9251546138508777,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_WEEKLY,GLOBAL_GOLD_MINERS,0.11391109718771841,0.1036786387245885,0.11472535885061674,0.9929025136983134,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_MONTHLY,GLOBAL_SILVER_MINERS,0.9232692640750291,1.062612078238093,1.0692558825132064,0.8634689592775056,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_MONTHLY,EUROPE_BANKS,0.4629233238660636,0.3955619477559167,0.4175030683443961,1.1087902316545386,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_MONTHLY,GLOBAL_SEMICONDUCTORS,0.44912751962366304,0.3600458732670272,0.39177722612341626,1.146384959809227,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_MONTHLY,GLOBAL_OIL_GAS,0.37104752201830205,0.338644584106517,0.3613596786443306,1.0268094199394802,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_HARVEST_MONTHLY,GLOBAL_GOLD_MINERS,0.11882805486758174,0.1036786387245885,0.11472535885061674,1.0357610214347388,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_WEEKLY,GLOBAL_SILVER_MINERS,0.8826683960586879,1.062612078238093,1.0692558825132064,0.8254978162795247,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_WEEKLY,EUROPE_BANKS,0.4308423954478847,0.3955619477559167,0.4175030683443961,1.031950249267354,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_WEEKLY,GLOBAL_SEMICONDUCTORS,0.4236264967171042,0.3600458732670272,0.39177722612341626,1.0812943388997678,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_WEEKLY,GLOBAL_OIL_GAS,0.33130065908696504,0.338644584106517,0.3613596786443306,0.9168168964779514,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_WEEKLY,GLOBAL_GOLD_MINERS,0.11360287854039175,0.1036786387245885,0.11472535885061674,0.9902159355048384,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_MONTHLY,GLOBAL_SILVER_MINERS,0.9232692640750291,1.062612078238093,1.0692558825132064,0.8634689592775056,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_MONTHLY,EUROPE_BANKS,0.4629233238660636,0.3955619477559167,0.4175030683443961,1.1087902316545386,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_MONTHLY,GLOBAL_SEMICONDUCTORS,0.44912751962366304,0.3600458732670272,0.39177722612341626,1.146384959809227,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_MONTHLY,GLOBAL_OIL_GAS,0.37104752201830205,0.338644584106517,0.3613596786443306,1.0268094199394802,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
EXIT_STRENGTH_PLUS_DECELERATION_MONTHLY,GLOBAL_GOLD_MINERS,0.11882805486758174,0.1036786387245885,0.11472535885061674,1.0357610214347388,"HISTORICAL UK RETAIL, ISA, ACCOUNT AND BROKER ELIGIBILITY REMAIN PARTLY UNRESOLVED"
