analysis_context_id,analysis_context_type,context_primary_for_a3r1,economic_exposure_family_id,economic_exposure_name,primary_rotation_role,a2r_primary_competition_pool_id,universe_tier,a2r_research_maturity,parent_exposure_family_id,parent_benchmark_family_id,overlap_cluster_id,warning
COUNTRY,ROLE_GROUP,YES,AUSTRALIA,Broad Australian equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXTENDED,MATURE,DEVELOPED_ASIA_PACIFIC,DEVELOPED_ASIA_PACIFIC,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,CANADA,Broad Canadian equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,CHINA_A_SHARES,Mainland China A-shares,COUNTRY_ROTATION,POOL_COUNTRY_CHINA_IMPLEMENTATIONS,EXTENDED,MATURE,CHINA_BROAD,CHINA_BROAD,OVL_CHINA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,CHINA_BROAD,Broad China equities,COUNTRY_ROTATION,POOL_COUNTRY_CHINA_IMPLEMENTATIONS,EXTENDED,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_CHINA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,INDIA,Broad Indian equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,CORE,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,SOUTH_KOREA,Broad South Korean equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXPERIMENTAL,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
COUNTRY,ROLE_GROUP,YES,TAIWAN,Broad Taiwanese equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXPERIMENTAL,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_COMMUNICATION_SERVICES,Broad Europe communication services sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,DEVELOPING,EUROPE_BROAD,EUROPE_BROAD,OVL_OTHER_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_CONSUMER_DISCRETIONARY,Broad Europe consumer discretionary sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_ENERGY,Broad Europe energy sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_FINANCIALS,Broad Europe financials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_HEALTHCARE,Broad Europe healthcare sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_INDUSTRIALS,Broad Europe industrials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_MATERIALS,Broad Europe materials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,DEVELOPING,EUROPE_BROAD,EUROPE_BROAD,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_REAL_ESTATE,Europe listed real estate,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_REAL_ESTATE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_TECHNOLOGY,Broad Europe technology sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,EUROPE_UTILITIES,Broad Europe utilities sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_UTILITIES_AND_WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_COMMUNICATION_SERVICES,Broad global communication services sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_OTHER_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_CONSUMER_DISCRETIONARY,Broad global consumer discretionary sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,DEVELOPING,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_CONSUMER_STAPLES,Broad global consumer staples sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_ENERGY,Broad global energy sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_INDUSTRIALS,Broad global industrials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_MATERIALS,Broad global materials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_REAL_ESTATE,Global listed property and REITs,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_REAL_ESTATE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_TECHNOLOGY,Broad global technology sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,GLOBAL_UTILITIES,Broad global utilities sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_UTILITIES_AND_WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,US_COMMUNICATION_SERVICES,Broad communication-services sector,SECTOR_ROTATION,POOL_US_BROAD_SECTORS,EXTENDED,MATURE,US_TOTAL_MARKET,US_TOTAL_MARKET,OVL_OTHER_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,US_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,POOL_US_BROAD_SECTORS,CORE,MATURE,US_TOTAL_MARKET,US_TOTAL_MARKET,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,US_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,POOL_US_BROAD_SECTORS,CORE,MATURE,US_TOTAL_MARKET,US_TOTAL_MARKET,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SECTOR,ROLE_GROUP,YES,US_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,POOL_US_BROAD_SECTORS,CORE,MATURE,US_TOTAL_MARKET,US_TOTAL_MARKET,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,EUROPE_BANKS,Europe banking industry,INDUSTRY_ROTATION,POOL_EUROPE_INDUSTRIES,EXTENDED,MATURE,EUROPE_FINANCIALS,EUROPE_FINANCIALS,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_BIOTECHNOLOGY,Biotechnology industry,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_HEALTHCARE,GLOBAL_HEALTHCARE,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_GOLD_MINERS,Global gold-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_MATERIALS,GLOBAL_MATERIALS,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_OIL_GAS,Global oil and gas equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_ENERGY,GLOBAL_ENERGY,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_RETAIL,Retail and e-commerce businesses,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXPERIMENTAL,DEVELOPING,NOT_APPLICABLE,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_SILVER_MINERS,Global silver-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXPERIMENTAL,DEVELOPING,GLOBAL_MATERIALS,GLOBAL_MATERIALS,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_SOFTWARE,Software and cloud businesses,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,GLOBAL_TRANSPORTATION,Transportation and logistics,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXPERIMENTAL,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_TRANSPORT_LOGISTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDUSTRY,ROLE_GROUP,YES,US_BANKS,Us banking industry,INDUSTRY_ROTATION,POOL_US_INDUSTRIES,EXTENDED,MATURE,US_FINANCIALS,US_FINANCIALS,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,CHINA_INTERNET,China internet and digital economy,THEME_ROTATION,POOL_CHINA_THEMES,EXPERIMENTAL,MATURE,CHINA_BROAD,CHINA_BROAD,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,EUROPE_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_EUROPE_THEMES,EXTENDED,DEVELOPING,EUROPE_INDUSTRIALS,EUROPE_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,EUROPE_INFRASTRUCTURE,Europe listed infrastructure,THEME_ROTATION,POOL_EUROPE_THEMES,EXTENDED,NEW,EUROPE_INDUSTRIALS,EUROPE_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,NEW,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,NOT_APPLICABLE,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_AI,Artificial-intelligence value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
