module_id,review_date,execution_date,execution_lag_xlon_sessions,same_close_execution,execution_status,target_weights_json,selected_families,selected_count,target_risky_weight,traded_notional_fraction,trade_legs,transaction_cost_rate,transaction_cost_value,pre_trade_portfolio_value,reason
REGIME_BINARY_WEEKLY,2022-03-18,2022-03-21,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.002018828400919805,0.001711271255371878,0.847655627685939,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-04-22,2022-04-25,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.0020192211930925895,0.0016766269443587334,0.8303334721793667,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-07-29,2022-08-01,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.0020192070839805732,0.0016778468346847861,0.8309434173423931,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-08-31,2022-09-01,1.0,False,EXECUTED,"{""GLOBAL_INFRASTRUCTURE"": 1.0}",GLOBAL_INFRASTRUCTURE,1,1.0,2.0,2,0.004034141764725818,0.003771621243487538,0.9349253108718845,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-09-30,2022-10-03,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.0020185620834230456,0.0017355945513871695,0.8598172756935847,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-11-04,2022-11-07,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.002018559634385542,0.0017358214658522572,0.8599307329261285,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-11-30,2022-12-01,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,2.0,2,0.004041515786440962,0.0031073766141139617,0.7688641535284905,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-12-09,2022-12-12,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.002020879916910666,0.001544701715619309,0.7643708578096544,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2022-12-23,2022-12-28,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,1.0,1,0.0020208921422100695,0.0015438071532045757,0.7639235766022878,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2023-03-17,2023-03-20,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.002020680461628641,0.0015594458550639266,0.7717429275319633,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2023-03-31,2023-04-03,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,1.0,1,0.0020206902447780003,0.0015587160351504602,0.7713780175752301,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2023-09-29,2023-10-02,1.0,False,EXECUTED,"{""GLOBAL_URANIUM_NUCLEAR"": 1.0}",GLOBAL_URANIUM_NUCLEAR,1,1.0,2.0,2,0.00403667285461244,0.0035135142568236636,0.8703985642059159,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2023-12-29,2024-01-02,1.0,False,EXECUTED,"{""GLOBAL_AI"": 1.0}",GLOBAL_AI,1,1.0,2.0,2,0.004035384782167112,0.0036402508185141764,0.9020827046285441,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2024-01-31,2024-02-01,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,2.0,2,0.0040380084125124895,0.0033911763214274264,0.8398140803568566,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2024-04-30,2024-05-01,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,2.0,2,0.00403505226824678,0.003674480278869588,0.910640069717397,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2024-06-28,2024-07-01,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,2.0,2,0.004034807010794632,0.0037001465177361865,0.9170566294340466,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2024-07-31,2024-08-01,1.0,False,EXECUTED,"{""GLOBAL_GOLD_MINERS"": 1.0}",GLOBAL_GOLD_MINERS,1,1.0,2.0,2,0.004038716632428228,0.003329727479426088,0.824451869856522,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2024-11-29,2024-12-02,1.0,False,EXECUTED,"{""GLOBAL_SOFTWARE"": 1.0}",GLOBAL_SOFTWARE,1,1.0,2.0,2,0.004038270114437778,0.003368204771439405,0.8340711928598512,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-02-28,2025-03-03,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,2.0,2,0.004040324353536628,0.00319824478395534,0.791581195988835,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-03-31,2025-04-01,1.0,False,EXECUTED,"{""GLOBAL_GOLD_MINERS"": 1.0}",GLOBAL_GOLD_MINERS,1,1.0,2.0,2,0.0040392092251712855,0.003288296514512319,0.8140941286280797,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-04-04,2025-04-07,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.002021893226560324,0.0014739451860596377,0.7289925930298189,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-05-16,2025-05-19,1.0,False,EXECUTED,"{""GLOBAL_GOLD_MINERS"": 1.0}",GLOBAL_GOLD_MINERS,1,1.0,1.0,1,0.0020218293078513075,0.0014782143333680587,0.7311271666840293,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-05-23,2025-05-27,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.0020208252335321,0.0015487159208783174,0.7663779604391587,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-06-06,2025-06-09,1.0,False,EXECUTED,"{""GLOBAL_GOLD_MINERS"": 1.0}",GLOBAL_GOLD_MINERS,1,1.0,1.0,1,0.002020836767749182,0.0015478674620511771,0.7659537310255886,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-06-30,2025-07-01,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,2.0,2,0.004042794738530166,0.0030154643417886185,0.7458860854471546,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2025-08-29,2025-09-01,1.0,False,EXECUTED,"{""GLOBAL_SILVER_MINERS"": 1.0}",GLOBAL_SILVER_MINERS,1,1.0,2.0,2,0.004037586053387139,0.0034289246997190066,0.8492511749297517,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2026-03-31,2026-04-01,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,2.0,2,0.004022878989705759,0.005612586001517734,1.3951665003794333,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2026-04-30,2026-05-01,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,2.0,2,0.004023533392330325,0.005457402149272582,1.3563705373181454,NONE|NONE|REGIME_BINARY
REGIME_BINARY_WEEKLY,2026-08-21,,,False,CANCELLED_PANEL_END_NO_EXECUTION_SESSION,"{""GLOBAL_GENOMICS"": 1.0}",GLOBAL_GENOMICS,1,1.0,,0,0.0,0.0,,NONE|NONE|REGIME_BINARY
REGIME_GRADUAL_WEEKLY,2021-08-31,2021-09-01,1.0,False,EXECUTED,"{""GLOBAL_CYBERSECURITY"": 0.75}",GLOBAL_CYBERSECURITY,1,0.75,0.75,1,0.00151596,0.00151596,1.0,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-09-30,2021-10-01,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.75}",GLOBAL_OIL_GAS,1,0.75,1.493634536240755,2,0.0030200501640939197,0.0029407196800421424,0.9737320641243129,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-10-01,2021-10-04,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,0.24251205843441348,1,0.0005009718344608225,0.0005013576665044394,1.0007701671373046,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-10-22,2021-10-25,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.5}",GLOBAL_OIL_GAS,1,0.5,0.5,1,0.0010150304984050651,0.0010778010361310064,1.0618410361310064,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-11-30,2021-12-01,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 0.5}",GLOBAL_SEMICONDUCTORS,1,0.5,0.9883454798747092,2,0.0020074824292493046,0.0020810581691099598,1.0366507516024281,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-12-17,2021-12-20,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,0.5167456592596007,1,0.0010494340605543512,0.0010505700694096655,1.001082496650351,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-12-24,2021-12-29,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.00201508182156091,0.002132415222009296,1.0582276110046478,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2021-12-31,2022-01-04,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 1.0}",GLOBAL_SEMICONDUCTORS,1,1.0,1.0,1,0.002015111799675,0.0021282166925504276,1.0561283462752138,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-01-21,2022-01-24,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 0.75}",GLOBAL_SEMICONDUCTORS,1,0.75,0.25,1,0.0005174156843108399,0.0004741676625627094,0.9164153251254188,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-01-28,2022-01-31,1.0,False,EXECUTED,{},,0,0.0,0.7529243403099517,1,0.0015230689123327996,0.0014116058509611982,0.9268167970148642,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-02-04,2022-02-07,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.002017245383159082,0.001866890171023166,0.925465085511583,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-02-11,2022-02-14,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.5}",GLOBAL_OIL_GAS,1,0.5,0.5,1,0.0010175108619230985,0.0009273942897620119,0.9114342897620119,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-02-18,2022-02-21,1.0,False,EXECUTED,{},,0,0.0,0.4955833666468422,1,0.00100884876053212,0.0009105984286175757,0.9026114361653952,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-03-18,2022-03-21,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.75}",GLOBAL_OIL_GAS,1,0.75,0.75,1,0.0015176933836865418,0.0013690081463649823,0.9020320975766549,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-04-01,2022-04-04,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.5}",GLOBAL_OIL_GAS,1,0.5,0.2567844382432509,1,0.0005308037160555101,0.0004915408277707268,0.9260312482803394,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-04-08,2022-04-11,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,0.49909154151126756,1,0.001015393470563002,0.0009416220147327335,0.927346927108597,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-04-22,2022-04-25,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.0020182780918278262,0.0017623129727652091,0.8731764863826046,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-07-29,2022-08-01,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.002018264657728972,0.0017635974577426298,0.873818728871315,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-08-19,2022-08-22,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.75}",GLOBAL_OIL_GAS,1,0.75,0.25,1,0.0005166264969205994,0.0004959167845294714,0.9599135690589428,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-08-26,2022-08-30,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,0.242305983336219,1,0.0005007291725992267,0.0004958451006325244,0.9902460806480484,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-08-31,2022-09-01,1.0,False,EXECUTED,"{""GLOBAL_INFRASTRUCTURE"": 1.0}",GLOBAL_INFRASTRUCTURE,1,1.0,2.0,2,0.004032832972033184,0.003920693756788039,0.9721934391970096,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-09-02,2022-09-05,1.0,False,EXECUTED,"{""GLOBAL_INFRASTRUCTURE"": 0.75}",GLOBAL_INFRASTRUCTURE,1,0.75,0.25,1,0.0005164931489813839,0.0004997972592769985,0.967674518553997,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-09-16,2022-09-20,1.0,False,EXECUTED,"{""GLOBAL_INFRASTRUCTURE"": 1.0}",GLOBAL_INFRASTRUCTURE,1,1.0,0.25312992977710136,1,0.0005229566174625742,0.0004998807349610055,0.9558741935162143,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-09-23,2022-09-26,1.0,False,EXECUTED,"{""GLOBAL_INFRASTRUCTURE"": 0.75}",GLOBAL_INFRASTRUCTURE,1,0.75,0.25,1,0.0005165746105434653,0.000497419276468259,0.9629185529365181,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-09-30,2022-10-03,1.0,False,EXECUTED,{},,0,0.0,0.7363687567122928,1,0.0014902176254646612,0.0013606247630386019,0.9130376260409272,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-11-04,2022-11-07,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,1.0,1,0.002017468557671859,0.0018432430876828196,0.9136415438414098,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-11-11,2022-11-14,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.75}",GLOBAL_OIL_GAS,1,0.75,0.25,1,0.0005179984123966766,0.0004593324388643023,0.8867448777286046,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-11-18,2022-11-21,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 0.5}",GLOBAL_OIL_GAS,1,0.5,0.23060694848852226,1,0.00048060780414076426,0.00039551084210797093,0.8229388676179935,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-11-25,2022-11-28,1.0,False,EXECUTED,"{""GLOBAL_OIL_GAS"": 1.0}",GLOBAL_OIL_GAS,1,1.0,0.4962080094936715,1,0.0010116614446673217,0.0008389586660942245,0.8292879703151192,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-11-30,2022-12-01,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,2.0,2,0.00403843063796963,0.003354269217853166,0.8305873044632915,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-12-09,2022-12-12,1.0,False,EXECUTED,{},,0,0.0,1.0,1,0.002019328214897762,0.0016674317043888262,0.825735852194413,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2022-12-23,2022-12-28,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 0.75}",EUROPE_BANKS,1,0.75,0.75,1,0.0015193395015976956,0.001253840918443758,0.8252539456291721,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-01-13,2023-01-16,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,0.2331848166453977,1,0.00048440412889350223,0.00042868345572026314,0.8849706890390906,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-01-20,2023-01-23,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 0.5}",EUROPE_BANKS,1,0.5,0.5,1,0.0010181424721365114,0.0008956637074060426,0.8797037074060426,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-01-27,2023-01-30,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 1.0}",EUROPE_BANKS,1,1.0,0.4915099115570021,1,0.0010008608735444706,0.0008953362698023621,0.8945661614601824,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-02-03,2023-02-06,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 0.75}",EUROPE_BANKS,1,0.75,0.25,1,0.0005173218658485901,0.00047664940088515276,0.9213788017703055,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-02-17,2023-02-20,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 0.5}",EUROPE_BANKS,1,0.5,0.2567364230290442,1,0.000530311789237018,0.0005026310776327983,0.9478029488198914,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-03-10,2023-03-13,1.0,False,EXECUTED,"{""EUROPE_BANKS"": 0.75}",EUROPE_BANKS,1,0.75,0.2775420012637738,1,0.0005728205760662045,0.0005154443373231671,0.8998355835311229,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-03-17,2023-03-20,1.0,False,EXECUTED,{},,0,0.0,0.7363714570387334,1,0.0014914432826714538,0.0012728858616770835,0.853459113374467,NONE|NONE|REGIME_GRADUAL
REGIME_GRADUAL_WEEKLY,2023-03-31,2023-04-03,1.0,False,EXECUTED,"{""GLOBAL_SEMICONDUCTORS"": 0.75}",GLOBAL_SEMICONDUCTORS,1,0.75,0.75,1,0.0015186992986337933,0.0012962219215212516,0.8535079476808344,NONE|NONE|REGIME_GRADUAL
