model_id,signal_date,execution_date,economic_exposure_family_id,isin,ticker,mic,official_issue_date,first_valid_implementation_observation,historical_platform_status,historical_evidence_urls,current_status_back_projected,warning,historical_isa_status,status_basis,ucits_evidence_status
A4_CONCENTRATION_TOP_2,2022-04-29,2022-05-03,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-05-31,2022-06-01,GLOBAL_AGRIBUSINESS,IE00B6R52143,SPAG,XLON,,2011-09-22,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2022-05-31,2022-06-01,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-06-30,2022-07-01,GLOBAL_INFRASTRUCTURE,IE00B1FZS467,INFR,XLON,2006-10-23,2006-10-23,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf?siteEntryPassthrough=true;https://www.londonstockexchange.com/stock/INFR/ishares/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-06-30,2022-07-01,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-07-29,2022-08-01,GLOBAL_INFRASTRUCTURE,IE00B1FZS467,INFR,XLON,2006-10-23,2006-10-23,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf?siteEntryPassthrough=true;https://www.londonstockexchange.com/stock/INFR/ishares/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-07-29,2022-08-01,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-08-31,2022-09-01,GLOBAL_INFRASTRUCTURE,IE00B1FZS467,INFR,XLON,2006-10-23,2006-10-23,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf?siteEntryPassthrough=true;https://www.londonstockexchange.com/stock/INFR/ishares/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-08-31,2022-09-01,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-09-30,2022-10-03,GLOBAL_BATTERY_EV,IE00BF0M2Z96,BATG,XLON,,2018-01-23,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2022-09-30,2022-10-03,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-10-31,2022-11-01,EUROPE_BANKS,IE00B3Q19T94,S7XP,XLON,2014-10-24,2014-10-24,HISTORICALLY_UNCERTAIN,https://www.invesco.com/ie/en/financial-products/etfs/invesco-euro-stoxx-optimised-banks-ucits-etf-acc.html;https://www.londonstockexchange.com/stock/S7XP/invesco/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-10-31,2022-11-01,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-11-30,2022-12-01,EUROPE_BANKS,IE00B3Q19T94,S7XP,XLON,2014-10-24,2014-10-24,HISTORICALLY_UNCERTAIN,https://www.invesco.com/ie/en/financial-products/etfs/invesco-euro-stoxx-optimised-banks-ucits-etf-acc.html;https://www.londonstockexchange.com/stock/S7XP/invesco/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-11-30,2022-12-01,GLOBAL_BIOTECHNOLOGY,IE00BL0L0H60,FBT,XLON,,2020-06-15,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2022-12-30,2023-01-03,EUROPE_BANKS,IE00B3Q19T94,S7XP,XLON,2014-10-24,2014-10-24,HISTORICALLY_UNCERTAIN,https://www.invesco.com/ie/en/financial-products/etfs/invesco-euro-stoxx-optimised-banks-ucits-etf-acc.html;https://www.londonstockexchange.com/stock/S7XP/invesco/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2022-12-30,2023-01-03,GLOBAL_OIL_GAS,IE00B6R51Z18,SPOG,XLON,2011-09-19,2011-10-05,HISTORICALLY_UNCERTAIN,https://www.ishares.com/uk/individual/en/products/251909/ishares-oil-gas-exploration-production-ucits-etf?locale=en_GB,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-01-31,2023-02-01,EUROPE_BANKS,IE00B3Q19T94,S7XP,XLON,2014-10-24,2014-10-24,HISTORICALLY_UNCERTAIN,https://www.invesco.com/ie/en/financial-products/etfs/invesco-euro-stoxx-optimised-banks-ucits-etf-acc.html;https://www.londonstockexchange.com/stock/S7XP/invesco/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-01-31,2023-02-01,GLOBAL_GOLD_MINERS,IE00B3CNHG25,AUCP,XLON,2008-11-06,2008-12-12,HISTORICALLY_UNCERTAIN,https://www.londonstockexchange.com/stock/AUCP/legal-and-general-asset-management/trade-recap,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_LOCAL_MASTER_AND_OFFICIAL_LSE_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-02-28,2023-03-01,EUROPE_BANKS,IE00B3Q19T94,S7XP,XLON,2014-10-24,2014-10-24,HISTORICALLY_UNCERTAIN,https://www.invesco.com/ie/en/financial-products/etfs/invesco-euro-stoxx-optimised-banks-ucits-etf-acc.html;https://www.londonstockexchange.com/stock/S7XP/invesco/company-page,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS structure and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-02-28,2023-03-01,GLOBAL_WATER,FR0010527275,WATL,XLON,,2012-12-04,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2023-03-31,2023-04-03,GLOBAL_BATTERY_EV,IE00BF0M2Z96,BATG,XLON,,2018-01-23,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2023-03-31,2023-04-03,GLOBAL_SEMICONDUCTORS,IE00BMC38736,SMGB,XLON,2020-12-03,2020-12-03,HISTORICALLY_UNCERTAIN,https://www.vaneck.com/ucits/semiconductor-etf/en/;https://www.vaneck.com/uk/en/library/fact-sheets/smh-fact-sheet.pdf;https://www.londonstockexchange.com/stock/SMGB/van-eck-global,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS share class and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-04-28,2023-05-02,GLOBAL_SEMICONDUCTORS,IE00BMC38736,SMGB,XLON,2020-12-03,2020-12-03,HISTORICALLY_UNCERTAIN,https://www.vaneck.com/ucits/semiconductor-etf/en/;https://www.vaneck.com/uk/en/library/fact-sheets/smh-fact-sheet.pdf;https://www.londonstockexchange.com/stock/SMGB/van-eck-global,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS share class and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-04-28,2023-05-02,GLOBAL_WATER,FR0010527275,WATL,XLON,,2012-12-04,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2023-05-31,2023-06-01,GLOBAL_ROBOTICS_AUTOMATION,IE00BYZK4552,RBTX,XLON,,2016-09-12,HISTORICALLY_UNCERTAIN,NOT_AVAILABLE,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_UNCERTAIN_ISA,No product/account-specific historical ISA evidence captured.,NOT_DETERMINED
A4_CONCENTRATION_TOP_2,2023-05-31,2023-06-01,GLOBAL_SEMICONDUCTORS,IE00BMC38736,SMGB,XLON,2020-12-03,2020-12-03,HISTORICALLY_UNCERTAIN,https://www.vaneck.com/ucits/semiconductor-etf/en/;https://www.vaneck.com/uk/en/library/fact-sheets/smh-fact-sheet.pdf;https://www.londonstockexchange.com/stock/SMGB/van-eck-global,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS share class and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-06-30,2023-07-03,GLOBAL_SEMICONDUCTORS,IE00BMC38736,SMGB,XLON,2020-12-03,2020-12-03,HISTORICALLY_UNCERTAIN,https://www.vaneck.com/ucits/semiconductor-etf/en/;https://www.vaneck.com/uk/en/library/fact-sheets/smh-fact-sheet.pdf;https://www.londonstockexchange.com/stock/SMGB/van-eck-global,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS share class and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_OFFICIAL_ISSUER_EVIDENCE
A4_CONCENTRATION_TOP_2,2023-06-30,2023-07-03,GLOBAL_SOFTWARE,IE00BFD2H405,FSKY,XLON,2018-12-28,2018-12-28,HISTORICALLY_UNCERTAIN,https://www.londonstockexchange.com/stock/FSKY/first-trust-global-funds-icav/company-page;https://www.borsaitaliana.it/borsa/etf/scheda/IE00BFD2H405-XAMS.html?lang=en,NO,CURRENT ELIGIBILITY AND CURRENT II STATUS MUST NOT BE BACK-PROJECTED HISTORICALLY,HISTORICALLY_PROBABLE_ISA_ELIGIBLE,Exact Irish UCITS share class and XLON admission are evidenced; no product/account-specific historical ISA confirmation was obtained.,YES_EXACT_ISIN_EXCHANGE_AND_KIID_EVIDENCE
